SampleID,Helcococcus_seattlensis,sample_site,add_0c,facility,decomp_stage,host_subject_id
soil.face.SHSU.2016.007.2016.04.22.day8,0.01199274,soil.face,153.8888889,SHSU,active,shsu.2016.007
soil.face.SHSU.2016.007.2016.04.30.day16,0.002523036,soil.face,350,SHSU,advanced,shsu.2016.007
soil.hip.SHSU.2016.011.2016.04.19.day5,0,soil.hip,90.55555556,SHSU,active,shsu.2016.011
soil.hip.SHSU.2016.007.2016.05.02.day18,0.005653649,soil.hip,391.6666667,SHSU,advanced,shsu.2016.007
soil.face.UTK.K016.03.2016.05.26.day21,0.011847639,soil.face,390.2777778,UTK,advanced,UTK.K016.03
soil.hip.UTK.K016.03.2016.05.24.day19,0.004741834,soil.hip,345.2777778,UTK,advanced,UTK.K016.03
soil.face.SHSU.2016.011.2016.04.30.day16,0.049282986,soil.face,350,SHSU,advanced,shsu.2016.011
soil.face.UTK.K016.02.2016.04.29.day17,0.019993076,soil.face,313.3333333,UTK,advanced,UTK.K016.02
soil.hip.SHSU.2016.007.2016.04.24.day10,0.001253215,soil.hip,194.7222222,SHSU,active,shsu.2016.007
soil.face.SHSU.2016.011.2016.04.25.day11,0.065154718,soil.face,220.5555556,SHSU,advanced,shsu.2016.011
soil.hip.UTK.K016.02.2016.04.21.day9,0,soil.hip,151.9444445,UTK,active,UTK.K016.02
soil.hip.SHSU.2016.011.2016.05.05.day21,0.000883197,soil.hip,449.1666667,SHSU,advanced,shsu.2016.011
soil.hip.SHSU.2016.024.2016.04.24.day10,0.000258889,soil.hip,194.7222222,SHSU,active,shsu.2016.024
soil.face.SHSU.2016.011.2016.04.28.day14,0.098291109,soil.face,296.3888889,SHSU,advanced,shsu.2016.011
soil.hip.SHSU.2016.007.2016.04.19.day5,0.001504153,soil.hip,90.55555556,SHSU,active,shsu.2016.007
soil.face.SHSU.2016.024.2016.05.05.day21,0.00104475,soil.face,449.1666667,SHSU,advanced,shsu.2016.024
soil.hip.SHSU.2016.007.2016.04.28.day14,0.01312578,soil.hip,296.3888889,SHSU,advanced,shsu.2016.007
soil.face.SHSU.2016.011.2016.05.04.day20,0.000748343,soil.face,428.6111111,SHSU,advanced,shsu.2016.011
soil.face.SHSU.2016.011.2016.05.01.day17,0.000649796,soil.face,373.6111111,SHSU,advanced,shsu.2016.011
soil.face.UTK.K016.02.2016.04.19.day7,0.000112956,soil.face,107.2222222,UTK,active,UTK.K016.02
soil.face.SHSU.2016.007.2016.04.27.day13,0.078762136,soil.face,271.1111111,SHSU,advanced,shsu.2016.007
soil.hip.UTK.K016.01.2016.04.19.day15,0.006456241,soil.hip,197.5,UTK,active,UTK.K016.01
soil.hip.SHSU.2016.011.2016.04.23.day9,0.002299634,soil.hip,174.4444445,SHSU,active,shsu.2016.011
soil.hip.SHSU.2016.007.2016.04.23.day9,0.000267183,soil.hip,174.4444445,SHSU,active,shsu.2016.007
soil.hip.SHSU.2016.011.2016.05.02.day18,0.008377188,soil.hip,391.6666667,SHSU,advanced,shsu.2016.011
soil.face.SHSU.2016.007.2016.05.02.day18,0.00863793,soil.face,391.6666667,SHSU,advanced,shsu.2016.007
soil.hip.UTK.K016.02.2016.04.20.day8,0.00017811,soil.hip,130.5555556,UTK,active,UTK.K016.02
soil.face.UTK.K016.03.2016.05.23.day18,0.008713919,soil.face,326.1111111,UTK,advanced,UTK.K016.03
soil.hip.UTK.K016.02.2016.04.23.day11,0,soil.hip,185.8333333,UTK,active,UTK.K016.02
soil.hip.UTK.K016.02.2016.04.19.day7,0,soil.hip,107.2222222,UTK,active,UTK.K016.02
soil.face.UTK.K016.01.2016.04.20.day16,0.000335345,soil.face,220.8333333,UTK,advanced,UTK.K016.01
soil.face.UTK.K016.02.2016.05.01.day19,0.001409145,soil.face,354.7222222,UTK,advanced,UTK.K016.02
soil.hip.SHSU.2016.007.2016.05.05.day21,0.001315963,soil.hip,449.1666667,SHSU,advanced,shsu.2016.007
soil.face.UTK.K016.03.2016.05.24.day19,0.035345992,soil.face,345.2777778,UTK,advanced,UTK.K016.03
soil.hip.SHSU.2016.024.2016.04.23.day9,0.000401875,soil.hip,174.4444445,SHSU,active,shsu.2016.024
soil.face.UTK.K016.02.2016.05.02.day20,0.001032489,soil.face,375.8333333,UTK,advanced,UTK.K016.02
soil.hip.SHSU.2016.024.2016.05.05.day21,0.000256253,soil.hip,449.1666667,SHSU,advanced,shsu.2016.024
soil.face.SHSU.2016.024.2016.05.02.day18,0,soil.face,391.6666667,SHSU,advanced,shsu.2016.024
soil.face.UTK.K016.03.2016.05.22.day17,0.013374579,soil.face,308.0555556,UTK,advanced,UTK.K016.03
soil.face.SHSU.2016.007.2016.05.04.day20,0.020061055,soil.face,428.6111111,SHSU,advanced,shsu.2016.007
soil.face.SHSU.2016.024.2016.04.27.day13,0.006729331,soil.face,271.1111111,SHSU,advanced,shsu.2016.024
soil.face.SHSU.2016.011.2016.04.19.day5,0.001141653,soil.face,90.55555556,SHSU,active,shsu.2016.011
soil.face.SHSU.2016.007.2016.04.19.day5,0.000137193,soil.face,90.55555556,SHSU,active,shsu.2016.007
soil.hip.UTK.K016.03.2016.05.25.day20,0.003483743,soil.hip,366.9444445,UTK,advanced,UTK.K016.03
soil.hip.SHSU.2016.007.2016.04.22.day8,0.00452629,soil.hip,153.8888889,SHSU,active,shsu.2016.007
soil.face.SHSU.2016.024.2016.04.22.day8,0.000780396,soil.face,153.8888889,SHSU,active,shsu.2016.024
soil.hip.UTK.K016.03.2016.05.26.day21,0.0021875,soil.hip,390.2777778,UTK,advanced,UTK.K016.03
soil.face.SHSU.2016.011.2016.04.24.day10,0.033551913,soil.face,194.7222222,SHSU,active,shsu.2016.011
soil.hip.SHSU.2016.011.2016.05.03.day19,0.001277139,soil.hip,409.1666667,SHSU,advanced,shsu.2016.011
soil.hip.UTK.K016.02.2016.04.22.day10,0.000205381,soil.hip,169.7222222,UTK,active,UTK.K016.02
soil.hip.SHSU.2016.011.2016.05.01.day17,0.008472687,soil.hip,373.6111111,SHSU,advanced,shsu.2016.011
soil.hip.UTK.K016.01.2016.04.20.day16,0.007145733,soil.hip,220.8333333,UTK,advanced,UTK.K016.01
soil.face.SHSU.2016.024.2016.04.29.day15,0.009078682,soil.face,324.4444445,SHSU,advanced,shsu.2016.024
soil.hip.UTK.K016.04.2016.10.16.day21,0.020950491,soil.hip,383,UTK,advanced,UTK.K016.04
soil.face.SHSU.2016.064.2016.09.03.day10,0.049855491,soil.face,250.2777778,SHSU,advanced,2016.064
soil.face.UTK.K016.04.2016.10.07.day12,0.019586507,soil.face,214.5,UTK,advanced,UTK.K016.04
soil.face.UTK.K016.04.2016.09.28.day3,0,soil.face,41.7,UTK,early,UTK.K016.04
soil.face.UTK.K016.05.2016.09.28.day3,0,soil.face,41.7,UTK,early,UTK.K016.05
soil.face.UTK.K016.04.2016.10.01.day6,0.000430046,soil.face,92.6,UTK,active,UTK.K016.04
soil.face.CMU.16.09.2016.07.29.day4,0,soil.face,86.6,CMU,active,Mrs. 16-09
soil.face.SHSU.2016.064.2016.09.10.day17,0.001049979,soil.face,449.4444444,SHSU,advanced,2016.064
soil.face.SHSU.2016.065.2016.09.05.day12,0.072871737,soil.face,306.9444444,SHSU,advanced,2016.065
soil.hip.SHSU.2016.064.2016.08.29.day5,0,soil.hip,109.4444444,SHSU,active,2016.064
soil.face.CMU.16.10.2016.08.16.day11,0.011826347,soil.face,255.05,CMU,advanced,Mrs. 16-10
soil.hip.SHSU.2016.067.2016.09.19.day4,0,soil.hip,89.75,SHSU,active,2016.067
soil.hip.SHSU.2016.065.2016.09.06.day13,0.139540627,soil.hip,335.5555556,SHSU,advanced,2016.065
soil.hip.UTK.K016.06.2016.10.21.day17,0.036516854,soil.hip,316.6,UTK,advanced,UTK.K016.06
soil.face.CMU.16.09.2016.07.30.day5,0,soil.face,114.7,CMU,active,Mrs. 16-09
soil.hip.UTK.K016.06.2016.10.17.day13,0.019362828,soil.hip,229.7,UTK,advanced,UTK.K016.06
soil.hip.SHSU.2016.065.2016.09.05.day12,0.044952238,soil.hip,306.9444444,SHSU,advanced,2016.065
soil.hip.SHSU.2016.067.2016.09.24.day9,0.034576492,soil.hip,229.8,SHSU,advanced,2016.067
soil.face.CMU.16.10.2016.08.22.day17,0.005718954,soil.face,400,CMU,advanced,Mrs. 16-10
soil.hip.SHSU.2016.064.2016.09.09.day16,0.010608204,soil.hip,422.2222222,SHSU,advanced,2016.064
soil.face.SHSU.2016.065.2016.09.14.day21,0.000849205,soil.face,558.6111111,SHSU,advanced,2016.065
soil.hip.CMU.16.09.2016.08.15.day21,0,soil.hip,521.95,CMU,advanced,Mrs. 16-09
soil.face.UTK.K016.06.2016.10.25.day21,0.054960181,soil.face,373.2,UTK,advanced,UTK.K016.06
soil.hip.UTK.K016.04.2016.10.13.day18,0.007850401,soil.hip,320.1,UTK,advanced,UTK.K016.04
soil.face.CMU.16.09.2016.08.02.day8,0,soil.face,196.65,CMU,active,Mrs. 16-09
soil.hip.CMU.16.10.2016.08.16.day11,0.010514187,soil.hip,255.05,CMU,advanced,Mrs. 16-10
soil.face.SHSU.2016.064.2016.09.05.day12,0.007237038,soil.face,306.9444444,SHSU,advanced,2016.064
soil.face.UTK.K016.06.2016.10.09.day5,0.002592087,soil.face,79.4,UTK,active,UTK.K016.06
soil.hip.CMU.16.10.2016.08.15.day10,0.000951992,soil.hip,228.65,CMU,advanced,Mrs. 16-10
soil.face.SHSU.2016.064.2016.08.29.day5,0.000898271,soil.face,109.4444444,SHSU,active,2016.064
soil.face.UTK.K016.06.2016.10.06.day2,0,soil.face,20.4,UTK,early,UTK.K016.06
soil.hip.SHSU.2016.065.2016.09.12.day19,0.0286,soil.hip,503.3333333,SHSU,advanced,2016.065
soil.hip.SHSU.2016.065.2016.09.13.day20,0.054028133,soil.hip,530.8333333,SHSU,advanced,2016.065
soil.hip.UTK.K016.05.2016.10.13.day18,0.087525151,soil.hip,320.1,UTK,advanced,UTK.K016.05
soil.hip.SHSU.2016.067.2016.09.18.day3,0,soil.hip,58.9,SHSU,active,2016.067
soil.hip.SHSU.2016.065.2016.09.08.day15,0.002842928,soil.hip,393.6111111,SHSU,advanced,2016.065
soil.hip.SHSU.2016.065.2016.09.10.day17,0.023279183,soil.hip,449.4444444,SHSU,advanced,2016.065
soil.hip.SHSU.2016.065.2016.09.11.day18,0,soil.hip,476.1111111,SHSU,advanced,2016.065
soil.face.UTK.K016.04.2016.10.05.day10,0.010978712,soil.face,173.7,UTK,active,UTK.K016.04
soil.face.CMU.16.10.2016.08.24.day19,0.000301978,soil.face,443.9,CMU,advanced,Mrs. 16-10
soil.face.SHSU.2016.064.2016.09.08.day15,0.014191828,soil.face,393.6111111,SHSU,advanced,2016.064
soil.hip.UTK.K016.05.2016.10.03.day8,0,soil.hip,130.7,UTK,active,UTK.K016.05
soil.hip.SHSU.2016.064.2016.08.28.day4,0.000889878,soil.hip,82.22222222,SHSU,active,2016.064
soil.hip.SHSU.2016.064.2016.09.14.day21,0.001265983,soil.hip,558.6111111,SHSU,advanced,2016.064
soil.face.SHSU.2016.064.2016.09.13.day20,0.009602426,soil.face,530.8333333,SHSU,advanced,2016.064
soil.face.SHSU.2016.065.2016.09.04.day11,0.064858227,soil.face,278.0555556,SHSU,advanced,2016.065
soil.face.SHSU.2016.065.2016.09.03.day10,0.119989417,soil.face,250.2777778,SHSU,advanced,2016.065
soil.face.UTK.K016.06.2016.10.05.day1,0.001269841,soil.face,0,UTK,placement,UTK.K016.06
soil.face.SHSU.2016.064.2016.09.12.day19,0.001874609,soil.face,503.3333333,SHSU,advanced,2016.064
soil.face.CMU.16.09.2016.08.04.day10,0.009534563,soil.face,248.35,CMU,advanced,Mrs. 16-09
soil.face.SHSU.2016.064.2016.08.26.day2,0,soil.face,27.5,SHSU,early,2016.064
soil.hip.CMU.16.09.2016.08.03.day9,0,soil.hip,225,CMU,advanced,Mrs. 16-09
soil.hip.SHSU.2016.067.2016.09.23.day8,0.026021265,soil.hip,201.45,SHSU,advanced,2016.067
soil.hip.CMU.16.09.2016.08.01.day7,0,soil.hip,169.4,CMU,active,Mrs. 16-09
soil.face.UTK.K016.04.2016.10.08.day13,0.012430081,soil.face,236.2,UTK,advanced,UTK.K016.04
soil.hip.UTK.K016.05.2016.10.14.day19,0.073185081,soil.hip,340.2,UTK,advanced,UTK.K016.05
soil.face.SHSU.2016.067.2016.09.28.day13,0.020995962,soil.face,327,SHSU,advanced,2016.067
soil.hip.SHSU.2016.065.2016.09.02.day9,0.065835175,soil.hip,223.0555556,SHSU,advanced,2016.065
soil.hip.SHSU.2016.067.2016.09.30.day15,0.056053238,soil.hip,367.55,SHSU,advanced,2016.067
soil.hip.CMU.16.09.2016.07.27.day2,0,soil.hip,28.3,CMU,early,Mrs. 16-09
soil.face.UTK.K016.05.2016.10.05.day10,0.003296546,soil.face,173.7,UTK,active,UTK.K016.05
soil.face.UTK.K016.06.2016.10.15.day11,0.033355828,soil.face,187.6,UTK,active,UTK.K016.06
soil.face.UTK.K016.06.2016.10.24.day20,0.051617632,soil.face,357.1,UTK,advanced,UTK.K016.06
soil.hip.SHSU.2016.067.2016.09.17.day2,0.000678273,soil.hip,29.2,SHSU,early,2016.067
soil.hip.CMU.16.10.2016.08.10.day5,0,soil.hip,104.45,CMU,active,Mrs. 16-10
soil.face.SHSU.2016.065.2016.08.28.day4,0,soil.face,82.22222222,SHSU,active,2016.065
soil.hip.UTK.K016.04.2016.10.09.day14,0.024335286,soil.hip,253.1,UTK,advanced,UTK.K016.04
soil.hip.UTK.K016.04.2016.10.11.day16,0.020226537,soil.hip,286.1,UTK,advanced,UTK.K016.04
soil.face.CMU.16.09.2016.08.08.day14,0,soil.face,343.3,CMU,advanced,Mrs. 16-09
soil.hip.UTK.K016.04.2016.10.02.day7,0.000338448,soil.hip,111.5,UTK,active,UTK.K016.04
soil.face.SHSU.2016.064.2016.09.09.day16,0.021312345,soil.face,422.2222222,SHSU,advanced,2016.064
soil.hip.CMU.16.09.2016.08.05.day11,0,soil.hip,269.7,CMU,advanced,Mrs. 16-09
soil.hip.UTK.K016.05.2016.09.27.day2,0,soil.hip,21.3,UTK,early,UTK.K016.05
soil.face.SHSU.2016.065.2016.08.30.day6,0.005579665,soil.face,137.5,SHSU,active,2016.065
soil.hip.UTK.K016.06.2016.10.22.day18,0.025732987,soil.hip,328.2,UTK,advanced,UTK.K016.06
soil.hip.SHSU.2016.064.2016.09.02.day9,0.01539158,soil.hip,223.0555556,SHSU,advanced,2016.064
soil.face.SHSU.2016.067.2016.09.26.day11,0.020177947,soil.face,280.6,SHSU,advanced,2016.067
soil.hip.SHSU.2016.067.2016.10.05.day20,0.066334533,soil.hip,486.1,SHSU,advanced,2016.067
soil.face.UTK.K016.05.2016.09.27.day2,0,soil.face,21.3,UTK,early,UTK.K016.05
soil.face.SHSU.2016.065.2016.09.02.day9,0.055119547,soil.face,223.0555556,SHSU,advanced,2016.065
soil.hip.UTK.K016.06.2016.10.10.day6,0.004037345,soil.hip,96,UTK,active,UTK.K016.06
soil.face.SHSU.2016.067.2016.09.22.day7,0.003923767,soil.face,173.4,SHSU,active,2016.067
soil.face.UTK.K016.05.2016.10.13.day18,0.041797032,soil.face,320.1,UTK,advanced,UTK.K016.05
soil.face.SHSU.2016.067.2016.09.23.day8,0,soil.face,201.45,SHSU,advanced,2016.067
soil.hip.UTK.K016.05.2016.10.04.day9,0.014218993,soil.hip,152.3,UTK,active,UTK.K016.05
soil.face.SHSU.2016.065.2016.09.06.day13,0.147543234,soil.face,335.5555556,SHSU,advanced,2016.065
soil.hip.SHSU.2016.067.2016.09.29.day14,0.013469877,soil.hip,348.1,SHSU,advanced,2016.067
soil.face.CMU.16.10.2016.08.11.day6,0,soil.face,129.45,CMU,active,Mrs. 16-10
soil.face.CMU.16.10.2016.08.10.day5,0,soil.face,104.45,CMU,active,Mrs. 16-10
soil.hip.CMU.16.10.2016.08.22.day17,0.002539089,soil.hip,400,CMU,advanced,Mrs. 16-10
soil.face.CMU.16.10.2016.08.21.day16,0.006041908,soil.face,376.1,CMU,advanced,Mrs. 16-10
soil.hip.CMU.16.10.2016.08.20.day15,0.014207489,soil.hip,351.95,CMU,advanced,Mrs. 16-10
soil.face.CMU.16.09.2016.08.15.day21,0.002389227,soil.face,521.95,CMU,advanced,Mrs. 16-09
soil.face.SHSU2016.067.2016.09.18.day3,0.004870921,soil.face,58.9,SHSU,active,2016.067
soil.hip.SHSU.2016.067.2016.09.27.day12,0.016078018,soil.hip,303.65,SHSU,advanced,2016.067
soil.face.UTK.K016.05.2016.10.16.day21,0.031772412,soil.face,383,UTK,advanced,UTK.K016.05
soil.face.SHSU.2016.067.2016.09.19.day4,0,soil.face,89.75,SHSU,active,2016.067
soil.face.SHSU.2016.065.2016.08.26.day2,0,soil.face,27.5,SHSU,early,2016.065
soil.hip.UTK.K016.04.2016.10.15.day20,0.025603151,soil.hip,361.3,UTK,advanced,UTK.K016.04
soil.face.CMU.16.09.2016.08.11.day17,0.000826617,soil.face,422.75,CMU,advanced,Mrs. 16-09
soil.hip.CMU.16.10.2016.08.26.day21,0,soil.hip,483.95,CMU,advanced,Mrs. 16-10
soil.face.UTK.K016.04.2016.10.15.day20,0.02091293,soil.face,361.3,UTK,advanced,UTK.K016.04
soil.hip.CMU.16.09.2016.07.28.day3,0,soil.hip,57.45,CMU,active,Mrs. 16-09
soil.face.UTK.K016.04.2016.09.30.day5,0,soil.face,76.2,UTK,active,UTK.K016.04
soil.hip.UTK.K016.06.2016.10.16.day12,0.01482684,soil.hip,209.3,UTK,advanced,UTK.K016.06
soil.face.CMU.16.10.2016.08.09.day4,0,soil.face,78.05,CMU,active,Mrs. 16-10
soil.face.UTK.K016.05.2016.10.01.day6,0,soil.face,92.6,UTK,active,UTK.K016.05
soil.hip.SHSU.2016.064.2016.09.11.day18,0,soil.hip,476.1111111,SHSU,advanced,2016.064
soil.face.SHSU.2016.064.2016.09.01.day8,0.006761833,soil.face,195.5555556,SHSU,active,2016.064
soil.hip.SHSU.2016.064.2016.09.06.day13,0,soil.hip,335.5555556,SHSU,advanced,2016.064
soil.hip.CMU.16.04.2016.mo.day3,0,soil.hip,16.66666667,CMU,early,CMU_Mr._16_04
soil.face.UTK.K016.06.2016.10.18.day14,0.038788838,soil.face,252.1,UTK,advanced,UTK.K016.06
soil.hip.CMU.16.09.2016.08.13.day19,0.007600259,soil.hip,471.65,CMU,advanced,Mrs. 16-09
soil.face.SHSU.2016.067.2016.10.06.day21,0.008674602,soil.face,513.85,SHSU,advanced,2016.067
soil.face.SHSU.2016.064.2016.08.31.day7,0.001852832,soil.face,166.3888889,SHSU,active,2016.064
soil.face.SHSU.2016.065.2016.08.25.day1,0.006696429,soil.face,0,SHSU,placement,2016.065
soil.hip.SHSU.2016.065.2016.08.25.day1,0,soil.hip,0,SHSU,placement,2016.065
soil.hip.CMU.16.09.2016.07.30.day5,0,soil.hip,114.7,CMU,active,Mrs. 16-09
soil.face.SHSU.2016.067.2016.09.29.day14,0.010662177,soil.face,348.1,SHSU,advanced,2016.067
soil.hip.CMU.16.09.2016.08.10.day16,0,soil.hip,397.75,CMU,advanced,Mrs. 16-09
soil.face.CMU.16.09.2016.08.13.day19,0.000496278,soil.face,471.65,CMU,advanced,Mrs. 16-09
soil.face.SHSU.2016.064.2016.09.07.day14,0.001849854,soil.face,364.1666667,SHSU,advanced,2016.064
soil.face.UTK.K016.05.2016.10.12.day17,0.000395883,soil.face,302.8,UTK,advanced,UTK.K016.05
soil.face.CMU.16.04.2016.mo.day3,0,soil.face,16.66666667,CMU,early,CMU_Mr._16_04
soil.face.SHSU2016.067.2016.09.17.day2,0,soil.face,29.2,SHSU,early,2016.067
soil.hip.CMU.16.09.2016.07.31.day6,0,soil.hip,142.45,CMU,active,Mrs. 16-09
soil.face.CMU.16.10.2016.08.12.day7,0.0105561,soil.face,153.05,CMU,active,Mrs. 16-10
soil.face.SHSU.2016.065.2016.09.10.day17,0.00893642,soil.face,449.4444444,SHSU,advanced,2016.065
soil.face.CMU.16.09.2016.07.28.day3,0,soil.face,57.45,CMU,active,Mrs. 16-09
soil.hip.CMU.16.10.2016.08.18.day13,0.001196351,soil.hip,303.9,CMU,advanced,Mrs. 16-10
soil.face.CMU.16.09.2016.08.05.day11,0,soil.face,269.7,CMU,advanced,Mrs. 16-09
soil.hip.SHSU.2016.064.2016.09.04.day11,0,soil.hip,278.0555556,SHSU,advanced,2016.064
soil.face.CMU.16.10.2016.08.18.day13,0.01044335,soil.face,303.9,CMU,advanced,Mrs. 16-10
soil.hip.SHSU.2016.067.2016.09.20.day5,0,soil.hip,118.95,SHSU,active,2016.067
soil.hip.UTK.K016.06.2016.10.05.day1,0,soil.hip,0,UTK,placement,UTK.K016.06
soil.hip.CMU.16.10.2016.08.12.day7,0.003072197,soil.hip,153.05,CMU,active,Mrs. 16-10
soil.face.UTK.K016.06.2016.10.19.day15,0.057089668,soil.face,276,UTK,advanced,UTK.K016.06
soil.face.SHSU.2016.064.2016.08.25.day1,0,soil.face,0,SHSU,placement,2016.064
soil.face.CMU.16.10.2016.08.26.day21,0,soil.face,483.95,CMU,advanced,Mrs. 16-10
soil.hip.CMU.16.10.2016.08.21.day16,0.017485265,soil.hip,376.1,CMU,advanced,Mrs. 16-10
soil.face.SHSU.2016.067.2016.09.21.day6,0,soil.face,146.15,SHSU,active,2016.067
soil.hip.UTK.K016.05.2016.09.30.day5,0,soil.hip,76.2,UTK,active,UTK.K016.05
soil.hip.UTK.K016.04.2016.10.10.day15,0.023822299,soil.hip,269.7,UTK,advanced,UTK.K016.04
soil.face.UTK.K016.06.2016.10.07.day3,0.000519346,soil.face,40.8,UTK,early,UTK.K016.06
soil.hip.CMU.16.09.2016.08.14.day20,0.045185811,soil.hip,496.4,CMU,advanced,Mrs. 16-09
soil.hip.SHSU.2016.064.2016.08.27.day3,0,soil.hip,55.27777778,SHSU,active,2016.064
soil.hip.UTK.K016.04.2016.10.08.day13,0.030537379,soil.hip,236.2,UTK,advanced,UTK.K016.04
soil.face.UTK.K016.06.2016.10.08.day4,0.002758845,soil.face,62.5,UTK,active,UTK.K016.06
soil.hip.SHSU.2016.064.2016.08.31.day7,0.001055223,soil.hip,166.3888889,SHSU,active,2016.064
soil.face.CMU.16.09.2016.08.10.day16,0,soil.face,397.75,CMU,advanced,Mrs. 16-09
soil.face.UTK.K016.05.2016.10.14.day19,0.055716954,soil.face,340.2,UTK,advanced,UTK.K016.05
soil.hip.UTK.K016.06.2016.10.23.day19,0.037856777,soil.hip,340,UTK,advanced,UTK.K016.06
soil.hip.SHSU.2016.064.2016.09.03.day10,0.011802575,soil.hip,250.2777778,SHSU,advanced,2016.064
soil.face.SHSU.2016.065.2016.08.29.day5,0.001657952,soil.face,109.4444444,SHSU,active,2016.065
soil.face.SHSU2016.064.2016.09.14.day21,0.011257258,soil.face,558.6111111,SHSU,advanced,2016.064
soil.face.SHSU.2016.064.2016.09.11.day18,0,soil.face,476.1111111,SHSU,advanced,2016.064
soil.face.CMU.16.09.2016.08.07.day13,0.007862586,soil.face,317.75,CMU,advanced,Mrs. 16-09
soil.hip.UTK.K016.04.2016.09.26.day1,0,soil.hip,0,UTK,placement,UTK.K016.04
soil.hip.SHSU.2016.064.2016.09.05.day12,0.000612557,soil.hip,306.9444444,SHSU,advanced,2016.064
soil.face.SHSU.2016.067.2016.10.04.day19,0.011247315,soil.face,457.5,SHSU,advanced,2016.067
soil.hip.SHSU.2016.067.2016.10.01.day16,0.021011509,soil.hip,388.4,SHSU,advanced,2016.067
soil.face.CMU.16.09.2016.07.27.day2,0,soil.face,28.3,CMU,early,Mrs. 16-09
soil.hip.UTK.K016.05.2016.10.16.day21,0.047396406,soil.hip,383,UTK,advanced,UTK.K016.05
soil.hip.SHSU.2016.065.2016.08.29.day5,0,soil.hip,109.4444444,SHSU,active,2016.065
soil.face.SHSU.2016.067.2016.09.24.day9,0.074559059,soil.face,229.8,SHSU,advanced,2016.067
soil.face.SHSU.2016.064.2016.09.04.day11,0.000959693,soil.face,278.0555556,SHSU,advanced,2016.064
soil.hip.SHSU.2016.065.2016.08.27.day3,0,soil.hip,55.27777778,SHSU,active,2016.065
soil.hip.UTK.K016.04.2016.10.14.day19,0.029049729,soil.hip,340.2,UTK,advanced,UTK.K016.04
soil.hip.CMU.16.09.2016.08.08.day14,0,soil.hip,343.3,CMU,advanced,Mrs. 16-09
soil.hip.SHSU.2016.067.2016.09.22.day7,0.015423242,soil.hip,173.4,SHSU,active,2016.067
soil.face.CMU.16.10.2016.08.20.day15,0.006088065,soil.face,351.95,CMU,advanced,Mrs. 16-10
soil.hip.UTK.K016.06.2016.10.08.day4,0.00120032,soil.hip,62.5,UTK,active,UTK.K016.06
soil.face.SHSU.2016.065.2016.08.27.day3,0,soil.face,55.27777778,SHSU,active,2016.065
soil.hip.SHSU.2016.065.2016.09.04.day11,0.001629277,soil.hip,278.0555556,SHSU,advanced,2016.065
soil.face.UTK.K016.04.2016.10.14.day19,0.021514024,soil.face,340.2,UTK,advanced,UTK.K016.04
soil.hip.CMU.16.09.2016.07.29.day4,0,soil.hip,86.6,CMU,active,Mrs. 16-09
soil.face.SHSU.2016.065.2016.08.31.day7,0.035840432,soil.face,166.3888889,SHSU,active,2016.065
soil.face.UTK.K016.04.2016.10.06.day11,0.014464425,soil.face,194.1,UTK,active,UTK.K016.04
soil.hip.CMU.16.10.2016.08.09.day4,0,soil.hip,78.05,CMU,active,Mrs. 16-10
soil.hip.UTK.K016.05.2016.10.01.day6,0,soil.hip,92.6,UTK,active,UTK.K016.05
soil.face.UTK.K016.04.2016.09.27.day2,0,soil.face,21.3,UTK,early,UTK.K016.04
soil.hip.SHSU.2016.067.2016.09.26.day11,0.069549509,soil.hip,280.6,SHSU,advanced,2016.067
soil.face.SHSU2016.067.2016.09.20.day5,0,soil.face,118.95,SHSU,active,2016.067
soil.face.SHSU.2016.067.2016.09.25.day10,0.034595224,soil.face,256.45,SHSU,advanced,2016.067
soil.face.UTK.K016.06.2016.10.23.day19,0.020569346,soil.face,340,UTK,advanced,UTK.K016.06
soil.hip.SHSU.2016.064.2016.08.30.day6,0.004722655,soil.hip,137.5,SHSU,active,2016.064
soil.hip.CMU.16.10.2016.08.17.day12,0.009076433,soil.hip,280.3,CMU,advanced,Mrs. 16-10
soil.hip.UTK.K016.05.2016.10.15.day20,0.042257043,soil.hip,361.3,UTK,advanced,UTK.K016.05
soil.face.SHSU.2016.064.2016.09.06.day13,0.018961885,soil.face,335.5555556,SHSU,advanced,2016.064
soil.hip.CMU.16.09.2016.08.06.day12,0,soil.hip,293.3,CMU,advanced,Mrs. 16-09
soil.face.UTK.K016.04.2016.10.11.day16,0.029668226,soil.face,286.1,UTK,advanced,UTK.K016.04
soil.hip.CMU.16.09.2016.07.26.day1,0,soil.hip,0,CMU,placement,Mrs. 16-09
soil.face.CMU.16.09.2016.08.12.day18,0.047612389,soil.face,446.35,CMU,advanced,Mrs. 16-09
soil.hip.SHSU.2016.064.2016.09.12.day19,0.001088986,soil.hip,503.3333333,SHSU,advanced,2016.064
soil.hip.CMU.16.09.2016.08.04.day10,0.000266738,soil.hip,248.35,CMU,advanced,Mrs. 16-09
soil.hip.UTK.K016.04.2016.09.30.day5,0,soil.hip,76.2,UTK,active,UTK.K016.04
soil.face.SHSU.2016.065.2016.09.13.day20,0.044219653,soil.face,530.8333333,SHSU,advanced,2016.065
soil.hip.UTK.K016.06.2016.10.07.day3,0.001029109,soil.hip,40.8,UTK,early,UTK.K016.06
soil.hip.SHSU.2016.064.2016.08.25.day1,0,soil.hip,0,SHSU,placement,2016.064
