SampleID,Helcococcus_seattlensis,sample_site,add_0c,facility,decomp_stage,host_subject_id
soil.face.UTK.K016.07.2017.Jan.11.day5,0,soil.face,15.8,UTK,early,K016.07
soil.hip.UTK.K016.07.2017.Jan.19.day13,0,soil.hip,133.9,UTK,active,K016.07
soil.hip.CMU.16.15.2016.12.day17,0,soil.hip,18.8,CMU,early,Mr. 16-15
soil.hip.CMU.17.01.2017.01.day1,0,soil.hip,0,CMU,placement,Mrs. 17-01
soil.face.UTK.K016.09.2017.Jan.10.day4,0,soil.face,3.9,UTK,early,K016.09
soil.face.CMU.16.15.2016.12.day16,0,soil.face,18.8,CMU,early,Mr. 16-15
soil.hip.CMU.17.01.2017.01.day16,0,soil.hip,26.7,CMU,early,Mrs. 17-01
soil.hip.UTK.K016.08.2017.Jan.16.day10,0,soil.hip,94.1,UTK,active,K016.08
soil.hip.UTK.K016.08.2017.Jan.08.day2,0,soil.hip,0,UTK,early,K016.08
soil.face.UTK.K016.07.2017.Jan.10.day4,0,soil.face,3.9,UTK,early,K016.07
soil.face.CMU.16.12.2016.11.day.day16,0,soil.face,27.5,CMU,early,16-12
soil.face.CMU.17.01.2017.01.day8,0,soil.face,6.15,CMU,early,Mrs. 17-01
soil.face.UTK.K016.07.2017.Jan.26.day20,0,soil.face,212.9,UTK,advanced,K016.07
soil.hip.UTK.K016.07.2017.Jan.10.day4,0,soil.hip,3.9,UTK,early,K016.07
soil.hip.UTK.K016.07.2017.Jan.13.day7,0,soil.hip,49.3,UTK,early,K016.07
soil.hip.UTK.K016.08.2017.Jan.25.day19,0,soil.hip,202.2,UTK,advanced,K016.08
soil.face.UTK.K016.09.2017.Jan.06.day1,0,soil.face,0,UTK,placement,K016.09
soil.hip.CMU.16.15.2016.12.day20,0,soil.hip,19.35,CMU,early,Mr. 16-15
soil.hip.CMU.16.14.2016.12.day.day7,0,soil.hip,1.4,CMU,early,16-14
soil.face.CMU.16.15.2016.12.day18,0,soil.face,19.35,CMU,early,Mr. 16-15
soil.hip.CMU.16.15.2016.12.day8,0,soil.hip,12.45,CMU,early,Mr. 16-15
soil.hip.UTK.K016.08.2017.Jan.18.day12,0,soil.hip,124.1,UTK,active,K016.08
soil.hip.CMU.16.15.2017.01.day21,0,soil.hip,19.35,CMU,early,Mr. 16-15
soil.hip.CMU.16.14.2016.12.day.day14,0,soil.hip,6.95,CMU,early,16-14
soil.hip.CMU.17.01.2017.01.day21,0,soil.hip,33.65,CMU,early,Mrs. 17-01
soil.face.UTK.K016.08.2017.Jan.27.day21,0,soil.face,215.9,UTK,advanced,K016.08
soil.face.UTK.K016.09.2017.Jan.12.day6,0,soil.face,32.8,UTK,early,K016.09
soil.face.UTK.K016.07.2017.Jan.17.day11,0,soil.face,109.7,UTK,active,K016.07
soil.face.CMU.17.01.2017.01.day19,0,soil.face,28.95,CMU,early,Mrs. 17-01
soil.hip.CMU.16.15.2016.12.day11,0,soil.hip,12.45,CMU,early,Mr. 16-15
soil.face.CMU.16.14.2016.12.day.day21,0,soil.face,19.4,CMU,early,16-14
soil.hip.UTK.K016.09.2017.Jan.27.day21,0,soil.hip,215.9,UTK,advanced,K016.09
soil.hip.UTK.K016.07.2017.Jan.16.day10,0,soil.hip,94.1,UTK,active,K016.07
soil.face.CMU.16.14.2016.12.day.day6,0,soil.face,0,CMU,early,16-14
soil.hip.UTK.K016.08.2017.Jan.27.day21,0,soil.hip,215.9,UTK,advanced,K016.08
soil.hip.CMU.17.01.2017.01.day13,0,soil.hip,22.8,CMU,early,Mrs. 17-01
soil.hip.UTK.K016.09.2017.Jan.26.day20,0,soil.hip,212.9,UTK,advanced,K016.09
soil.face.CMU.17.01.2017.01.day9,0,soil.face,8.65,CMU,early,Mrs. 17-01
soil.face.UTK.K016.09.2017.Jan.09.day3,0,soil.face,0,UTK,early,K016.09
soil.face.UTK.K016.07.2017.Jan.18.day12,0,soil.face,124.1,UTK,active,K016.07
soil.face.CMU.16.15.2016.12.day8,0,soil.face,12.45,CMU,early,Mr. 16-15
soil.hip.UTK.K016.08.2017.Jan.09.day3,0,soil.hip,0,UTK,early,K016.08
soil.hip.UTK.K016.08.2017.Jan.22.day16,0,soil.hip,174.6,UTK,active,K016.08
soil.face.UTK.K016.09.2017.Jan.15.day9,0,soil.face,80.4,UTK,active,K016.09
soil.face.CMU.17.01.2017.01.day12,0,soil.face,20.3,CMU,early,Mrs. 17-01
soil.hip.UTK.K016.07.2017.Jan.20.day14,0,soil.hip,148.3,UTK,active,K016.07
soil.face.CMU.17.01.2017.01.day16,0,soil.face,26.7,CMU,early,Mrs. 17-01
soil.hip.UTK.K016.07.2017.Jan.15.day9,0,soil.hip,80.4,UTK,active,K016.07
soil.face.UTK.K016.08.2017.Jan.25.day19,0,soil.face,202.2,UTK,advanced,K016.08
soil.face.UTK.K016.08.2017.Jan.09.day3,0,soil.face,0,UTK,early,K016.08
soil.hip.CMU.16.15.2016.12.day9,0,soil.hip,12.45,CMU,early,Mr. 16-15
soil.face.CMU.17.01.2017.01.day17,0,soil.face,27.8,CMU,early,Mrs. 17-01
soil.hip.CMU.16.14.2016.12.day.day3,0,soil.hip,0,CMU,early,16-14
soil.face.UTK.K016.07.2017.Jan.19.day13,0,soil.face,133.9,UTK,active,K016.07
soil.face.UTK.K016.07.2017.Jan.22.day16,0,soil.face,174.6,UTK,active,K016.07
soil.face.CMU.16.14.2016.12.day.day19,0,soil.face,19.4,CMU,early,16-14
soil.hip.CMU.17.01.2017.01.day15,0,soil.hip,26.7,CMU,early,Mrs. 17-01
soil.hip.CMU.16.14.2016.11.day.day2,0,soil.hip,0,CMU,early,16-14
soil.hip.CMU.16.14.2016.12.day.day10,0,soil.hip,1.4,CMU,early,16-14
soil.hip.CMU.16.14.2016.12.day.day5,0,soil.hip,0,CMU,early,16-14
soil.hip.UTK.K016.09.2017.Jan.15.day9,0,soil.hip,80.4,UTK,active,K016.09
soil.hip.CMU.16.15.2016.12.day7,0,soil.hip,12.45,CMU,early,Mr. 16-15
soil.hip.CMU.16.15.2016.12.day18,0,soil.hip,19.35,CMU,early,Mr. 16-15
soil.face.UTK.K016.09.2017.Jan.22.day16,0,soil.face,174.6,UTK,active,K016.09
soil.face.UTK.K016.09.2017.Jan.08.day2,0,soil.face,0,UTK,early,K016.09
soil.face.UTK.K016.08.2017.Jan.11.day5,0,soil.face,15.8,UTK,early,K016.08
soil.hip.CMU.17.01.2017.01.day19,0,soil.hip,28.95,CMU,early,Mrs. 17-01
soil.face.CMU.17.01.2017.01.day13,0,soil.face,22.8,CMU,early,Mrs. 17-01
soil.face.UTK.K016.07.2017.Jan.24.day18,0,soil.face,194.1,UTK,active,K016.07
soil.face.CMU.17.01.2017.01.day5,0,soil.face,0,CMU,early,Mrs. 17-01
soil.face.UTK.K016.09.2017.Jan.13.day7,0,soil.face,49.3,UTK,early,K016.09
soil.hip.UTK.K016.09.2017.Jan.21.day15,0,soil.hip,161,UTK,active,K016.09
soil.face.UTK.K016.07.2017.Jan.20.day14,0,soil.face,148.3,UTK,active,K016.07
soil.hip.UTK.K016.08.2017.Jan.06.day1,0,soil.hip,0,UTK,placement,K016.08
soil.face.CMU.16.12.2016.11.day.day19,0,soil.face,27.5,CMU,early,16-12
soil.face.CMU.16.14.2016.12.day.day7,0,soil.face,1.4,CMU,early,16-14
soil.face.UTK.K016.08.2017.Jan.16.day10,0,soil.face,94.1,UTK,active,K016.08
soil.face.UTK.K016.08.2017.Jan.13.day7,0,soil.face,49.3,UTK,early,K016.08
soil.hip.UTK.K016.07.2017.Jan.12.day6,0,soil.hip,32.8,UTK,early,K016.07
soil.face.CMU.16.15.2016.12.day11,0,soil.face,12.45,CMU,early,Mr. 16-15
soil.face.CMU.16.15.2016.12.day2,0,soil.face,0,CMU,early,Mr. 16-15
soil.hip.UTK.K016.09.2017.Jan.16.day10,0,soil.hip,94.1,UTK,active,K016.09
soil.hip.UTK.K016.07.2017.Jan.11.day5,0,soil.hip,15.8,UTK,early,K016.07
soil.face.CMU.16.14.2016.12.day.day10,0,soil.face,1.4,CMU,early,16-14
soil.hip.CMU.16.15.2016.12.day4,0,soil.hip,5.8,CMU,early,Mr. 16-15
soil.face.CMU.16.14.2016.12.day.day15,0,soil.face,6.95,CMU,early,16-14
soil.hip.UTK.K016.09.2017.Jan.22.day16,0,soil.hip,174.6,UTK,active,K016.09
soil.hip.UTK.K016.07.2017.Jan.27.day21,0,soil.hip,215.9,UTK,advanced,K016.07
soil.face.CMU.16.15.2016.12.day12,0,soil.face,12.7,CMU,early,Mr. 16-15
soil.hip.UTK.K016.09.2017.Jan.10.day4,0,soil.hip,3.9,UTK,early,K016.09
soil.hip.CMU.16.15.2016.12.day5,0,soil.hip,12.45,CMU,early,Mr. 16-15
soil.face.CMU.16.12.2016.11.day.day13,0,soil.face,26.1,CMU,early,16-12
soil.hip.CMU.16.12.2016.10.day.day1,0,soil.hip,0,CMU,placement,16-12
soil.face.CMU.16.15.2016.12.day6,0,soil.face,12.45,CMU,early,Mr. 16-15
soil.hip.CMU.16.12.2016.10.day.day2,0,soil.hip,5.55,CMU,early,16-12
soil.hip.UTK.K016.08.2017.Jan.23.day17,0,soil.hip,186.2,UTK,active,K016.08
soil.hip.CMU.16.12.2016.11.day.day14,0,soil.hip,26.1,CMU,early,16-12
soil.face.CMU.17.01.2017.01.day3,0,soil.face,0,CMU,early,Mrs. 17-01
soil.hip.UTK.K016.08.2017.Jan.24.day18,0,soil.hip,194.1,UTK,active,K016.08
soil.face.CMU.17.01.2017.01.day15,0,soil.face,26.7,CMU,early,Mrs. 17-01
soil.hip.CMU.16.12.2016.10.day.day5,0,soil.hip,16.9,CMU,early,16-12
soil.hip.CMU.16.14.2016.12.day.day13,0,soil.hip,5,CMU,early,16-14
soil.face.CMU.16.14.2016.12.day.day8,0,soil.face,1.4,CMU,early,16-14
soil.hip.CMU.16.15.2016.12.day15,0,soil.hip,18.8,CMU,early,Mr. 16-15
soil.face.CMU.16.12.2016.11.day.day12,0,soil.face,26.1,CMU,early,16-12
soil.hip.CMU.17.01.2017.01.day11,0,soil.hip,16.4,CMU,early,Mrs. 17-01
