axis1,0DH dehydrogenase ubiquinone 1 alpha subcomplex,0DH dehydrogenase ubiquinone 1 beta subcomplex,70-9 (f),AI-2 transport system,Acetoin utilization transport system,Actinomycetia (c),Actinoplanes (g),Alveolata ( k),Amino acids,Araeolaimida ( g),Benzene and substituted derivatives,Carboxylic acids,Chrysophyceae ( g),Cystofilobasidium ( g),D0 polymerase alpha / primase complex,D0 polymerase delta complex,D0 polymerase epsilon complex,DP-20 (g),Dicarboxylic acids and derivatives,Dipeptides,Diterpenoids,Eugregarinorida ( fs),Eugregarinorida ( g),Fatty acid esters,Fatty amides,Flavobacterium (g),GMQP-bins7 (g),Heteroaromatic compounds,JACVSB01 (g),Kribbellaceae (f),Medium-chain fatty acids,Monhysterida ( g),Monocystis ( g),Multidrug/hemolysin transport system,N-acyl amines,N-acyl-alpha amino acids,Neogregarinorida ( g),Nitrogen fixation nitrogen to ammonia,Nocardioides (g),Oligogalacturonide transport system,PTS system fructose-specific II-like component,PTS system fructoselysine/glucoselysine-specific II component,PTS system galactitol-specific II component,PTS system sucrose-specific II component,Peronosporomycetes ( fs),Prenol lipids,Primary alcohols,Pseudolabrys (g),Pseudonocardia (g),Putative lysine transport system,Pythium ( g),R0 polymerase I eukaryotes,SKKL01 (f),Solirubrobacteraceae (f),Spumella ( g),Straight chain fatty acids,Succinate dehydrogenase ubiquinone,Triacylglycerols,Uncharacterized ABC transport system,VAZQ01 (g),thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5]
PTS system sucrose-specific II component,26.89009668828506,37.51708602304278,40.72660072828521,5.206649644292689,56.11802388392129,33.29223215352847,13.472739055441766,19.544242795433494,3.0677416478768826,49.07583754401006,-1.3945032071535823,9.468642835990298,46.72668175593903,30.177403858513454,14.210011479252673,37.20338580873283,14.755200194126369,28.895574927980377,5.4166774964109905,2.9107652040892216,10.60222976235922,56.085898165703924,34.38362295636369,7.497144180053843,9.773903128105566,34.62176025940282,31.619772439086983,-13.824438081334701,11.679788370540372,75.19313890514371,11.730829931241006,30.644358539439974,38.81673436604463,5.761943311508562,4.681367518853919,2.2055572974020783,34.679398706860965,25.70024948424759,-1.4518142147824022,33.14431506564464,40.61444374144145,44.30898802683944,27.591579458333314,53.38987647289105,39.371491391102246,9.584466400967147,-0.8671747704200712,33.148081215798186,20.55597164349073,54.655081754653615,30.30913391300023,2.3867587047136873,40.47600055263481,39.98540454111019,32.24496612823647,6.569544942253185,27.119161631431584,-3.543505260962842,60.81488104986635,55.31049270182366,36.161423005843005
Peronosporomycetes ( fs),18.781564401402623,18.12211996310034,120.44507824864827,27.835684669796436,40.14926079123941,158.6678803264246,18.109241897701658,142.09062124685659,0.9426425334208016,88.82423683558766,17.375844481790043,9.819133589409068,67.01628531224014,67.60127202644807,45.868060331198365,31.36999717144642,47.94590574507881,206.94529629709362,11.702675781488253,0.7285609117274758,16.031284041859944,149.9710907526841,189.62156652774462,7.379177041321775,5.7781353597022775,68.51234523479988,125.28132758128342,21.789439431016138,24.230621781466,165.8607602408268,5.782183459488511,62.42776506840641,114.71563710980054,21.295084772001275,3.525472516741241,0.8405291518206521,147.65040010089396,83.75172426958268,24.459275515233493,65.20445177321662,27.193927280949843,51.17933268832577,37.512977201589564,39.37149139110224,197.06845224051568,9.758877788134042,-7.983983196895994,202.19973189629846,20.08710383955752,25.269976557798433,86.48245153664877,24.443795207460774,155.67927344202323,184.13445043380557,70.94654051989967,4.545927351303517,28.13518099077515,-4.267258134802714,72.45581251324418,225.14536288772538,74.40429823209475
Prenol lipids,5.84229899508083,6.530356600125826,8.563066451038063,1.5752899872170452,8.439653539244121,8.267300101328805,1.4953424169702272,6.320103234875482,0.6642507190869092,9.294866768128841,0.004870775841300468,1.592569497547677,9.199720400131344,6.796982019708381,5.187913006350651,8.016790780939498,5.3836451878434515,8.871682992251413,0.9525559237842174,0.5883557494464956,1.330894145483364,10.52142956460432,9.431624213894677,1.275521086473199,1.3429071057939777,6.84760967953379,6.872798230477446,-0.40082456133019284,2.4135230408309223,12.503989416852509,2.411455120857717,6.659857324337108,8.183007742819619,2.926179855368801,0.85401731055427,0.6225022058705207,8.946316972601785,7.415318303413264,-0.7138136657691083,6.608982859010075,7.532807462836894,7.929370739791714,5.719590057518533,9.584466400967147,9.75887778813404,1.9534399514801883,-0.0522002885462956,9.472857077136059,1.6114971017785322,8.568607641939437,7.215430376173181,2.871436530003191,10.72902471281604,10.109798587319377,6.084024893436915,0.9519344005397533,5.291172690101949,-0.30958094012659976,9.92325430415941,12.71891231505128,7.074490936102826
Primary alcohols,5.828696302363885,1.1713946837212013,-8.11871044052797,11.00290866337685,-2.5433047821617336,-1.0975798784042938,8.40460627735158,-4.1645259430922,0.5271165242536271,-4.63515824596812,-0.02088308771145042,-0.5991790153616261,1.3967614577184575,-0.5021058717875034,7.166751779447924,4.165230965474144,7.5439239581170074,-5.232213077243708,-0.8648882177314638,0.5031680095179255,-2.6303605390592057,-7.960722376716032,-4.846013022044241,-0.8833525186297564,-1.464889681760908,-1.3043557651232458,-4.179700534410514,2.711268433960167,10.233129134710289,-13.941717559228328,1.366764806871355,0.6006658314871377,-4.116678368266745,7.907913823231533,0.12095059628306229,0.726476133872044,-4.535525842187649,3.588209008160409,10.946963609377836,-1.4634937154351753,5.932022399262581,-2.151639449635161,3.0845423200134823,-0.8671747704200703,-7.983983196895996,-0.05220028854629549,2.5566163684028105,-3.790705410770362,6.565964330793438,-0.9427548554489427,-0.5041410932969821,8.456940499711662,0.6941961867811159,-1.8912857646685586,1.1376791178990977,-0.44415424750935134,7.100646964457155,2.5609810036682834,-8.091172696068321,-12.08188003415997,3.2866013330487
Pseudolabrys (g),28.7891395227589,15.716843737385682,114.00617464480395,52.01222898599372,28.159510873979247,172.81417387513886,32.64833289470425,151.52388298163777,1.6763397452461974,82.74606602564909,19.994936238928776,8.063453580092228,70.64076939564055,71.32881197503333,66.03528732084555,38.363813230565036,69.11448161364673,221.6388430777882,10.488517942084663,1.3542252839415474,10.335394916014506,143.61052986471222,201.45600700657965,5.184804013148064,1.4330424575829233,69.04641369976092,128.40761670776843,34.74235025395396,44.95461486614097,144.7676127865543,7.441914409260184,67.253870421187,115.47577981127756,40.40220284442767,3.3810124136530884,2.2426886167503666,154.29115762113736,99.86767112204645,47.809867647114274,65.33412195588451,34.975898293565855,45.46860830106535,44.08638436601729,33.14808121579819,202.19973189629846,9.47285707713606,-3.7907054107703595,218.10784994770887,28.58339304575702,15.326716369144213,92.96740514061985,46.29794467642957,173.20329858479067,199.51209263640922,76.36802852231546,2.7972614381831815,40.836734827902866,1.143007207926529,53.82997791260601,223.2075254927321,84.02653169645875
Pseudonocardia (g),23.19096818432759,21.735509921152534,4.4930288697302565,57.834382345901886,40.89046973294845,40.32148851208566,67.46782070599703,6.66867952208393,1.3878807635892219,19.01688980217918,4.408664845160424,4.760709888779968,31.53798836999794,11.44677426473669,14.997933380887623,16.88539427925965,16.29552476088254,20.844712749810448,2.601931845433218,1.9617787457545366,6.055675505096014,35.46511024677287,21.499977030224233,1.311436563495421,3.652612606473319,21.1191863169091,26.496118215554933,-12.136046538397043,58.266164407547734,40.6773172746444,5.448639142360568,17.991305451791618,21.628324725415858,17.948661961450355,2.573366109262144,0.3098788640834955,10.536746669180017,15.188940584744895,73.94460030665668,18.050636214829346,42.400674532517144,20.034845507504677,23.73017893183559,20.55597164349073,20.08710383955752,1.6114971017785331,6.565964330793438,28.583393045757013,79.80347130176659,34.23123538559225,14.46885304201626,12.572583620830253,28.135877077416648,39.20923687345301,39.909018200243885,4.605387587972885,44.40152999738457,4.476180167999889,19.848860284041145,14.157521797106924,47.650172296636356
Putative lysine transport system,23.33532609677949,39.86401347785859,33.87734871217039,4.5751157421622946,66.1323859358764,22.518408685234004,20.99634769514535,4.728266507873624,2.631305868638071,47.16070332847284,-2.6783114840994995,10.212178019100062,44.14089396255868,23.664745447095974,1.9615911027234407,31.800117206215184,2.081980498606206,9.79784110966721,5.548768672783334,2.7284262522189273,13.539801316191811,54.30483048695049,17.682575399894443,7.90646722287155,11.97448995639181,32.17084023722671,25.852403543417118,-24.821885836488907,12.76502364904347,80.60325209234121,10.646192798607204,25.574175754364134,33.00849979168673,-2.585273060389999,4.763051312372508,1.169273947902599,20.643668991482752,12.30457374299801,3.808007569202608,30.44697417999767,41.737258353156314,45.34231221903975,24.974341569312976,54.655081754653615,25.269976557798437,8.568607641939439,-0.9427548554489418,15.32671636914421,34.23123538559225,62.69440430940539,21.787610338557887,-8.931799309626784,23.728420679099642,25.84943093434738,32.205754707962264,7.906690289553984,27.241724280405343,-4.875541381968645,66.39198610402242,40.30458187689928,35.13815013251094
Pythium ( g),23.835558212039203,18.844028720589762,53.650017022369695,24.699286436744448,25.218386656704915,75.67432529992634,16.599285361170683,63.666009962816275,2.1226292892198653,45.442478518535864,6.8658464441570795,5.716328378270566,43.26401064141482,38.19406899809221,36.11469640380464,31.02323856563436,37.71169534259832,92.52182161544087,5.185594589287591,1.836722230815352,5.130189109667512,67.43959627872363,86.80006492535999,4.01683311629983,2.576393692923127,37.0134378144865,56.41696375425525,12.54863990088008,23.637451306021056,69.37260602678884,7.948849963773606,36.832050626852514,54.70466168938913,22.861076656618696,2.9161669406615984,2.3333850148031816,69.7553925066951,50.945113247903215,18.279361658031284,35.228048864743464,29.132867738565327,30.70769891600709,27.779072881626682,30.30913391300023,86.48245153664877,7.215430376173182,-0.5041410932969812,92.96740514061985,14.46885304201626,21.78761033855789,46.50393095463697,25.110962000098432,81.75444050257944,88.39117289196,38.660579260370106,2.649562057877108,27.041500737448885,0.7225738841070949,35.27484849517677,98.24883889028982,44.068166002806805
R0 polymerase I eukaryotes,30.41648421665152,4.94283424940235,0.0901446674942088,48.860444694164556,-14.651906384390136,39.64317530527552,26.873065079027477,29.53567189876284,2.738314178665062,1.3452673593686737,4.8914351419392865,-1.3831388089481058,21.319805133869057,18.979639530777526,51.597900219911594,28.59945287809255,53.98122435671522,43.22121909907114,-1.2697655320507053,2.2949338545548064,-10.732781811353771,0.17981827382871587,38.3695758081091,-2.5402748306746727,-7.310587585086011,11.059526308713469,15.067485507027872,28.291108567967914,43.027221267629486,-28.830471794543385,7.666928830785409,20.484538758682472,13.24211610029384,44.97708528716898,1.0235229761199218,4.229667382650861,28.11767142741358,46.4318246671657,40.85069818062662,10.107063477211309,26.655281691589252,0.06282954596488083,22.283225382362474,2.3867587047136913,24.44379520746078,2.871436530003192,8.456940499711662,46.29794467642957,12.572583620830253,-8.931799309626784,25.110962000098432,51.37087567726595,53.23972867511864,45.59082639743641,18.087322318700142,-2.514383545399436,32.69456032837801,10.752522391410016,-24.486169077872866,15.016051871905493,28.27074654569499
SKKL01 (f),40.66802898824896,24.64484775529905,88.46626057163691,55.00256644745311,29.814823049036875,140.27570581407767,35.139662130986714,118.48700344753453,3.317903672037575,70.94193525088559,14.545109454034526,7.760430365044654,70.54100651773005,64.99989505363847,70.24669027753046,49.967597698520926,73.44695837768163,172.97920178988394,8.067510307526272,2.833636491336998,5.453796214228784,111.92453174919073,159.55108300636545,4.822917021401967,0.9651930147347025,61.16703623919311,100.41268727680574,30.84795418107983,50.05910156618941,106.31169416922269,12.11566467120018,62.90236799404984,93.87488951067789,47.52505369514857,4.187219000113172,4.089702748566185,124.78860384920148,94.04351268282151,45.74228805977416,57.932788758430576,47.04965343780406,44.34301564197171,47.27952271056558,40.47600055263481,155.67927344202323,10.729024712816042,0.6941961867811168,173.20329858479067,28.135877077416655,23.728420679099628,81.75444050257944,53.23972867511864,149.54015999045427,162.70784003086905,67.45802336930295,2.8186834547457726,48.754680999952974,4.079958652003365,44.715594102232764,171.0238445323012,78.00809050977048
Solirubrobacteraceae (f),34.390535780805806,22.805731148344623,104.91839298501284,56.66004240805746,37.517052578930254,161.7583377913542,41.010129164314314,136.11603595213592,2.326224722338009,81.49160186675374,17.848007095575472,8.971399080115951,73.8854355047163,68.97239887771596,64.76568500489934,43.318381815283324,67.84279790707042,200.59942187035085,10.113827101495884,2.0658288978705914,10.562640814959973,136.83710821467847,183.92290705092987,5.645389488897666,2.746759581820783,68.4040525667892,119.77399377848569,28.0682072523932,51.28537195196261,139.4299169307454,9.58490924871348,66.52542887832848,109.09796476808793,41.30761030304178,4.074861112296811,2.6430590023300895,141.3571229309928,95.26088685185418,53.46526978092629,64.50977871448212,44.153764271389775,48.81220267514852,47.06374322098102,39.98540454111019,184.1344504338056,10.109798587319377,-1.8912857646685568,199.5120926364092,39.20923687345301,25.849430934347374,88.39117289196,45.5908263974364,162.70784003086905,186.0305938414586,77.27197116195754,3.8799589972758484,47.68848832155741,1.7996775406850654,56.786238549782645,203.24816118443175,86.25531032939494
Spumella ( g),24.326065747888563,23.19295375668277,43.34435157033392,34.92996613826213,37.884330557335765,68.5512881564023,35.12510606289326,47.606554236216084,1.941768759325363,42.85236428245608,6.169595348394356,6.573568775943635,43.68517901916931,31.992859875540756,27.664273714309672,27.97756826493485,29.108325072413276,73.30506690927594,5.190272324156293,1.9809891355849982,7.641041221643562,65.73563385468056,70.03689763796889,4.066210683288882,4.458436908132254,35.71667172496853,51.59329343182673,1.287365122094019,35.19081923964269,72.96236879124795,7.644885958570046,33.26721736039128,49.02140663254064,19.218670240680726,3.220376566001193,1.5061794401687778,54.37833195446823,39.80773811514749,36.66480912469855,33.28669667455288,36.37336814137827,32.19368834396594,28.337520955807122,32.24496612823646,70.94654051989967,6.084024893436916,1.1376791178990981,76.36802852231546,39.909018200243885,32.205754707962264,38.660579260370106,18.087322318700142,67.45802336930295,77.27197116195755,43.065066050053645,4.225884358768785,34.33948175825924,0.9200003999173526,38.80193405565078,79.18233914377059,49.06483605460298
Straight chain fatty acids,1.8672947820034367,4.628112924629405,5.232625972388694,-0.25185118226075637,8.792955723807603,3.4520978737449806,2.406506473722941,1.2392366989105401,0.20501570867191662,6.417216849233108,-0.19536724900277674,1.3458228266437045,5.20116732957332,2.8100228591421894,-1.0463372293474944,2.9144967701455577,-1.0830279395876792,2.273776696872757,0.8335861331974628,0.23894448370876345,2.1752180254774363,8.25477606477731,3.101262089384559,1.0627106218632778,1.7038435403263754,4.193652248385029,4.161307898500019,-3.693871110952992,0.8196177528484623,12.51447448219934,0.9887360527303042,2.985361969511678,4.7940386202908964,-1.5388673086141813,0.5526817276651919,-0.028643335592816177,3.1299718816918336,0.7557691605067987,0.18229096638844627,3.959256681280566,4.382254908171758,5.807716824984436,2.615820113611559,6.569544942253185,4.545927351303517,0.9519344005397533,-0.44415424750935123,2.7972614381831815,4.605387587972885,7.906690289553984,2.649562057877108,-2.5143835453994363,2.8186834547457735,3.8799589972758493,4.225884358768785,1.0743431335226143,2.6288346114778847,-0.9409838402532913,9.315159243202064,6.805287147916634,4.291550342860177
Succinate dehydrogenase ubiquinone,34.50249370729537,23.993181096422134,12.15439283278451,49.74599346188908,26.709093711363533,43.39567714023618,44.89231189401396,20.523710981964847,3.096067088260781,22.614257725057154,3.2265103182969614,4.159359310793269,38.22715586437167,23.182283259736757,37.254799901499624,34.34927270857702,39.17097749169551,34.465983323117776,1.8532270521092897,3.028802615311185,-0.2228782256367388,28.672671650028487,34.69803309329793,1.5729340515364223,0.7733582413696624,24.204782193150432,25.323639566995755,4.85850680135724,49.219968843549346,21.29305106128006,10.295040812148724,26.88635841929833,25.432383816023716,32.64213829951501,3.1150126047821556,3.179530343730855,26.52009093728545,37.311930776763525,49.35418497076488,22.086517060771968,44.55285786723103,21.949920060611035,29.878984344494818,27.119161631431584,28.135180990775147,5.291172690101949,7.100646964457155,40.83673482790286,44.40152999738458,27.241724280405343,27.041500737448885,32.69456032837801,48.754680999952974,47.68848832155741,34.33948175825923,2.6288346114778838,43.690796274677744,6.43511664885154,13.765309150265672,25.475012901938612,44.14623153962321
Triacylglycerols,5.305463624379535,-1.0279767654396614,-7.328064441151008,12.069561336856106,-6.515423570781014,2.020894101686126,7.563543302860232,-0.26341694232032753,0.4325967767412554,-5.593667910812092,0.6677416692595016,-1.0879910146705978,0.4508760915922891,0.009509568288024406,9.27818876696956,3.4184760705770114,9.74487911302504,0.17223625315367064,-0.9827784782164648,0.38175862616628525,-3.4095567828281848,-8.011479551475183,-0.5084010149382449,-1.2820814923265307,-2.2996357143303374,-1.5890686997529635,-2.578315681483827,5.636660132074413,10.53665973142374,-16.02606260037109,0.9550724110417252,0.8389525606850037,-3.2478209485158778,9.517134282683887,-0.09729434120645757,0.7683721242204212,-1.5940700276156874,5.856865208715297,11.656031718072338,-1.7160990082296812,4.176201496174859,-3.9765783987822347,2.7300580291312047,-3.5435052609628412,-4.267258134802714,-0.30958094012659965,2.560981003668283,1.143007207926528,4.476180167999889,-4.875541381968645,0.722573884107095,10.752522391410018,4.0799586520033655,1.7996775406850662,0.9200003999173528,-0.9409838402532916,6.4351166488515394,2.985535932574562,-11.32359483033132,-8.808059593334889,3.139811503240759
Uncharacterized ABC transport system,11.858150659668125,38.49651073634443,69.77623999167139,-17.522442200771255,75.52132114409768,47.826258499788544,2.715041769430732,35.629609590532,1.4790348268610027,69.66818219393545,-0.0006288594085104293,12.715640837816792,49.410187210419934,34.28013744333539,-7.7157731354618955,25.94123272669792,-8.166677476920743,52.60626303021143,9.108152006751096,1.583927816542389,21.504548068264416,93.19615951330051,56.753095651772874,10.813910043854998,15.81006978208498,44.33777999947342,53.28016144528914,-26.78876892893252,-8.348729027530105,134.75695615972978,8.031935412430679,32.70768602523908,58.595630863498656,-17.64158174247799,4.850910572420815,-0.39316921815034744,52.75062688557138,16.2853115529985,-18.98341373597633,42.57811136084297,30.44638758597883,56.478148016022466,22.550395814408947,60.814881049866344,72.45581251324418,9.92325430415941,-8.091172696068321,53.829977912606005,19.848860284041145,66.39198610402241,35.27484849517677,-24.48616907787287,44.715594102232764,56.786238549782645,38.80193405565078,9.315159243202064,13.765309150265672,-11.32359483033132,93.76159417556184,100.83853751464032,37.13624850480733
VAZQ01 (g),18.321862754058543,26.31098953673675,146.45345598150413,13.804420258592499,57.874945587799196,173.83047066564268,8.567350424273783,158.41471052127795,1.0731072149103718,110.57010077477695,17.574879846473692,13.266937825734566,79.03512747025206,78.64807381681922,42.00734593383353,36.59920110449813,43.78695266062818,229.22427038433284,14.599618305391235,0.8078452755379155,22.50996332826548,179.57014528092813,212.07535183194156,10.726327094562162,10.25937798482602,81.27485127038625,143.05812581185015,16.349049678484587,12.691331517096106,208.39310116650762,7.175823531356203,71.66131998638437,134.10822418720184,13.02694156082916,4.641900973695735,0.5458668680727258,168.50095256397637,89.05641781828517,7.745272907045468,77.78406372620039,29.62980746913668,66.85236838040464,41.44941251812679,55.310492701823655,225.14536288772538,12.718912315051282,-12.081880034159969,223.20752549273212,14.15752179710693,40.30458187689928,98.24883889028982,15.016051871905493,171.0238445323012,203.2481611844318,79.18233914377059,6.805287147916634,25.475012901938616,-8.80805959333489,100.83853751464031,264.0950245169035,80.76585646363054
thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],32.69606619807381,27.223919599958066,43.1584541080844,47.30117834073737,39.819358680403965,76.66370778617431,44.54063028411673,51.41594469592784,2.71281977750682,45.0143160949217,6.857831608047361,6.914072078773853,50.805725112517166,36.49603680977391,38.22612277758718,35.95646223422194,40.18680147743009,79.55428941903398,5.137629508008644,2.6949005520459677,6.168348881247908,67.54865881479519,76.14184171493817,3.9261823001617104,3.708433691066293,39.49080818822805,54.88394400621435,4.685951934058297,46.941385849368324,70.24622966619964,10.007123170441208,38.58874549201541,52.37586841417095,28.75634079599597,3.7631782426256795,2.453713208360438,58.918168105828414,49.158602143195864,48.08762088987233,36.69265720025366,45.74222366153584,34.793203785014214,34.755009153588155,36.161423005843005,74.40429823209475,7.074490936102828,3.2866013330487,84.02653169645875,47.65017229663637,35.13815013251094,44.068166002806805,28.27074654569499,78.00809050977048,86.25531032939496,49.06483605460298,4.291550342860177,44.146231539623216,3.139811503240759,37.13624850480733,80.76585646363056,57.62571684358477
