CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
3785	3786	170	0.9255	13.979
615	3788	171	0.7938	-13.994
3788	8893	171	0.7963	14.012
2267	3788	171	0.7397	18.000
2267	3784	171	0.8595	-344.103
615	8893	171	0.9799	0.018
1439	5813	175	0.9013	-26.019
3569	3609	178	0.9978	15.997
10484	10495	179	0.9306	14.015
266	276	180	0.8234	-58.038
266	272	180	0.8491	-17.016
274	276	180	0.7445	17.013
276	288	180	0.9138	-58.052
272	274	180	0.8939	-58.034
274	6775	180	0.8064	-52.120
1241	3706	183	0.8458	-242.114
3007	8357	185	0.8938	-18.016
2978	3007	185	0.823	18.014
2978	10334	185	0.8747	314.237
2141	4620	185	0.8913	-296.270
2141	10334	185	0.9311	-0.005
2978	8357	185	0.8181	-0.002
2141	2978	185	0.8294	-314.242
730	917	191	0.9497	0.000
3326	3548	195	0.8985	-4.019
3326	3328	195	0.9701	-0.001
3835	7865	205	0.9634	50.017
2911	3045	210	0.8975	-28.027
2911	8079	210	0.872	-198.161
8026	13235	212	0.9946	0.077
8026	13223	212	0.9331	3.086
13223	13235	212	0.9348	-3.008
3331	3570	215	0.891	92.062
198	3570	215	0.9091	162.141
3546	3570	215	0.8913	166.171
208	1457	217	0.8564	18.059
1457	4752	217	0.8752	-276.238
2700	2849	229	0.9154	165.083
2700	2705	229	0.9265	15.995
2524	11612	230	0.8079	40.033
2524	3799	230	0.7693	-14.062
3799	11612	230	0.74	54.095
496	928	232	0.9642	-0.000
3113	4675	238	0.7928	63.045
437	1108	241	0.9054	-422.243
4285	5939	245	0.8364	-0.005
5939	10996	245	0.9061	0.988
2906	3504	247	0.9932	-181.092
8625	9445	248	0.862	2.016
4744	4789	255	0.8164	-18.011
1354	4789	255	0.8084	18.011
1354	4744	255	0.8628	36.021
4816	8550	258	0.8977	-82.080
3018	7517	259	0.7034	-252.079
1153	2996	264	0.9401	72.017
4702	10277	266	0.9934	-33.988
658	2245	272	0.9573	-152.098
1437	2245	272	0.9091	-332.163
658	1437	272	0.9112	180.065
2940	5365	275	0.8063	-36.023
539	793	279	0.7903	14.014
864	1169	280	0.8941	-44.026
638	1562	281	0.9814	-0.000
455	1910	287	0.943	-0.000
6534	6915	288	0.8653	-43.027
2847	9781	293	0.9486	14.003
8095	10052	300	0.9245	2.015
1522	4737	312	0.8841	15.025
2017	6406	314	0.8209	14.009
3082	11132	321	0.7927	-29.979
261	3502	347	0.9595	183.006
6629	6662	347	0.9518	-258.109
261	6662	347	0.9235	-442.148
674	1447	359	0.8898	-266.117
2825	9431	362	0.9839	-346.230
10072	12784	379	0.9753	-68.026
