SampleID,add_0c,add_0c_group,facility
64982_S1630_L003_R1_001.trimmed.fastq.gz,100.55,active,STAFS
64980_S1629_L003_R1_001.trimmed.fastq.gz,88.6,active,STAFS
64967_S2293_L003_R1_001.trimmed.fastq.gz,72.5,active,STAFS
64964_S1632_L003_R1_001.trimmed.fastq.gz,31.95,early,STAFS
64947_S2196_L003_R1_001.trimmed.fastq.gz,49.45,early,STAFS
64945_S2242_L003_R1_001.trimmed.fastq.gz,14.75,early,STAFS
64930_S1638_L003_R1_001.trimmed.fastq.gz,0,day0,STAFS
64928_S1933_L003_R1_001.trimmed.fastq.gz,212.9,advanced,ARF
64911_S2290_L003_R1_001.trimmed.fastq.gz,215.9,advanced,ARF
64908_S2001_L003_R1_001.trimmed.fastq.gz,202.2,advanced,ARF
64894_S1939_L003_R1_001.trimmed.fastq.gz,194.1,active,ARF
64892_S1997_L003_R1_001.trimmed.fastq.gz,174.6,active,ARF
64874_S1884_L003_R1_001.trimmed.fastq.gz,186.2,active,ARF
64872_S1954_L003_R1_001.trimmed.fastq.gz,161,active,ARF
64858_S1963_L003_R1_001.trimmed.fastq.gz,148.3,active,ARF
64856_S1958_L003_R1_001.trimmed.fastq.gz,124.1,active,ARF
64838_S1897_L003_R1_001.trimmed.fastq.gz,133.9,active,ARF
64836_S2011_L003_R1_001.trimmed.fastq.gz,109.7,active,ARF
64822_S2009_L003_R1_001.trimmed.fastq.gz,94.1,active,ARF
64820_S1621_L003_R1_001.trimmed.fastq.gz,64.5,active,ARF
64802_S1978_L003_R1_001.trimmed.fastq.gz,80.4,active,ARF
64800_S1993_L003_R1_001.trimmed.fastq.gz,49.3,early,ARF
64786_S1982_L003_R1_001.trimmed.fastq.gz,32.8,early,ARF
64784_S2008_L003_R1_001.trimmed.fastq.gz,3.9,early,ARF
64766_S2007_L003_R1_001.trimmed.fastq.gz,15.8,early,ARF
64764_S1989_L003_R1_001.trimmed.fastq.gz,0,early,ARF
64750_S1991_L003_R1_001.trimmed.fastq.gz,0,early,ARF
64728_S1976_L003_R1_001.trimmed.fastq.gz,212.9,advanced,ARF
64714_S1985_L003_R1_001.trimmed.fastq.gz,202.2,advanced,ARF
64713_S2247_L003_R1_001.trimmed.fastq.gz,186.2,active,ARF
64694_S1984_L003_R1_001.trimmed.fastq.gz,194.1,active,ARF
64692_S1617_L003_R1_001.trimmed.fastq.gz,174.6,active,ARF
64676_S1941_L003_R1_001.trimmed.fastq.gz,133.9,active,ARF
64658_S1613_L003_R1_001.trimmed.fastq.gz,148.3,active,ARF
64656_S1619_L003_R1_001.trimmed.fastq.gz,124.1,active,ARF
64642_S1987_L003_R1_001.trimmed.fastq.gz,109.7,active,ARF
64640_S1992_L003_R1_001.trimmed.fastq.gz,80.4,active,ARF
64623_S2021_L003_R1_001.trimmed.fastq.gz,94.1,active,ARF
64604_S1610_L003_R1_001.trimmed.fastq.gz,15.8,early,ARF
64586_S1616_L003_R1_001.trimmed.fastq.gz,32.8,early,ARF
64584_S2010_L003_R1_001.trimmed.fastq.gz,3.9,early,ARF
64568_S1611_L003_R1_001.trimmed.fastq.gz,0,day0,ARF
64550_S1620_L003_R1_001.trimmed.fastq.gz,0,early,ARF
64548_S1996_L003_R1_001.trimmed.fastq.gz,215.9,advanced,ARF
64534_S1994_L003_R1_001.trimmed.fastq.gz,212.9,advanced,ARF
64532_S1880_L003_R1_001.trimmed.fastq.gz,194.1,active,ARF
64512_S1882_L003_R1_001.trimmed.fastq.gz,186.2,active,ARF
64498_S1934_L003_R1_001.trimmed.fastq.gz,174.6,active,ARF
64496_S1946_L003_R1_001.trimmed.fastq.gz,148.3,active,ARF
64479_S2030_L003_R1_001.trimmed.fastq.gz,161,active,ARF
64476_S1932_L003_R1_001.trimmed.fastq.gz,133.9,active,ARF
64461_S2134_L003_R1_001.trimmed.fastq.gz,94.1,active,ARF
64442_S1983_L003_R1_001.trimmed.fastq.gz,109.7,active,ARF
64441_S2098_L003_R1_001.trimmed.fastq.gz,80.4,active,ARF
64426_S1988_L003_R1_001.trimmed.fastq.gz,64.5,active,ARF
64406_S2004_L003_R1_001.trimmed.fastq.gz,49.3,early,ARF
64404_S1980_L003_R1_001.trimmed.fastq.gz,15.8,early,ARF
64390_S1981_L003_R1_001.trimmed.fastq.gz,3.9,early,ARF
64388_S1607_L003_R1_001.trimmed.fastq.gz,0,early,ARF
64370_S2000_L003_R1_001.trimmed.fastq.gz,0,early,ARF
64368_S1979_L003_R1_001.trimmed.fastq.gz,0,day0,ARF
64354_S1870_L003_R1_001.trimmed.fastq.gz,267.15,advanced,FIRS
64352_S1856_L003_R1_001.trimmed.fastq.gz,243.55,advanced,FIRS
64334_S1862_L003_R1_001.trimmed.fastq.gz,254.4,advanced,FIRS
64332_S1861_L003_R1_001.trimmed.fastq.gz,235.2,advanced,FIRS
64319_S2161_L003_R1_001.trimmed.fastq.gz,224.05,advanced,FIRS
64316_S1867_L003_R1_001.trimmed.fastq.gz,202.45,advanced,FIRS
64298_S1858_L003_R1_001.trimmed.fastq.gz,213.25,advanced,FIRS
64296_S1864_L003_R1_001.trimmed.fastq.gz,191.65,active,FIRS
64280_S1855_L003_R1_001.trimmed.fastq.gz,144.95,active,FIRS
64262_S1859_L003_R1_001.trimmed.fastq.gz,162.45,active,FIRS
64246_S1860_L003_R1_001.trimmed.fastq.gz,109.7,active,FIRS
64244_S1796_L003_R1_001.trimmed.fastq.gz,76.65,active,FIRS
64226_S1866_L003_R1_001.trimmed.fastq.gz,92.2,active,FIRS
64210_S1865_L003_R1_001.trimmed.fastq.gz,46.95,early,FIRS
64208_S1857_L003_R1_001.trimmed.fastq.gz,24.15,early,FIRS
64190_S1863_L003_R1_001.trimmed.fastq.gz,34.15,early,FIRS
64174_S1875_L003_R1_001.trimmed.fastq.gz,0,day0,FIRS
64155_S2280_L003_R1_001.trimmed.fastq.gz,33.65,early,FIRS
64152_S1929_L003_R1_001.trimmed.fastq.gz,33.4,early,FIRS
64138_S1998_L003_R1_001.trimmed.fastq.gz,28.95,early,FIRS
64136_S1614_L003_R1_001.trimmed.fastq.gz,27.8,early,FIRS
64118_S1945_L003_R1_001.trimmed.fastq.gz,28.65,early,FIRS
64116_S1612_L003_R1_001.trimmed.fastq.gz,26.7,early,FIRS
64101_S2167_L003_R1_001.trimmed.fastq.gz,22.8,early,FIRS
64082_S1895_L003_R1_001.trimmed.fastq.gz,24.75,early,FIRS
64080_S1883_L003_R1_001.trimmed.fastq.gz,20.3,early,FIRS
63848_S1666_L003_R1_001.trimmed.fastq.gz,156,active,STAFS
63828_S1682_L003_R1_001.trimmed.fastq.gz,144.6,active,STAFS
63794_S1695_L003_R1_001.trimmed.fastq.gz,122.1,active,STAFS
63778_S1675_L003_R1_001.trimmed.fastq.gz,109.2,active,STAFS
63776_S1671_L003_R1_001.trimmed.fastq.gz,109.15,active,STAFS
63758_S1686_L003_R1_001.trimmed.fastq.gz,109.2,active,STAFS
63756_S1680_L003_R1_001.trimmed.fastq.gz,105,active,STAFS
63742_S1660_L003_R1_001.trimmed.fastq.gz,95.8,active,STAFS
63740_S1687_L003_R1_001.trimmed.fastq.gz,83.6,active,STAFS
63723_S2239_L003_R1_001.trimmed.fastq.gz,88.3,active,STAFS
63720_S1647_L003_R1_001.trimmed.fastq.gz,79.15,active,STAFS
63705_S2198_L003_R1_001.trimmed.fastq.gz,57.45,active,STAFS
63687_S2220_L003_R1_001.trimmed.fastq.gz,66.6,active,STAFS
63670_S1670_L003_R1_001.trimmed.fastq.gz,34.7,early,STAFS
63668_S1685_L003_R1_001.trimmed.fastq.gz,0,day0,STAFS
63650_S1634_L003_R1_001.trimmed.fastq.gz,17.2,early,STAFS
63634_S1649_L003_R1_001.trimmed.fastq.gz,191.6,active,STAFS
63633_S2228_L003_R1_001.trimmed.fastq.gz,178.25,active,STAFS
63614_S1665_L003_R1_001.trimmed.fastq.gz,187.45,active,STAFS
63612_S1650_L003_R1_001.trimmed.fastq.gz,170.75,active,STAFS
63598_S2231_L003_R1_001.trimmed.fastq.gz,12.45,early,FIRS
62063_S1904_L003_R1_001.trimmed.fastq.gz,12.45,early,FIRS
62048_S1615_L003_R1_001.trimmed.fastq.gz,8.65,early,FIRS
62030_S1901_L003_R1_001.trimmed.fastq.gz,12.25,early,FIRS
62028_S1937_L003_R1_001.trimmed.fastq.gz,6.15,early,FIRS
62012_S1995_L003_R1_001.trimmed.fastq.gz,0,early,FIRS
61992_S1893_L003_R1_001.trimmed.fastq.gz,0,early,FIRS
61978_S1930_L003_R1_001.trimmed.fastq.gz,0,early,FIRS
61959_S2154_L006_R1_001.trimmed.fastq.gz,0,day0,FIRS
61957_S2205_L003_R1_001.trimmed.fastq.gz,19.35,early,FIRS
61940_S1999_L003_R1_001.trimmed.fastq.gz,18.8,early,FIRS
61923_S2174_L003_R1_001.trimmed.fastq.gz,19.35,early,FIRS
61921_S2267_L003_R1_001.trimmed.fastq.gz,18.8,early,FIRS
61884_S1896_L003_R1_001.trimmed.fastq.gz,12.7,early,FIRS
61869_S2035_L003_R1_001.trimmed.fastq.gz,12.45,early,FIRS
61832_S1534_L003_R1_001.trimmed.fastq.gz,373.2,advanced,ARF
61812_S1528_L003_R1_001.trimmed.fastq.gz,357.1,advanced,ARF
61796_S1540_L003_R1_001.trimmed.fastq.gz,316.6,advanced,ARF
61778_S1537_L003_R1_001.trimmed.fastq.gz,328.2,advanced,ARF
61776_S1593_L003_R1_001.trimmed.fastq.gz,299.7,advanced,ARF
61762_S1595_L003_R1_001.trimmed.fastq.gz,276,advanced,ARF
61760_S1550_L003_R1_001.trimmed.fastq.gz,229.7,advanced,ARF
61742_S1597_L003_R1_001.trimmed.fastq.gz,252.1,advanced,ARF
61740_S1548_L003_R1_001.trimmed.fastq.gz,209.3,advanced,ARF
61726_S1600_L003_R1_001.trimmed.fastq.gz,187.6,active,ARF
61724_S1554_L003_R1_001.trimmed.fastq.gz,146.4,active,ARF
61706_S1599_L003_R1_001.trimmed.fastq.gz,166.5,active,ARF
61690_S1543_L003_R1_001.trimmed.fastq.gz,112.4,active,ARF
61688_S1541_L003_R1_001.trimmed.fastq.gz,79.4,active,ARF
61668_S1527_L003_R1_001.trimmed.fastq.gz,62.5,active,ARF
61654_S1531_L003_R1_001.trimmed.fastq.gz,40.8,early,ARF
61652_S1539_L003_R1_001.trimmed.fastq.gz,0,day0,ARF
61634_S1532_L003_R1_001.trimmed.fastq.gz,20.4,early,ARF
61632_S1535_L003_R1_001.trimmed.fastq.gz,383,advanced,ARF
61618_S1529_L003_R1_001.trimmed.fastq.gz,361.3,advanced,ARF
61616_S1538_L003_R1_001.trimmed.fastq.gz,320.1,advanced,ARF
61598_S1533_L003_R1_001.trimmed.fastq.gz,340.2,advanced,ARF
61596_S1526_L003_R1_001.trimmed.fastq.gz,302.8,advanced,ARF
61582_S1587_L003_R1_001.trimmed.fastq.gz,286.1,advanced,ARF
61580_S1606_L003_R1_001.trimmed.fastq.gz,253.1,advanced,ARF
61562_S1596_L003_R1_001.trimmed.fastq.gz,269.7,advanced,ARF
61560_S1598_L003_R1_001.trimmed.fastq.gz,236.2,advanced,ARF
61544_S1592_L003_R1_001.trimmed.fastq.gz,173.7,active,ARF
61526_S1588_L003_R1_001.trimmed.fastq.gz,194.1,active,ARF
61490_S1601_L003_R1_001.trimmed.fastq.gz,111.5,active,ARF
61488_S1561_L003_R1_001.trimmed.fastq.gz,76.2,active,ARF
61474_S1563_L003_R1_001.trimmed.fastq.gz,60.4,active,ARF
61472_S1559_L003_R1_001.trimmed.fastq.gz,21.3,early,ARF
61454_S1605_L003_R1_001.trimmed.fastq.gz,41.7,early,ARF
61452_S1604_L003_R1_001.trimmed.fastq.gz,0,day0,ARF
61438_S1536_L003_R1_001.trimmed.fastq.gz,383,advanced,ARF
61436_S1546_L003_R1_001.trimmed.fastq.gz,340.2,advanced,ARF
61418_S1542_L003_R1_001.trimmed.fastq.gz,361.3,advanced,ARF
61416_S1549_L003_R1_001.trimmed.fastq.gz,320.1,advanced,ARF
61402_S1530_L003_R1_001.trimmed.fastq.gz,302.8,advanced,ARF
61400_S1547_L003_R1_001.trimmed.fastq.gz,269.7,advanced,ARF
61380_S1553_L003_R1_001.trimmed.fastq.gz,253.1,advanced,ARF
61366_S1564_L003_R1_001.trimmed.fastq.gz,236.2,advanced,ARF
61346_S1562_L003_R1_001.trimmed.fastq.gz,214.5,advanced,ARF
61344_S1603_L003_R1_001.trimmed.fastq.gz,173.7,active,ARF
61330_S1590_L003_R1_001.trimmed.fastq.gz,152.3,active,ARF
61328_S1586_L003_R1_001.trimmed.fastq.gz,111.5,active,ARF
61310_S1591_L003_R1_001.trimmed.fastq.gz,130.7,active,ARF
61272_S1558_L003_R1_001.trimmed.fastq.gz,21.3,early,ARF
61258_S1560_L003_R1_001.trimmed.fastq.gz,0,day0,ARF
61256_S1834_L003_R1_001.trimmed.fastq.gz,236.4,advanced,STAFS
61239_S2048_L003_R1_001.trimmed.fastq.gz,254.5,advanced,STAFS
61237_S2054_L003_R1_001.trimmed.fastq.gz,219.45,advanced,STAFS
61222_S1824_L003_R1_001.trimmed.fastq.gz,213.9,advanced,STAFS
61220_S1851_L003_R1_001.trimmed.fastq.gz,203,advanced,STAFS
61202_S1878_L003_R1_001.trimmed.fastq.gz,210.25,advanced,STAFS
61200_S1828_L003_R1_001.trimmed.fastq.gz,190.5,active,STAFS
61186_S1809_L003_R1_001.trimmed.fastq.gz,178.6,active,STAFS
61184_S1838_L003_R1_001.trimmed.fastq.gz,159.15,active,STAFS
61166_S1801_L003_R1_001.trimmed.fastq.gz,169.15,active,STAFS
61164_S1822_L003_R1_001.trimmed.fastq.gz,149.4,active,STAFS
61150_S1841_L003_R1_001.trimmed.fastq.gz,137.75,active,STAFS
61148_S1850_L003_R1_001.trimmed.fastq.gz,116.1,active,STAFS
61130_S1849_L003_R1_001.trimmed.fastq.gz,127.45,active,STAFS
61128_S1807_L003_R1_001.trimmed.fastq.gz,99.45,active,STAFS
61114_S1810_L003_R1_001.trimmed.fastq.gz,15.55,early,STAFS
61095_S2071_L003_R1_001.trimmed.fastq.gz,0,day0,STAFS
61092_S1871_L003_R1_001.trimmed.fastq.gz,342.45,advanced,STAFS
61078_S1852_L003_R1_001.trimmed.fastq.gz,80.3,active,STAFS
61076_S1820_L003_R1_001.trimmed.fastq.gz,47.5,early,STAFS
61058_S1843_L003_R1_001.trimmed.fastq.gz,63.6,active,STAFS
61057_S2062_L003_R1_001.trimmed.fastq.gz,30.55,early,STAFS
61040_S1874_L003_R1_001.trimmed.fastq.gz,289.9,advanced,STAFS
61022_S1876_L003_R1_001.trimmed.fastq.gz,305.2,advanced,STAFS
61020_S1873_L003_R1_001.trimmed.fastq.gz,281,advanced,STAFS
61004_S1818_L003_R1_001.trimmed.fastq.gz,230.7,advanced,STAFS
60984_S1815_L003_R1_001.trimmed.fastq.gz,209.6,advanced,STAFS
60971_S2144_L006_R1_001.trimmed.fastq.gz,189.05,active,STAFS
60969_S2186_L003_R1_001.trimmed.fastq.gz,154,active,STAFS
60950_S1836_L003_R1_001.trimmed.fastq.gz,170.4,active,STAFS
60948_S1847_L003_R1_001.trimmed.fastq.gz,135.35,active,STAFS
60934_S1808_L003_R1_001.trimmed.fastq.gz,117.55,active,STAFS
60932_S1842_L003_R1_001.trimmed.fastq.gz,82,active,STAFS
60914_S1817_L003_R1_001.trimmed.fastq.gz,100.6,active,STAFS
60912_S1797_L003_R1_001.trimmed.fastq.gz,62.55,active,STAFS
60898_S1837_L003_R1_001.trimmed.fastq.gz,40.6,early,STAFS
60896_S1835_L003_R1_001.trimmed.fastq.gz,0,day0,STAFS
60878_S1804_L003_R1_001.trimmed.fastq.gz,19.45,early,STAFS
60862_S1827_L003_R1_001.trimmed.fastq.gz,342.45,advanced,STAFS
60860_S1831_L003_R1_001.trimmed.fastq.gz,305.2,advanced,STAFS
60842_S1832_L003_R1_001.trimmed.fastq.gz,326.9,advanced,STAFS
60826_S1877_L003_R1_001.trimmed.fastq.gz,281,advanced,STAFS
60825_S2044_L003_R1_001.trimmed.fastq.gz,252.9,advanced,STAFS
60789_S2019_L003_R1_001.trimmed.fastq.gz,170.4,active,STAFS
60771_S2208_L003_R1_001.trimmed.fastq.gz,189.05,active,STAFS
60699_S2212_L003_R1_001.trimmed.fastq.gz,40.6,early,STAFS
60680_S1730_L003_R1_001.trimmed.fastq.gz,451.65,advanced,FIRS
60662_S1734_L003_R1_001.trimmed.fastq.gz,477.8,advanced,FIRS
60660_S1720_L003_R1_001.trimmed.fastq.gz,424.7,advanced,FIRS
60646_S1719_L003_R1_001.trimmed.fastq.gz,398.55,advanced,FIRS
60644_S1715_L003_R1_001.trimmed.fastq.gz,348.05,advanced,FIRS
60626_S1736_L003_R1_001.trimmed.fastq.gz,373.85,advanced,FIRS
60624_S1716_L003_R1_001.trimmed.fastq.gz,322.8,advanced,FIRS
60608_S1735_L003_R1_001.trimmed.fastq.gz,244.45,advanced,FIRS
60590_S1714_L003_R1_001.trimmed.fastq.gz,270.85,advanced,FIRS
60588_S1717_L003_R1_001.trimmed.fastq.gz,219.2,advanced,FIRS
60574_S1713_L003_R1_001.trimmed.fastq.gz,193.95,active,FIRS
60554_S1727_L003_R1_001.trimmed.fastq.gz,169.5,active,FIRS
60552_S1729_L003_R1_001.trimmed.fastq.gz,122.55,active,FIRS
60536_S1731_L003_R1_001.trimmed.fastq.gz,49.75,early,FIRS
60519_S2087_L003_R1_001.trimmed.fastq.gz,72,active,FIRS
60516_S1722_L003_R1_001.trimmed.fastq.gz,25.55,early,FIRS
60502_S1723_L003_R1_001.trimmed.fastq.gz,0,day0,FIRS
60501_S2191_L003_R1_001.trimmed.fastq.gz,19.4,early,FIRS
60483_S2287_L003_R1_001.trimmed.fastq.gz,19.4,early,FIRS
60445_S2068_L003_R1_001.trimmed.fastq.gz,6.95,early,FIRS
60431_S2069_L003_R1_001.trimmed.fastq.gz,6.95,early,FIRS
60387_S2032_L003_R1_001.trimmed.fastq.gz,12.45,early,FIRS
60371_S2038_L003_R1_001.trimmed.fastq.gz,5.8,early,FIRS
55593_S1952_L003_R1_001.trimmed.fastq.gz,1.4,early,FIRS
55590_S1890_L003_R1_001.trimmed.fastq.gz,1.4,early,FIRS
55569_S2264_L003_R1_001.trimmed.fastq.gz,31.1,early,FIRS
55551_S2016_L003_R1_001.trimmed.fastq.gz,0,day0,FIRS
55515_S2105_L006_R1_001.trimmed.fastq.gz,27.5,early,FIRS
55479_S2297_L003_R1_001.trimmed.fastq.gz,26.1,early,FIRS
55462_S1886_L003_R1_001.trimmed.fastq.gz,26.1,early,FIRS
55461_S2026_L003_R1_001.trimmed.fastq.gz,26.1,early,FIRS
55441_S2116_L003_R1_001.trimmed.fastq.gz,26.1,early,FIRS
55427_S2122_L003_R1_001.trimmed.fastq.gz,25.8,early,FIRS
55391_S2092_L006_R1_001.trimmed.fastq.gz,11.1,early,FIRS
55355_S2015_L003_R1_001.trimmed.fastq.gz,486.1,advanced,STAFS
55352_S1573_L003_R1_001.trimmed.fastq.gz,432.5,advanced,STAFS
55316_S1580_L003_R1_001.trimmed.fastq.gz,348.1,advanced,STAFS
55281_S2047_L003_R1_001.trimmed.fastq.gz,256.45,advanced,STAFS
55263_S2051_L003_R1_001.trimmed.fastq.gz,280.6,advanced,STAFS
55261_S2103_L003_R1_001.trimmed.fastq.gz,229.8,advanced,STAFS
55247_S2156_L003_R1_001.trimmed.fastq.gz,201.45,advanced,STAFS
55245_S2272_L003_R1_001.trimmed.fastq.gz,146.15,active,STAFS
55227_S2126_L003_R1_001.trimmed.fastq.gz,173.4,active,STAFS
55225_S2077_L003_R1_001.trimmed.fastq.gz,118.95,active,STAFS
55209_S2162_L003_R1_001.trimmed.fastq.gz,29.2,early,STAFS
55191_S2075_L006_R1_001.trimmed.fastq.gz,58.9,active,STAFS
55189_S2181_L003_R1_001.trimmed.fastq.gz,0,day0,STAFS
55173_S2230_L003_R1_001.trimmed.fastq.gz,503.3333333,advanced,STAFS
55154_S1499_L003_R1_001.trimmed.fastq.gz,530.8333333,advanced,STAFS
55152_S1471_L003_R1_001.trimmed.fastq.gz,476.1111111,advanced,STAFS
55139_S2149_L003_R1_001.trimmed.fastq.gz,449.4444444,advanced,STAFS
55136_S1468_L003_R1_001.trimmed.fastq.gz,393.6111111,advanced,STAFS
55119_S2071_L006_R1_001.trimmed.fastq.gz,422.2222222,advanced,STAFS
55116_S1480_L003_R1_001.trimmed.fastq.gz,364.1666667,advanced,STAFS
55102_S1506_L003_R1_001.trimmed.fastq.gz,335.5555556,advanced,STAFS
55101_S2018_L003_R1_001.trimmed.fastq.gz,278.0555556,advanced,STAFS
55082_S1569_L003_R1_001.trimmed.fastq.gz,306.9444444,advanced,STAFS
55081_S2037_L003_R1_001.trimmed.fastq.gz,250.2777778,advanced,STAFS
55067_S2079_L003_R1_001.trimmed.fastq.gz,223.0555556,advanced,STAFS
55064_S1510_L003_R1_001.trimmed.fastq.gz,166.3888889,active,STAFS
55046_S1481_L003_R1_001.trimmed.fastq.gz,195.5555556,active,STAFS
55045_S2052_L003_R1_001.trimmed.fastq.gz,137.5,active,STAFS
55028_S1571_L003_R1_001.trimmed.fastq.gz,55.27777778,active,STAFS
55011_S2238_L003_R1_001.trimmed.fastq.gz,82.22222222,active,STAFS
55009_S2121_L003_R1_001.trimmed.fastq.gz,27.5,early,STAFS
54995_S2190_L003_R1_001.trimmed.fastq.gz,0,day0,STAFS
54975_S2147_L003_R1_001.trimmed.fastq.gz,558.6111111,advanced,STAFS
54973_S2092_L003_R1_001.trimmed.fastq.gz,503.3333333,advanced,STAFS
54959_S2281_L003_R1_001.trimmed.fastq.gz,476.1111111,advanced,STAFS
54939_S2245_L003_R1_001.trimmed.fastq.gz,449.4444444,advanced,STAFS
54923_S2055_L006_R1_001.trimmed.fastq.gz,364.1666667,advanced,STAFS
54900_S1470_L003_R1_001.trimmed.fastq.gz,278.0555556,advanced,STAFS
54887_S2265_L003_R1_001.trimmed.fastq.gz,250.2777778,advanced,STAFS
54865_S2166_L003_R1_001.trimmed.fastq.gz,166.3888889,active,STAFS
54851_S2200_L003_R1_001.trimmed.fastq.gz,137.5,active,STAFS
54849_S2279_L003_R1_001.trimmed.fastq.gz,82.22222222,active,STAFS
54831_S2150_L003_R1_001.trimmed.fastq.gz,109.4444444,active,STAFS
54828_S1578_L003_R1_001.trimmed.fastq.gz,55.27777778,active,STAFS
54816_S1751_L003_R1_001.trimmed.fastq.gz,441.3,advanced,ARF
54815_S2153_L003_R1_001.trimmed.fastq.gz,27.5,early,STAFS
54782_S1757_L003_R1_001.trimmed.fastq.gz,392.2,advanced,ARF
54780_S1741_L003_R1_001.trimmed.fastq.gz,341.7,advanced,ARF
54762_S1742_L003_R1_001.trimmed.fastq.gz,366.3,advanced,ARF
54756_S1783_L003_R1_001.trimmed.fastq.gz,319.6,advanced,ARF
54746_S1773_L003_R1_001.trimmed.fastq.gz,298.6,advanced,ARF
54744_S1767_L003_R1_001.trimmed.fastq.gz,258.6,advanced,ARF
54726_S1778_L003_R1_001.trimmed.fastq.gz,278.9,advanced,ARF
54724_S1775_L003_R1_001.trimmed.fastq.gz,236.6,advanced,ARF
54710_S1732_L003_R1_001.trimmed.fastq.gz,215.2,advanced,ARF
54700_S1737_L003_R1_001.trimmed.fastq.gz,170.3,active,ARF
54690_S1758_L003_R1_001.trimmed.fastq.gz,193.3,active,ARF
54688_S1725_L003_R1_001.trimmed.fastq.gz,148.5,active,ARF
54672_S1763_L003_R1_001.trimmed.fastq.gz,84.2,active,ARF
54654_S1756_L003_R1_001.trimmed.fastq.gz,105.8,active,ARF
54638_S1762_L003_R1_001.trimmed.fastq.gz,41.5,early,ARF
54636_S1748_L003_R1_001.trimmed.fastq.gz,0,day0,ARF
54618_S1750_L003_R1_001.trimmed.fastq.gz,18.3,early,ARF
54592_S1712_L003_R1_001.trimmed.fastq.gz,366.3,advanced,ARF
54582_S1764_L003_R1_001.trimmed.fastq.gz,392.2,advanced,ARF
54580_S1766_L003_R1_001.trimmed.fastq.gz,341.7,advanced,ARF
54566_S1787_L003_R1_001.trimmed.fastq.gz,319.6,advanced,ARF
54564_S1739_L003_R1_001.trimmed.fastq.gz,278.9,advanced,ARF
54546_S1792_L003_R1_001.trimmed.fastq.gz,298.6,advanced,ARF
54544_S1740_L003_R1_001.trimmed.fastq.gz,258.6,advanced,ARF
54528_S1905_L003_R1_001.trimmed.fastq.gz,0,early,FIRS
54509_S2061_L003_R1_001.trimmed.fastq.gz,0,early,FIRS
45959_S2286_L003_R1_001.trimmed.fastq.gz,397.75,advanced,FIRS
45956_S1458_L003_R1_001.trimmed.fastq.gz,343.3,advanced,FIRS
45937_S2244_L003_R1_001.trimmed.fastq.gz,317.75,advanced,FIRS
45903_S2034_L003_R1_001.trimmed.fastq.gz,269.7,advanced,FIRS
45887_S2093_L003_R1_001.trimmed.fastq.gz,196.65,active,FIRS
45851_S2226_L003_R1_001.trimmed.fastq.gz,86.6,active,FIRS
45849_S2108_L003_R1_001.trimmed.fastq.gz,28.3,early,FIRS
45831_S2251_L003_R1_001.trimmed.fastq.gz,57.45,active,FIRS
45829_S2262_L003_R1_001.trimmed.fastq.gz,0,day0,FIRS
45795_S2178_L003_R1_001.trimmed.fastq.gz,141.75,active,FIRS
45793_S2053_L003_R1_001.trimmed.fastq.gz,125.05,active,FIRS
45779_S2031_L003_R1_001.trimmed.fastq.gz,107.85,active,FIRS
45777_S2209_L003_R1_001.trimmed.fastq.gz,80.35,active,FIRS
45759_S2033_L003_R1_001.trimmed.fastq.gz,93.95,active,FIRS
45757_S2224_L003_R1_001.trimmed.fastq.gz,68.95,active,FIRS
