sample_name,season,subjects,add_0c,add_0c_group,facility,timepoint
soil.hip.CMU.17.04.2017.03.day12,winter,Mr 17-04,162.45,active,CMU,162
soil.hip.CMU.17.04.2017.03.day9,winter,Mr 17-04,109.7,active,CMU,110
soil.hip.CMU.17.04.2017.03.day7,winter,Mr 17-04,76.65,active,CMU,77
soil.hip.CMU.17.04.2017.03.day8,winter,Mr 17-04,92.2,active,CMU,92
soil.hip.CMU.17.04.2017.03.day5,winter,Mr 17-04,46.95,early,CMU,47
soil.hip.CMU.17.04.2017.03.day3,winter,Mr 17-04,24.15,early,CMU,24
soil.hip.CMU.17.04.2017.03.day4,winter,Mr 17-04,34.15,early,CMU,34
soil.hip.CMU.17.04.2017.03.day1,winter,Mr 17-04,0,day0,CMU,0
soil.hip.CMU.17.01.2017.01.day22,winter,Mrs. 17-01,33.65,early,CMU,34
soil.hip.CMU.17.01.2017.01.day20,winter,Mrs. 17-01,33.4,early,CMU,33
soil.hip.CMU.17.01.2017.01.day19,winter,Mrs. 17-01,28.95,early,CMU,29
soil.hip.CMU.17.01.2017.01.day17,winter,Mrs. 17-01,27.8,early,CMU,28
soil.hip.CMU.17.01.2017.01.day18,winter,Mrs. 17-01,28.65,early,CMU,29
soil.hip.CMU.17.01.2017.01.day16,winter,Mrs. 17-01,26.7,early,CMU,27
soil.hip.CMU.17.01.2017.01.day13,winter,Mrs. 17-01,22.8,early,CMU,23
soil.hip.CMU.17.01.2017.01.day14,winter,Mrs. 17-01,24.75,early,CMU,25
soil.hip.CMU.17.01.2017.01.day12,winter,Mrs. 17-01,20.3,early,CMU,20
soil.hip.SHSU.2017.046.2018.01.08.day21,winter,2017.046,156,active,SHSU,156
soil.hip.SHSU.2017.046.2018.01.07.day20,winter,2017.046,144.6,active,SHSU,145
soil.hip.SHSU.2017.046.2018.01.05.day18,winter,2017.046,122.1,active,SHSU,122
soil.hip.SHSU.2017.046.2018.01.02.day15,winter,2017.046,109.2,active,SHSU,109
soil.hip.SHSU.2017.046.2017.12.31.day13,winter,2017.046,109.15,active,SHSU,109
soil.hip.SHSU.2017.046.2017.01.01.day14,winter,2017.046,109.2,active,SHSU,109
soil.hip.SHSU.2017.046.2017.12.30.day12,winter,2017.046,105,active,SHSU,105
soil.hip.SHSU.2017.046.2017.12.29.day11,winter,2017.046,95.8,active,SHSU,96
soil.hip.SHSU.2017.046.2017.12.27.day9,winter,2017.046,83.6,active,SHSU,84
soil.hip.SHSU.2017.046.2017.12.28.day10,winter,2017.046,88.3,active,SHSU,88
soil.hip.SHSU.2017.046.2017.12.26.day8,winter,2017.046,79.15,active,SHSU,79
soil.hip.SHSU.2017.046.2017.12.23.day5,winter,2017.046,57.45,active,SHSU,57
soil.hip.SHSU.2017.046.2017.12.24.day6,winter,2017.046,66.6,active,SHSU,67
soil.hip.SHSU.2017.046.2017.12.21.day3,winter,2017.046,34.7,early,SHSU,35
soil.hip.SHSU.2017.046.2017.12.19.day1,winter,2017.046,0,day0,SHSU,0
soil.hip.SHSU.2017.046.2017.12.20.day2,winter,2017.046,17.2,early,SHSU,17
soil.hip.SHSU.2017.045.2017.12.31.day20,winter,2017.045,191.6,active,SHSU,192
soil.hip.SHSU.2017.045.2017.12.29.day18,winter,2017.045,178.25,active,SHSU,178
soil.hip.SHSU.2017.045.2017.12.30.day19,winter,2017.045,187.45,active,SHSU,187
soil.hip.SHSU.2017.045.2017.12.28.day17,winter,2017.045,170.75,active,SHSU,171
soil.hip.CMU.16.15.2016.12.day7,winter,Mr. 16-15,12.45,early,CMU,12
soil.hip.CMU.16.15.2016.12.day6,winter,Mr. 16-15,12.45,early,CMU,12
soil.hip.CMU.17.01.2017.01.day9,winter,Mrs. 17-01,8.65,early,CMU,9
soil.hip.CMU.17.01.2017.01.day10,winter,Mrs. 17-01,12.25,early,CMU,12
soil.hip.CMU.17.01.2017.01.day8,winter,Mrs. 17-01,6.15,early,CMU,6
soil.hip.CMU.17.01.2017.01.day4,winter,Mrs. 17-01,0,early,CMU,0
soil.hip.CMU.17.01.2017.01.day3,winter,Mrs. 17-01,0,early,CMU,0
soil.hip.CMU.17.01.2017.01.day2,winter,Mrs. 17-01,0,early,CMU,0
soil.hip.CMU.17.01.2017.01.day1,winter,Mrs. 17-01,0,day0,CMU,0
soil.hip.CMU.16.15.2016.12.day20,winter,Mr. 16-15,19.35,early,CMU,19
soil.hip.CMU.16.15.2016.12.day17,winter,Mr. 16-15,18.8,early,CMU,19
soil.hip.CMU.16.15.2016.12.day18,winter,Mr. 16-15,19.35,early,CMU,19
soil.hip.CMU.16.15.2016.12.day16,winter,Mr. 16-15,18.8,early,CMU,19
soil.hip.CMU.16.15.2016.12.day12,winter,Mr. 16-15,12.7,early,CMU,13
soil.hip.CMU.16.15.2016.12.day9,winter,Mr. 16-15,12.45,early,CMU,12
soil.hip.UTK.K016.06.2016.10.25.day21,fall,UTK.K016.06,373.2,advanced,UTK,373
soil.hip.UTK.K016.06.2016.10.24.day20,fall,UTK.K016.06,357.1,advanced,UTK,357
soil.hip.UTK.K016.06.2016.10.21.day17,fall,UTK.K016.06,316.6,advanced,UTK,317
soil.hip.UTK.K016.06.2016.10.22.day18,fall,UTK.K016.06,328.2,advanced,UTK,328
soil.hip.UTK.K016.06.2016.10.20.day16,fall,UTK.K016.06,299.7,advanced,UTK,300
soil.hip.UTK.K016.06.2016.10.19.day15,fall,UTK.K016.06,276,advanced,UTK,276
soil.hip.UTK.K016.06.2016.10.17.day13,fall,UTK.K016.06,229.7,advanced,UTK,230
soil.hip.UTK.K016.06.2016.10.18.day14,fall,UTK.K016.06,252.1,advanced,UTK,252
soil.hip.UTK.K016.06.2016.10.16.day12,fall,UTK.K016.06,209.3,advanced,UTK,209
soil.hip.UTK.K016.06.2016.10.15.day11,fall,UTK.K016.06,187.6,active,UTK,188
soil.hip.UTK.K016.06.2016.10.13.day9,fall,UTK.K016.06,146.4,active,UTK,146
soil.hip.UTK.K016.06.2016.10.14.day10,fall,UTK.K016.06,166.5,active,UTK,167
soil.hip.UTK.K016.06.2016.10.11.day7,fall,UTK.K016.06,112.4,active,UTK,112
soil.hip.UTK.K016.06.2016.10.09.day5,fall,UTK.K016.06,79.4,active,UTK,79
soil.hip.UTK.K016.06.2016.10.08.day4,fall,UTK.K016.06,62.5,active,UTK,63
soil.hip.UTK.K016.06.2016.10.07.day3,fall,UTK.K016.06,40.8,early,UTK,41
soil.hip.UTK.K016.06.2016.10.05.day1,fall,UTK.K016.06,0,day0,UTK,0
soil.hip.UTK.K016.06.2016.10.06.day2,fall,UTK.K016.06,20.4,early,UTK,20
soil.hip.UTK.K016.05.2016.10.16.day21,fall,UTK.K016.05,383,advanced,UTK,383
soil.hip.UTK.K016.05.2016.10.15.day20,fall,UTK.K016.05,361.3,advanced,UTK,361
soil.hip.UTK.K016.05.2016.10.13.day18,fall,UTK.K016.05,320.1,advanced,UTK,320
soil.hip.UTK.K016.05.2016.10.14.day19,fall,UTK.K016.05,340.2,advanced,UTK,340
soil.hip.UTK.K016.05.2016.10.12.day17,fall,UTK.K016.05,302.8,advanced,UTK,303
soil.hip.UTK.K016.05.2016.10.11.day16,fall,UTK.K016.05,286.1,advanced,UTK,286
soil.hip.UTK.K016.05.2016.10.09.day14,fall,UTK.K016.05,253.1,advanced,UTK,253
soil.hip.UTK.K016.05.2016.10.10.day15,fall,UTK.K016.05,269.7,advanced,UTK,270
soil.hip.UTK.K016.05.2016.10.08.day13,fall,UTK.K016.05,236.2,advanced,UTK,236
soil.hip.UTK.K016.05.2016.10.05.day10,fall,UTK.K016.05,173.7,active,UTK,174
soil.hip.UTK.K016.05.2016.10.06.day11,fall,UTK.K016.05,194.1,active,UTK,194
soil.hip.UTK.K016.05.2016.10.02.day7,fall,UTK.K016.05,111.5,active,UTK,112
soil.hip.UTK.K016.05.2016.09.30.day5,fall,UTK.K016.05,76.2,active,UTK,76
soil.hip.UTK.K016.05.2016.09.29.day4,fall,UTK.K016.05,60.4,active,UTK,60
soil.hip.UTK.K016.05.2016.09.27.day2,fall,UTK.K016.05,21.3,early,UTK,21
soil.hip.UTK.K016.05.2016.09.28.day3,fall,UTK.K016.05,41.7,early,UTK,42
soil.hip.UTK.K016.05.2016.09.26.day1,fall,UTK.K016.05,0,day0,UTK,0
soil.hip.UTK.K016.04.2016.10.16.day21,fall,UTK.K016.04,383,advanced,UTK,383
soil.hip.UTK.K016.04.2016.10.14.day19,fall,UTK.K016.04,340.2,advanced,UTK,340
soil.hip.UTK.K016.04.2016.10.15.day20,fall,UTK.K016.04,361.3,advanced,UTK,361
soil.hip.UTK.K016.04.2016.10.13.day18,fall,UTK.K016.04,320.1,advanced,UTK,320
soil.hip.UTK.K016.04.2016.10.12.day17,fall,UTK.K016.04,302.8,advanced,UTK,303
soil.hip.UTK.K016.04.2016.10.10.day15,fall,UTK.K016.04,269.7,advanced,UTK,270
soil.hip.UTK.K016.04.2016.10.09.day14,fall,UTK.K016.04,253.1,advanced,UTK,253
soil.hip.UTK.K016.04.2016.10.08.day13,fall,UTK.K016.04,236.2,advanced,UTK,236
soil.hip.UTK.K016.04.2016.10.07.day12,fall,UTK.K016.04,214.5,advanced,UTK,215
soil.hip.UTK.K016.04.2016.10.05.day10,fall,UTK.K016.04,173.7,active,UTK,174
soil.hip.UTK.K016.04.2016.10.04.day9,fall,UTK.K016.04,152.3,active,UTK,152
soil.hip.UTK.K016.04.2016.10.02.day7,fall,UTK.K016.04,111.5,active,UTK,112
soil.hip.UTK.K016.04.2016.10.03.day8,fall,UTK.K016.04,130.7,active,UTK,131
soil.hip.UTK.K016.04.2016.09.27.day2,fall,UTK.K016.04,21.3,early,UTK,21
soil.hip.UTK.K016.04.2016.09.26.day1,fall,UTK.K016.04,0,day0,UTK,0
soil.hip.SHSU.2016.076.2016.12.11.day20,fall,2016.076,236.4,advanced,SHSU,236
soil.hip.SHSU.2016.076.2016.12.12.day21,fall,2016.076,254.5,advanced,SHSU,255
soil.hip.SHSU.2016.076.2016.12.10.day19,fall,2016.076,219.45,advanced,SHSU,219
soil.hip.SHSU.2016.076.2016.12.09.day18,fall,2016.076,213.9,advanced,SHSU,214
soil.hip.SHSU.2016.076.2016.12.07.day16,fall,2016.076,203,advanced,SHSU,203
soil.hip.SHSU.2016.076.2016.12.08.day17,fall,2016.076,210.25,advanced,SHSU,210
soil.hip.SHSU.2016.076.2016.12.06.day15,fall,2016.076,190.5,active,SHSU,191
soil.hip.SHSU.2016.076.2016.12.05.day14,fall,2016.076,178.6,active,SHSU,179
soil.hip.SHSU.2016.076.2016.12.03.day12,fall,2016.076,159.15,active,SHSU,159
soil.hip.SHSU.2016.076.2016.12.04.day13,fall,2016.076,169.15,active,SHSU,169
soil.hip.SHSU.2016.076.2016.12.02.day11,fall,2016.076,149.4,active,SHSU,149
soil.hip.SHSU.2016.076.2016.12.01.day10,fall,2016.076,137.75,active,SHSU,138
soil.hip.SHSU.2016.076.2016.11.29.day8,fall,2016.076,116.1,active,SHSU,116
soil.hip.SHSU.2016.076.2016.11.30.day9,fall,2016.076,127.45,active,SHSU,127
soil.hip.SHSU.2016.076.2016.11.28.day7,fall,2016.076,99.45,active,SHSU,99
soil.hip.SHSU.2016.076.2016.11.23.day2,fall,2016.076,15.55,early,SHSU,16
soil.hip.SHSU.2016.076.2016.11.22.day1,fall,2016.076,0,day0,SHSU,0
soil.hip.SHSU.2016.072.2016.11.23.day20,fall,2016.072,342.45,advanced,SHSU,342
soil.hip.SHSU.2016.076.2016.11.27.day6,fall,2016.076,80.3,active,SHSU,80
soil.hip.SHSU.2016.076.2016.11.25.day4,fall,2016.076,47.5,early,SHSU,48
soil.hip.SHSU.2016.076.2016.11.26.day5,fall,2016.076,63.6,active,SHSU,64
soil.hip.SHSU.2016.076.2016.11.24.day3,fall,2016.076,30.55,early,SHSU,31
soil.hip.SHSU.2016.072.2016.11.20.day17,fall,2016.072,289.9,advanced,SHSU,290
soil.hip.SHSU.2016.072.2016.11.21.day18,fall,2016.072,305.2,advanced,SHSU,305
soil.hip.SHSU.2016.072.2016.11.19.day16,fall,2016.072,281,advanced,SHSU,281
soil.hip.SHSU.206.072.2016.11.16.day13,fall,2016.072,230.7,advanced,SHSU,231
soil.hip.SHSU.2016.072.2016.11.15.day12,fall,2016.072,209.6,advanced,SHSU,210
soil.hip.SHSU.2016.072.2016.11.14.day11,fall,2016.072,189.05,active,SHSU,189
soil.hip.SHSU.2016.072.2016.11.12.day9,fall,2016.072,154,active,SHSU,154
soil.hip.SHSU.2016.072.2016.11.13.day10,fall,2016.072,170.4,active,SHSU,170
soil.hip.SHSU.2016.072.2016.11.11.day8,fall,2016.072,135.35,active,SHSU,135
soil.hip.SHSU.2016.072.2016.11.10.day7,fall,2016.072,117.55,active,SHSU,118
soil.hip.SHSU.2016.072.2016.11.08.day5,fall,2016.072,82,active,SHSU,82
soil.hip.SHSU.2016.072.2016.11.09.day6,fall,2016.072,100.6,active,SHSU,101
