sample_name,season,subjects,add_0c,add_0c_group,facility,timepoint
soil.hip.CMU.16.05.2016.mo.day10,spring,CMU_Mrs._16_05,79.72222223,active,FIRS,10
soil.hip.CMU.16.05.2016.mo.day17,spring,CMU_Mrs._16_05,179.7222222,active,FIRS,17
soil.hip.CMU.16.05.2016.mo.day16,spring,CMU_Mrs._16_05,164.7222222,active,FIRS,16
soil.hip.CMU.16.05.2016.mo.day15,spring,CMU_Mrs._16_05,150,active,FIRS,15
soil.hip.CMU.16.05.2016.mo.day13,spring,CMU_Mrs._16_05,123.3333333,active,FIRS,13
soil.hip.CMU.16.05.2016.mo.day14,spring,CMU_Mrs._16_05,136.6666667,active,FIRS,14
soil.hip.CMU.16.05.2016.mo.day12,spring,CMU_Mrs._16_05,110.2777778,active,FIRS,12
soil.hip.CMU.16.04.2016.mo.day20,spring,CMU_Mr._16_04,160,active,FIRS,20
soil.hip.CMU.16.04.2016.mo.day18,spring,CMU_Mr._16_04,136.9444445,active,FIRS,18
soil.hip.CMU.16.04.2016.mo.day19,spring,CMU_Mr._16_04,149.7222222,active,FIRS,19
soil.hip.CMU.16.04.2016.mo.day17,spring,CMU_Mr._16_04,122.7777778,active,FIRS,17
soil.hip.CMU.16.04.2016.mo.day16,spring,CMU_Mr._16_04,111.3888889,active,FIRS,16
soil.hip.CMU.16.04.2016.mo.day14,spring,CMU_Mr._16_04,96.11111111,active,FIRS,14
soil.hip.CMU.16.04.2016.mo.day13,spring,CMU_Mr._16_04,91.66666667,active,FIRS,13
soil.hip.CMU.16.04.2016.mo.day12,spring,CMU_Mr._16_04,87.77777778,active,FIRS,12
soil.hip.CMU.16.04.2016.mo.day11,spring,CMU_Mr._16_04,80.27777778,active,FIRS,11
soil.hip.CMU.16.04.2016.mo.day9,spring,CMU_Mr._16_04,62.22222223,active,FIRS,9
soil.hip.CMU.16.04.2016.mo.day8,spring,CMU_Mr._16_04,57.77777778,active,FIRS,8
soil.hip.CMU.16.04.2016.mo.day7,spring,CMU_Mr._16_04,50.83333334,active,FIRS,7
soil.hip.CMU.16.03.2016.3.day21,spring,CMU_Mrs._16_03,164.7222222,active,FIRS,21
soil.hip.CMU.16.03.2016.3.day20,spring,CMU_Mrs._16_03,160.8333333,active,FIRS,20
soil.hip.CMU.16.03.2016.3.day18,spring,CMU_Mrs._16_03,141.1111111,active,FIRS,18
soil.hip.CMU.16.03.2016.3.day17,spring,CMU_Mrs._16_03,135.2777778,active,FIRS,17
soil.hip.CMU.16.03.2016.3.day15,spring,CMU_Mrs._16_03,123.8888889,active,FIRS,15
soil.hip.CMU.16.03.2016.3.day16,spring,CMU_Mrs._16_03,130.8333333,active,FIRS,16
soil.hip.CMU.16.03.2016.3.day14,spring,CMU_Mrs._16_03,117.7777778,active,FIRS,14
soil.hip.CMU.16.03.2016.3.day13,spring,CMU_Mrs._16_03,113.0555556,active,FIRS,13
soil.hip.CMU.16.03.2016.3.day11,spring,CMU_Mrs._16_03,89.72222223,active,FIRS,11
soil.hip.CMU.16.03.2016.3.day12,spring,CMU_Mrs._16_03,102.7777778,active,FIRS,12
soil.hip.CMU.16.03.2016.3.day9,spring,CMU_Mrs._16_03,73.05555556,active,FIRS,9
soil.hip.CMU.16.03.2016.3.day7,spring,CMU_Mrs._16_03,57.22222223,active,FIRS,7
soil.hip.SHSU.2017.045.2017.12.25.day14,winter,2017.045,154.4,active,STAFS,14
soil.hip.SHSU.2017.045.2017.12.26.day15,winter,2017.045,161.6,active,STAFS,15
soil.hip.SHSU.2017.045.2017.12.24.day13,winter,2017.045,149.05,active,STAFS,13
soil.hip.SHSU.2017.045.2017.12.23.day12,winter,2017.045,139.9,active,STAFS,12
soil.hip.SHSU.2017.045.2017.12.21.day10,winter,2017.045,117.15,active,STAFS,10
soil.hip.SHSU.2017.045.2017.12.22.day11,winter,2017.045,132.15,active,STAFS,11
soil.hip.SHSU.2017.045.2017.12.20.day9,winter,2017.045,99.65,active,STAFS,9
soil.hip.SHSU.2017.045.2017.12.19.day8,winter,2017.045,82.45,active,STAFS,8
soil.hip.SHSU.2017.045.2017.12.18.day7,winter,2017.045,61.6,active,STAFS,7
soil.hip.SHSU.2017.043.2017.12.16.day17,winter,2017.043,180.3,active,STAFS,17
soil.hip.SHSU.2017.043.2017.12.14.day15,winter,2017.043,162.3,active,STAFS,15
soil.hip.SHSU.2017.043.2017.12.15.day16,winter,2017.043,172.55,active,STAFS,16
soil.hip.SHSU.2017.043.2017.12.13.day14,winter,2017.043,150.6,active,STAFS,14
soil.hip.SHSU.2017.043.2017.12.12.day13,winter,2017.043,143.4,active,STAFS,13
soil.hip.SHSU.2017.043.2017.12.09.day10,winter,2017.043,111.45,active,STAFS,10
soil.hip.SHSU.2017.043.2017.12.08.day9,winter,2017.043,103.65,active,STAFS,9
soil.hip.SHSU.2017.043.2017.12.06.day7,winter,2017.043,96.1,active,STAFS,7
soil.hip.SHSU.2017.043.2017.12.07.day8,winter,2017.043,100.55,active,STAFS,8
soil.hip.SHSU.2017.043.2017.12.05.day6,winter,2017.043,88.6,active,STAFS,6
soil.hip.SHSU.2017.043.2017.12.04.day5,winter,2017.043,72.5,active,STAFS,5
soil.hip.SHSU.2017.046.2018.01.08.day21,winter,2017.046,156,active,STAFS,21
soil.hip.SHSU.2017.046.2018.01.07.day20,winter,2017.046,144.6,active,STAFS,20
soil.hip.SHSU.2017.046.2018.01.05.day18,winter,2017.046,122.1,active,STAFS,18
soil.hip.SHSU.2017.046.2018.01.02.day15,winter,2017.046,109.2,active,STAFS,15
soil.hip.SHSU.2017.046.2017.12.31.day13,winter,2017.046,109.15,active,STAFS,13
soil.hip.SHSU.2017.046.2017.01.01.day14,winter,2017.046,109.2,active,STAFS,14
soil.hip.SHSU.2017.046.2017.12.30.day12,winter,2017.046,105,active,STAFS,12
soil.hip.SHSU.2017.046.2017.12.29.day11,winter,2017.046,95.8,active,STAFS,11
soil.hip.SHSU.2017.046.2017.12.27.day9,winter,2017.046,83.6,active,STAFS,9
soil.hip.SHSU.2017.046.2017.12.28.day10,winter,2017.046,88.3,active,STAFS,10
soil.hip.SHSU.2017.046.2017.12.26.day8,winter,2017.046,79.15,active,STAFS,8
soil.hip.SHSU.2017.046.2017.12.23.day5,winter,2017.046,57.45,active,STAFS,5
soil.hip.SHSU.2017.046.2017.12.24.day6,winter,2017.046,66.6,active,STAFS,6
soil.hip.SHSU.2017.045.2017.12.31.day20,winter,2017.045,191.6,active,STAFS,20
soil.hip.SHSU.2017.045.2017.12.29.day18,winter,2017.045,178.25,active,STAFS,18
soil.hip.SHSU.2017.045.2017.12.30.day19,winter,2017.045,187.45,active,STAFS,19
soil.hip.SHSU.2017.045.2017.12.28.day17,winter,2017.045,170.75,active,STAFS,17
soil.hip.SHSU.2016.076.2016.12.06.day15,fall,2016.076,190.5,active,STAFS,15
soil.hip.SHSU.2016.076.2016.12.05.day14,fall,2016.076,178.6,active,STAFS,14
soil.hip.SHSU.2016.076.2016.12.03.day12,fall,2016.076,159.15,active,STAFS,12
soil.hip.SHSU.2016.076.2016.12.04.day13,fall,2016.076,169.15,active,STAFS,13
soil.hip.SHSU.2016.076.2016.12.02.day11,fall,2016.076,149.4,active,STAFS,11
soil.hip.SHSU.2016.076.2016.12.01.day10,fall,2016.076,137.75,active,STAFS,10
soil.hip.SHSU.2016.076.2016.11.29.day8,fall,2016.076,116.1,active,STAFS,8
soil.hip.SHSU.2016.076.2016.11.30.day9,fall,2016.076,127.45,active,STAFS,9
soil.hip.SHSU.2016.076.2016.11.28.day7,fall,2016.076,99.45,active,STAFS,7
soil.hip.SHSU.2016.076.2016.11.27.day6,fall,2016.076,80.3,active,STAFS,6
soil.hip.SHSU.2016.076.2016.11.26.day5,fall,2016.076,63.6,active,STAFS,5
soil.hip.SHSU.2016.072.2016.11.14.day11,fall,2016.072,189.05,active,STAFS,11
soil.hip.SHSU.2016.072.2016.11.12.day9,fall,2016.072,154,active,STAFS,9
soil.hip.SHSU.2016.072.2016.11.13.day10,fall,2016.072,170.4,active,STAFS,10
soil.hip.SHSU.2016.072.2016.11.11.day8,fall,2016.072,135.35,active,STAFS,8
soil.hip.SHSU.2016.072.2016.11.10.day7,fall,2016.072,117.55,active,STAFS,7
soil.hip.SHSU.2016.072.2016.11.08.day5,fall,2016.072,82,active,STAFS,5
soil.hip.SHSU.2016.072.2016.11.09.day6,fall,2016.072,100.6,active,STAFS,6
soil.hip.SHSU.2016.072.2016.11.07.day4,fall,2016.072,62.55,active,STAFS,4
soil.hip.SHSU.2016.073.2016.11.13.day10,fall,2016.073,170.4,active,STAFS,10
soil.hip.SHSU.2016.073.2016.11.14.day11,fall,2016.073,189.05,active,STAFS,11
soil.hip.SHSU.2016.067.2016.09.21.day6,summer,2016.067,146.15,active,STAFS,6
soil.hip.SHSU.2016.067.2016.09.22.day7,summer,2016.067,173.4,active,STAFS,7
soil.hip.SHSU.2016.067.2016.09.20.day5,summer,2016.067,118.95,active,STAFS,5
soil.hip.SHSU.2016.067.2016.09.18.day3,summer,2016.067,58.9,active,STAFS,3
soil.hip.SHSU.2016.064.2016.08.31.day7,summer,2016.064,166.3888889,active,STAFS,7
soil.hip.SHSU.2016.064.2016.09.01.day8,summer,2016.064,195.5555556,active,STAFS,8
soil.hip.SHSU.2016.064.2016.08.30.day6,summer,2016.064,137.5,active,STAFS,6
soil.hip.SHSU.2016.064.2016.08.27.day3,summer,2016.064,55.27777778,active,STAFS,3
soil.hip.SHSU.2016.064.2016.08.28.day4,summer,2016.064,82.22222222,active,STAFS,4
soil.hip.SHSU.2016.065.2016.08.31.day7,summer,2016.065,166.3888889,active,STAFS,7
soil.hip.SHSU.2016.065.2016.08.30.day6,summer,2016.065,137.5,active,STAFS,6
soil.hip.SHSU.2016.065.2016.08.28.day4,summer,2016.065,82.22222222,active,STAFS,4
soil.hip.SHSU.2016.065.2016.08.29.day5,summer,2016.065,109.4444444,active,STAFS,5
soil.hip.SHSU.2016.065.2016.08.27.day3,summer,2016.065,55.27777778,active,STAFS,3
soil.hip.SHSU.2016.024.2016.04.24.day10,spring,shsu.2016.024,194.7222222,active,STAFS,10
soil.hip.SHSU.2016.024.2016.04.23.day9,spring,shsu.2016.024,174.4444445,active,STAFS,9
soil.hip.SHSU.2016.024.2016.04.21.day7,spring,shsu.2016.024,132.7777778,active,STAFS,7
soil.hip.SHSU.2016.024.2016.04.22.day8,spring,shsu.2016.024,153.8888889,active,STAFS,8
soil.hip.SHSU.2016.024.2016.04.20.day6,spring,shsu.2016.024,111.6666667,active,STAFS,6
soil.hip.SHSU.2016.024.2016.04.19.day5,spring,shsu.2016.024,90.55555556,active,STAFS,5
soil.hip.SHSU.2016.024.2016.04.18.day4,spring,shsu.2016.024,67.5,active,STAFS,4
soil.hip.SHSU.2016.011.2016.04.24.day10,spring,shsu.2016.011,194.7222222,active,STAFS,10
soil.hip.SHSU.2016.011.2016.04.22.day8,spring,shsu.2016.011,153.8888889,active,STAFS,8
soil.hip.SHSU.2016.011.2016.04.23.day9,spring,shsu.2016.011,174.4444445,active,STAFS,9
soil.hip.SHSU.2016.011.2016.04.21.day7,spring,shsu.2016.011,132.7777778,active,STAFS,7
soil.hip.SHSU.2016.011.2016.04.20.day6,spring,shsu.2016.011,111.6666667,active,STAFS,6
soil.hip.SHSU.2016.011.2016.04.18.day4,spring,shsu.2016.011,67.5,active,STAFS,4
soil.hip.SHSU.2016.011.2016.04.19.day5,spring,shsu.2016.011,90.55555556,active,STAFS,5
soil.hip.SHSU.2016.007.2016.04.23.day9,spring,shsu.2016.007,174.4444445,active,STAFS,9
soil.hip.SHSU.2016.007.2016.04.24.day10,spring,shsu.2016.007,194.7222222,active,STAFS,10
soil.hip.SHSU.2016.007.2016.04.22.day8,spring,shsu.2016.007,153.8888889,active,STAFS,8
soil.hip.SHSU.2016.007.2016.04.21.day7,spring,shsu.2016.007,132.7777778,active,STAFS,7
soil.hip.SHSU.2016.007.2016.04.19.day5,spring,shsu.2016.007,90.55555556,active,STAFS,5
soil.hip.SHSU.2016.007.2016.04.18.day4,spring,shsu.2016.007,67.5,active,STAFS,4
soil.hip.UTK.K016.09.2017.Jan.24.day18,winter,K016.09,194.1,active,ARF,18
soil.hip.UTK.K016.09.2017.Jan.22.day16,winter,K016.09,174.6,active,ARF,16
soil.hip.UTK.K016.09.2017.Jan.23.day17,winter,K016.09,186.2,active,ARF,17
soil.hip.UTK.K016.09.2017.Jan.21.day15,winter,K016.09,161,active,ARF,15
soil.hip.UTK.K016.09.2017.Jan.20.day14,winter,K016.09,148.3,active,ARF,14
soil.hip.UTK.K016.09.2017.Jan.18.day12,winter,K016.09,124.1,active,ARF,12
soil.hip.UTK.K016.09.2017.Jan.19.day13,winter,K016.09,133.9,active,ARF,13
soil.hip.UTK.K016.09.2017.Jan.17.day11,winter,K016.09,109.7,active,ARF,11
soil.hip.UTK.K016.09.2017.Jan.16.day10,winter,K016.09,94.1,active,ARF,10
soil.hip.UTK.K016.09.2017.Jan.14.day8,winter,K016.09,64.5,active,ARF,8
soil.hip.UTK.K016.09.2017.Jan.15.day9,winter,K016.09,80.4,active,ARF,9
soil.hip.UTK.K016.07.2017.Jan.23.day17,winter,K016.07,186.2,active,ARF,17
soil.hip.UTK.K016.07.2017.Jan.24.day18,winter,K016.07,194.1,active,ARF,18
soil.hip.UTK.K016.07.2017.Jan.22.day16,winter,K016.07,174.6,active,ARF,16
soil.hip.UTK.K016.07.2017.Jan.19.day13,winter,K016.07,133.9,active,ARF,13
soil.hip.UTK.K016.07.2017.Jan.20.day14,winter,K016.07,148.3,active,ARF,14
soil.hip.UTK.K016.07.2017.Jan.18.day12,winter,K016.07,124.1,active,ARF,12
soil.hip.UTK.K016.07.2017.Jan.17.day11,winter,K016.07,109.7,active,ARF,11
soil.hip.UTK.K016.07.2017.Jan.15.day9,winter,K016.07,80.4,active,ARF,9
soil.hip.UTK.K016.07.2017.Jan.16.day10,winter,K016.07,94.1,active,ARF,10
soil.hip.UTK.K016.08.2017.Jan.24.day18,winter,K016.08,194.1,active,ARF,18
soil.hip.UTK.K016.08.2017.Jan.23.day17,winter,K016.08,186.2,active,ARF,17
soil.hip.UTK.K016.08.2017.Jan.22.day16,winter,K016.08,174.6,active,ARF,16
soil.hip.UTK.K016.08.2017.Jan.20.day14,winter,K016.08,148.3,active,ARF,14
soil.hip.UTK.K016.08.2017.Jan.21.day15,winter,K016.08,161,active,ARF,15
soil.hip.UTK.K016.08.2017.Jan.19.day13,winter,K016.08,133.9,active,ARF,13
soil.hip.UTK.K016.08.2017.Jan.16.day10,winter,K016.08,94.1,active,ARF,10
soil.hip.UTK.K016.08.2017.Jan.17.day11,winter,K016.08,109.7,active,ARF,11
soil.hip.UTK.K016.08.2017.Jan.15.day9,winter,K016.08,80.4,active,ARF,9
soil.hip.UTK.K016.08.2017.Jan.14.day8,winter,K016.08,64.5,active,ARF,8
soil.hip.UTK.K016.06.2016.10.15.day11,fall,UTK.K016.06,187.6,active,ARF,11
soil.hip.UTK.K016.06.2016.10.13.day9,fall,UTK.K016.06,146.4,active,ARF,9
soil.hip.UTK.K016.06.2016.10.14.day10,fall,UTK.K016.06,166.5,active,ARF,10
soil.hip.UTK.K016.06.2016.10.11.day7,fall,UTK.K016.06,112.4,active,ARF,7
soil.hip.UTK.K016.06.2016.10.09.day5,fall,UTK.K016.06,79.4,active,ARF,5
soil.hip.UTK.K016.06.2016.10.08.day4,fall,UTK.K016.06,62.5,active,ARF,4
soil.hip.UTK.K016.05.2016.10.05.day10,fall,UTK.K016.05,173.7,active,ARF,10
soil.hip.UTK.K016.05.2016.10.06.day11,fall,UTK.K016.05,194.1,active,ARF,11
soil.hip.UTK.K016.05.2016.10.02.day7,fall,UTK.K016.05,111.5,active,ARF,7
soil.hip.UTK.K016.05.2016.09.30.day5,fall,UTK.K016.05,76.2,active,ARF,5
soil.hip.UTK.K016.05.2016.09.29.day4,fall,UTK.K016.05,60.4,active,ARF,4
soil.hip.UTK.K016.04.2016.10.05.day10,fall,UTK.K016.04,173.7,active,ARF,10
soil.hip.UTK.K016.04.2016.10.04.day9,fall,UTK.K016.04,152.3,active,ARF,9
soil.hip.UTK.K016.04.2016.10.02.day7,fall,UTK.K016.04,111.5,active,ARF,7
soil.hip.UTK.K016.04.2016.10.03.day8,fall,UTK.K016.04,130.7,active,ARF,8
soil.hip.UTK.K016.12.2017.06.02.day9,summer,UTK.K016.12,170.3,active,ARF,9
soil.hip.UTK.K016.12.2017.06.03.day10,summer,UTK.K016.12,193.3,active,ARF,10
soil.hip.UTK.K016.12.2017.06.01.day8,summer,UTK.K016.12,148.5,active,ARF,8
soil.hip.UTK.K016.12.2017.05.29.day5,summer,UTK.K016.12,84.2,active,ARF,5
soil.hip.UTK.K016.12.2017.05.30.day6,summer,UTK.K016.12,105.8,active,ARF,6
soil.hip.UTK.K016.11.2017.06.03.day10,summer,UTK.K016.11,193.3,active,ARF,10
soil.hip.UTK.K016.11.2017.05.28.day4,summer,UTK.K016.11,62.3,active,ARF,4
soil.hip.UTK.K016.11.2017.05.30.day6,summer,UTK.K016.11,105.8,active,ARF,6
soil.hip.UTK.K016.11.2017.05.29.day5,summer,UTK.K016.11,84.2,active,ARF,5
soil.hip.UTK.K016.10.2017.06.03.day10,summer,UTK.K016.10,193.3,active,ARF,10
soil.hip.UTK.K016.10.2017.06.02.day9,summer,UTK.K016.10,170.3,active,ARF,9
soil.hip.UTK.K016.10.2017.05.31.day7,summer,UTK.K016.10,126.4,active,ARF,7
soil.hip.UTK.K016.10.2017.06.01.day8,summer,UTK.K016.10,148.5,active,ARF,8
soil.hip.UTK.K016.10.2017.05.30.day6,summer,UTK.K016.10,105.8,active,ARF,6
soil.hip.UTK.K016.10.2017.05.29.day5,summer,UTK.K016.10,84.2,active,ARF,5
soil.hip.UTK.K016.10.2017.05.28.day4,summer,UTK.K016.10,62.3,active,ARF,4
soil.hip.UTK.K016.03.2016.05.15.day10,spring,UTK.K016.03,180.5555556,active,ARF,10
soil.hip.UTK.K016.03.2016.05.16.day11,spring,UTK.K016.03,193.8888889,active,ARF,11
soil.hip.UTK.K016.03.2016.05.14.day9,spring,UTK.K016.03,168.6111111,active,ARF,9
soil.hip.UTK.K016.03.2016.05.13.day8,spring,UTK.K016.03,152.5,active,ARF,8
soil.hip.UTK.K016.03.2016.05.11.day6,spring,UTK.K016.03,109.7222222,active,ARF,6
soil.hip.UTK.K016.03.2016.05.12.day7,spring,UTK.K016.03,133.3333333,active,ARF,7
soil.hip.UTK.K016.03.2016.05.10.day5,spring,UTK.K016.03,86.11111111,active,ARF,5
soil.hip.UTK.K016.03.2016.05.09.day4,spring,UTK.K016.03,63.33333333,active,ARF,4
soil.hip.UTK.K016.02.2016.04.22.day10,spring,UTK.K016.02,169.7222222,active,ARF,10
soil.hip.UTK.K016.02.2016.04.23.day11,spring,UTK.K016.02,185.8333333,active,ARF,11
soil.hip.UTK.K016.02.2016.04.21.day9,spring,UTK.K016.02,151.9444445,active,ARF,9
soil.hip.UTK.K016.02.2016.04.20.day8,spring,UTK.K016.02,130.5555556,active,ARF,8
soil.hip.UTK.K016.02.2016.04.18.day6,spring,UTK.K016.02,86.66666667,active,ARF,6
soil.hip.UTK.K016.02.2016.04.19.day7,spring,UTK.K016.02,107.2222222,active,ARF,7
soil.hip.UTK.K016.02.2016.04.16.day4,spring,UTK.K016.02,51.38888889,active,ARF,4
soil.hip.UTK.K016.01.2016.04.18.day14,spring,UTK.K016.01,176.9444445,active,ARF,14
soil.hip.UTK.K016.01.2016.04.17.day13,spring,UTK.K016.01,157.7777778,active,ARF,13
soil.hip.UTK.K016.01.2016.04.16.day12,spring,UTK.K016.01,141.6666667,active,ARF,12
soil.hip.UTK.K016.01.2016.04.14.day10,spring,UTK.K016.01,108.8888889,active,ARF,10
soil.hip.UTK.K016.01.2016.04.15.day11,spring,UTK.K016.01,126.6666667,active,ARF,11
soil.hip.UTK.K016.01.2016.04.13.day9,spring,UTK.K016.01,90.27777779,active,ARF,9
soil.hip.UTK.K016.01.2016.04.12.day8,spring,UTK.K016.01,76.3888889,active,ARF,8
soil.hip.UTK.K016.01.2016.04.11.day7,spring,UTK.K016.01,62.50000001,active,ARF,7
soil.hip.CMU.17.04.2017.03.day21,winter,Mr 17-04,267.15,advanced,FIRS,21
soil.hip.CMU.17.04.2017.03.day19,winter,Mr 17-04,243.55,advanced,FIRS,19
soil.hip.CMU.17.04.2017.03.day20,winter,Mr 17-04,254.4,advanced,FIRS,20
soil.hip.CMU.17.04.2017.03.day18,winter,Mr 17-04,235.2,advanced,FIRS,18
soil.hip.CMU.17.04.2017.03.day17,winter,Mr 17-04,224.05,advanced,FIRS,17
soil.hip.CMU.17.04.2017.03.day15,winter,Mr 17-04,202.45,advanced,FIRS,15
soil.hip.CMU.17.04.2017.03.day16,winter,Mr 17-04,213.25,advanced,FIRS,16
soil.hip.CMU.17.10.2017.08.27.day19,summer,17-10,451.65,advanced,FIRS,19
soil.hip.CMU.17.10.2017.08.28.day20,summer,17-10,477.8,advanced,FIRS,20
soil.hip.CMU.17.10.2017.08.26.day18,summer,17-10,424.7,advanced,FIRS,18
soil.hip.CMU.17.10.2017.08.25.day17,summer,17-10,398.55,advanced,FIRS,17
soil.hip.CMU.17.10.2017.08.23.day15,summer,17-10,348.05,advanced,FIRS,15
soil.hip.CMU.17.10.2017.08.24.day16,summer,17-10,373.85,advanced,FIRS,16
soil.hip.CMU.17.10.2017.08.22.day14,summer,17-10,322.8,advanced,FIRS,14
soil.hip.CMU.17.10.2017.08.19.day11,summer,17-10,244.45,advanced,FIRS,11
soil.hip.CMU.17.10.2017.08.20.day12,summer,17-10,270.85,advanced,FIRS,12
soil.hip.CMU.17.10.2017.08.18.day10,summer,17-10,219.2,advanced,FIRS,10
soil.hip.CMU.16.09.2016.08.10.day16,summer,Mrs. 16-09,397.75,advanced,FIRS,16
soil.hip.CMU.16.09.2016.08.08.day14,summer,Mrs. 16-09,343.3,advanced,FIRS,14
soil.hip.CMU.16.09.2016.08.07.day13,summer,Mrs. 16-09,317.75,advanced,FIRS,13
soil.hip.CMU.16.09.2016.08.05.day11,summer,Mrs. 16-09,269.7,advanced,FIRS,11
soil.hip.CMU.16.10.2016.08.26.day21,summer,Mrs. 16-10,483.95,advanced,FIRS,21
soil.hip.CMU.16.10.2016.08.24.day19,summer,Mrs. 16-10,443.9,advanced,FIRS,19
soil.hip.CMU.16.10.2016.08.22.day17,summer,Mrs. 16-10,400,advanced,FIRS,17
soil.hip.CMU.16.10.2016.08.23.day18,summer,Mrs. 16-10,421.7,advanced,FIRS,18
soil.hip.CMU.16.10.2016.08.21.day16,summer,Mrs. 16-10,376.1,advanced,FIRS,16
soil.hip.CMU.16.10.2016.08.18.day13,summer,Mrs. 16-10,303.9,advanced,FIRS,13
soil.hip.CMU.16.09.2016.08.15.day21,summer,Mrs. 16-09,521.95,advanced,FIRS,21
soil.hip.CMU.16.09.2016.08.11.day17,summer,Mrs. 16-09,422.75,advanced,FIRS,17
soil.hip.CMU.17.12.2017.10.30.day21,fall,17-12,232.9,advanced,FIRS,21
soil.hip.CMU.17.12.2017.10.27.day18,fall,17-12,200.4,advanced,FIRS,18
soil.hip.CMU.16.05.2016.mo.day21,spring,CMU_Mrs._16_05,214.1666667,advanced,FIRS,21
soil.hip.CMU.16.05.2016.mo.day20,spring,CMU_Mrs._16_05,207.5,advanced,FIRS,20
soil.hip.CMU.16.05.2016.mo.day19,spring,CMU_Mrs._16_05,200.8333333,advanced,FIRS,19
soil.hip.SHSU.2017.043.2017.12.18.day19,winter,2017.043,205,advanced,STAFS,19
soil.hip.SHSU.2017.043.2017.12.19.day20,winter,2017.043,225.85,advanced,STAFS,20
soil.hip.SHSU.2016.076.2016.12.11.day20,fall,2016.076,236.4,advanced,STAFS,20
soil.hip.SHSU.2016.076.2016.12.12.day21,fall,2016.076,254.5,advanced,STAFS,21
soil.hip.SHSU.2016.076.2016.12.10.day19,fall,2016.076,219.45,advanced,STAFS,19
soil.hip.SHSU.2016.076.2016.12.09.day18,fall,2016.076,213.9,advanced,STAFS,18
soil.hip.SHSU.2016.076.2016.12.07.day16,fall,2016.076,203,advanced,STAFS,16
soil.hip.SHSU.2016.076.2016.12.08.day17,fall,2016.076,210.25,advanced,STAFS,17
soil.hip.SHSU.2016.072.2016.11.23.day20,fall,2016.072,342.45,advanced,STAFS,20
soil.hip.SHSU.2016.072.2016.11.20.day17,fall,2016.072,289.9,advanced,STAFS,17
soil.hip.SHSU.2016.072.2016.11.21.day18,fall,2016.072,305.2,advanced,STAFS,18
soil.hip.SHSU.2016.072.2016.11.19.day16,fall,2016.072,281,advanced,STAFS,16
soil.hip.SHSU.206.072.2016.11.16.day13,fall,2016.072,230.7,advanced,STAFS,13
soil.hip.SHSU.2016.072.2016.11.15.day12,fall,2016.072,209.6,advanced,STAFS,12
soil.hip.SHSU.2016.073.2016.11.23.day20,fall,2016.073,342.45,advanced,STAFS,20
soil.hip.SHSU.2016.073.2016.11.21.day18,fall,2016.073,305.2,advanced,STAFS,18
soil.hip.SHSU.2016.073.2016.11.22.day19,fall,2016.073,326.9,advanced,STAFS,19
soil.hip.SHSU.2016.073.2016.11.19.day16,fall,2016.073,281,advanced,STAFS,16
