sample-id	SampleID	add_0c	megyesi_score	facility	host_subject_id	days_since_placement	sample_site
soil.hip.SHSU.2016.064.2016.08.25.day1	soil.hip.SHSU.2016.064.2016.08.25.day1	0	5	SHSU	2016.064	0	soil.hip
soil.hip.SHSU.2016.064.2016.08.26.day2	soil.hip.SHSU.2016.064.2016.08.26.day2	27.5	5	SHSU	2016.064	1	soil.hip
soil.hip.SHSU.2016.064.2016.08.27.day3	soil.hip.SHSU.2016.064.2016.08.27.day3	55.27777778	5	SHSU	2016.064	2	soil.hip
soil.hip.SHSU.2016.064.2016.08.28.day4	soil.hip.SHSU.2016.064.2016.08.28.day4	82.22222222	9	SHSU	2016.064	3	soil.hip
soil.hip.SHSU.2016.064.2016.08.29.day5	soil.hip.SHSU.2016.064.2016.08.29.day5	109.4444444	18	SHSU	2016.064	4	soil.hip
soil.hip.SHSU.2016.064.2016.08.30.day6	soil.hip.SHSU.2016.064.2016.08.30.day6	137.5	16	SHSU	2016.064	5	soil.hip
soil.hip.SHSU.2016.064.2016.08.31.day7	soil.hip.SHSU.2016.064.2016.08.31.day7	166.3888889	16	SHSU	2016.064	6	soil.hip
soil.hip.SHSU.2016.064.2016.09.01.day8	soil.hip.SHSU.2016.064.2016.09.01.day8	195.5555556	16	SHSU	2016.064	7	soil.hip
soil.hip.SHSU.2016.064.2016.09.02.day9	soil.hip.SHSU.2016.064.2016.09.02.day9	223.0555556	18	SHSU	2016.064	8	soil.hip
soil.hip.SHSU.2016.064.2016.09.03.day10	soil.hip.SHSU.2016.064.2016.09.03.day10	250.2777778	18	SHSU	2016.064	9	soil.hip
soil.hip.SHSU.2016.064.2016.09.04.day11	soil.hip.SHSU.2016.064.2016.09.04.day11	278.0555556	24	SHSU	2016.064	10	soil.hip
soil.hip.SHSU.2016.064.2016.09.05.day12	soil.hip.SHSU.2016.064.2016.09.05.day12	306.9444444	24	SHSU	2016.064	11	soil.hip
soil.hip.SHSU.2016.064.2016.09.06.day13	soil.hip.SHSU.2016.064.2016.09.06.day13	335.5555556	22	SHSU	2016.064	12	soil.hip
soil.hip.SHSU.2016.064.2016.09.08.day15	soil.hip.SHSU.2016.064.2016.09.08.day15	393.6111111	23	SHSU	2016.064	14	soil.hip
soil.hip.SHSU.2016.064.2016.09.09.day16	soil.hip.SHSU.2016.064.2016.09.09.day16	422.2222222	23	SHSU	2016.064	15	soil.hip
soil.hip.SHSU.2016.064.2016.09.10.day17	soil.hip.SHSU.2016.064.2016.09.10.day17	449.4444444	25	SHSU	2016.064	16	soil.hip
soil.hip.SHSU.2016.064.2016.09.11.day18	soil.hip.SHSU.2016.064.2016.09.11.day18	476.1111111	25	SHSU	2016.064	17	soil.hip
soil.hip.SHSU.2016.064.2016.09.12.day19	soil.hip.SHSU.2016.064.2016.09.12.day19	503.3333333	25	SHSU	2016.064	18	soil.hip
soil.hip.SHSU.2016.064.2016.09.13.day20	soil.hip.SHSU.2016.064.2016.09.13.day20	530.8333333	25	SHSU	2016.064	19	soil.hip
soil.hip.SHSU.2016.064.2016.09.14.day21	soil.hip.SHSU.2016.064.2016.09.14.day21	558.6111111	25	SHSU	2016.064	20	soil.hip
soil.hip.SHSU.2016.065.2016.08.25.day1	soil.hip.SHSU.2016.065.2016.08.25.day1	0	3	SHSU	2016.065	0	soil.hip
soil.hip.SHSU.2016.065.2016.08.26.day2	soil.hip.SHSU.2016.065.2016.08.26.day2	27.5	4	SHSU	2016.065	1	soil.hip
soil.hip.SHSU.2016.065.2016.08.27.day3	soil.hip.SHSU.2016.065.2016.08.27.day3	55.27777778	7	SHSU	2016.065	2	soil.hip
soil.hip.SHSU.2016.065.2016.08.28.day4	soil.hip.SHSU.2016.065.2016.08.28.day4	82.22222222	11	SHSU	2016.065	3	soil.hip
soil.hip.SHSU.2016.065.2016.08.29.day5	soil.hip.SHSU.2016.065.2016.08.29.day5	109.4444444	12	SHSU	2016.065	4	soil.hip
soil.hip.SHSU.2016.065.2016.08.30.day6	soil.hip.SHSU.2016.065.2016.08.30.day6	137.5	15	SHSU	2016.065	5	soil.hip
soil.hip.SHSU.2016.065.2016.08.31.day7	soil.hip.SHSU.2016.065.2016.08.31.day7	166.3888889	17	SHSU	2016.065	6	soil.hip
soil.hip.SHSU.2016.065.2016.09.01.day8	soil.hip.SHSU.2016.065.2016.09.01.day8	195.5555556	18	SHSU	2016.065	7	soil.hip
soil.hip.SHSU.2016.065.2016.09.02.day9	soil.hip.SHSU.2016.065.2016.09.02.day9	223.0555556	20	SHSU	2016.065	8	soil.hip
soil.hip.SHSU2016.065.2016.09.03.day10	soil.hip.SHSU2016.065.2016.09.03.day10	250.2777778	20	SHSU	2016.065	9	soil.hip
soil.hip.SHSU.2016.065.2016.09.04.day11	soil.hip.SHSU.2016.065.2016.09.04.day11	278.0555556	22	SHSU	2016.065	10	soil.hip
soil.hip.SHSU.2016.065.2016.09.05.day12	soil.hip.SHSU.2016.065.2016.09.05.day12	306.9444444	22	SHSU	2016.065	11	soil.hip
soil.hip.SHSU.2016.065.2016.09.06.day13	soil.hip.SHSU.2016.065.2016.09.06.day13	335.5555556	21	SHSU	2016.065	12	soil.hip
soil.hip.SHSU.2016.065.2016.09.07.day14	soil.hip.SHSU.2016.065.2016.09.07.day14	364.1666667	21	SHSU	2016.065	13	soil.hip
soil.hip.SHSU.2016.065.2016.09.08.day15	soil.hip.SHSU.2016.065.2016.09.08.day15	393.6111111	21	SHSU	2016.065	14	soil.hip
soil.hip.SHSU.2016.065.2016.09.09.day16	soil.hip.SHSU.2016.065.2016.09.09.day16	422.2222222	23	SHSU	2016.065	15	soil.hip
soil.hip.SHSU.2016.065.2016.09.10.day17	soil.hip.SHSU.2016.065.2016.09.10.day17	449.4444444	22	SHSU	2016.065	16	soil.hip
soil.hip.SHSU.2016.065.2016.09.11.day18	soil.hip.SHSU.2016.065.2016.09.11.day18	476.1111111	22	SHSU	2016.065	17	soil.hip
soil.hip.SHSU.2016.065.2016.09.12.day19	soil.hip.SHSU.2016.065.2016.09.12.day19	503.3333333	22	SHSU	2016.065	18	soil.hip
soil.hip.SHSU.2016.065.2016.09.13.day20	soil.hip.SHSU.2016.065.2016.09.13.day20	530.8333333	23	SHSU	2016.065	19	soil.hip
soil.hip.SHSU.2016.065.2016.09.14.day21	soil.hip.SHSU.2016.065.2016.09.14.day21	558.6111111	23	SHSU	2016.065	20	soil.hip
soil.hip.SHSU.2016.067.2016.09.16.day1	soil.hip.SHSU.2016.067.2016.09.16.day1	0	3	SHSU	2016.067	0	soil.hip
soil.hip.SHSU.2016.067.2016.09.17.day2	soil.hip.SHSU.2016.067.2016.09.17.day2	29.2	3	SHSU	2016.067	1	soil.hip
soil.hip.SHSU.2016.067.2016.09.18.day3	soil.hip.SHSU.2016.067.2016.09.18.day3	58.9	3	SHSU	2016.067	2	soil.hip
soil.hip.SHSU.2016.067.2016.09.19.day4	soil.hip.SHSU.2016.067.2016.09.19.day4	89.75	9	SHSU	2016.067	3	soil.hip
soil.hip.SHSU.2016.067.2016.09.20.day5	soil.hip.SHSU.2016.067.2016.09.20.day5	118.95	12	SHSU	2016.067	4	soil.hip
soil.hip.SHSU.2016.067.2016.09.21.day6	soil.hip.SHSU.2016.067.2016.09.21.day6	146.15	14	SHSU	2016.067	5	soil.hip
soil.hip.SHSU.2016.067.2016.09.22.day7	soil.hip.SHSU.2016.067.2016.09.22.day7	173.4	18	SHSU	2016.067	6	soil.hip
soil.hip.SHSU.2016.067.2016.09.24.day9	soil.hip.SHSU.2016.067.2016.09.24.day9	229.8	18	SHSU	2016.067	8	soil.hip
soil.hip.SHSU.2016.067.2016.09.25.day10	soil.hip.SHSU.2016.067.2016.09.25.day10	256.45	19	SHSU	2016.067	9	soil.hip
soil.hip.SHSU.2016.067.2016.09.26.day11	soil.hip.SHSU.2016.067.2016.09.26.day11	280.6	22	SHSU	2016.067	10	soil.hip
soil.hip.SHSU.2016.067.2016.09.28.day13	soil.hip.SHSU.2016.067.2016.09.28.day13	327	22	SHSU	2016.067	12	soil.hip
soil.hip.SHSU.2016.067.2016.09.29.day14	soil.hip.SHSU.2016.067.2016.09.29.day14	348.1	23	SHSU	2016.067	13	soil.hip
soil.hip.SHSU.2016.067.2016.09.30.day15	soil.hip.SHSU.2016.067.2016.09.30.day15	367.55	23	SHSU	2016.067	14	soil.hip
soil.hip.SHSU.2016.067.2016.10.01.day16	soil.hip.SHSU.2016.067.2016.10.01.day16	388.4	24	SHSU	2016.067	15	soil.hip
soil.hip.SHSU.2016.067.2016.10.02.day17	soil.hip.SHSU.2016.067.2016.10.02.day17	410.3	24	SHSU	2016.067	16	soil.hip
soil.hip.SHSU2016.067.2016.10.03.day18	soil.hip.SHSU2016.067.2016.10.03.day18	432.5	25	SHSU	2016.067	17	soil.hip
soil.hip.SHSU.2016.067.2016.10.04.day19	soil.hip.SHSU.2016.067.2016.10.04.day19	457.5	25	SHSU	2016.067	18	soil.hip
soil.hip.SHSU.2016.067.2016.10.05.day20	soil.hip.SHSU.2016.067.2016.10.05.day20	486.1	25	SHSU	2016.067	19	soil.hip
soil.hip.SHSU.2016.067.2016.10.06.day21	soil.hip.SHSU.2016.067.2016.10.06.day21	513.85	25	SHSU	2016.067	20	soil.hip
soil.hip.SHSU.2016.072.2016.11.04.day1	soil.hip.SHSU.2016.072.2016.11.04.day1	0	3	SHSU	2016.072	0	soil.hip
soil.hip.SHSU.2016.072.2016.11.05.day2	soil.hip.SHSU.2016.072.2016.11.05.day2	19.45	3	SHSU	2016.072	1	soil.hip
soil.hip.SHSU.2016.072.2016.11.06.day3	soil.hip.SHSU.2016.072.2016.11.06.day3	40.6	3	SHSU	2016.072	2	soil.hip
soil.hip.SHSU.2016.072.2016.11.07.day4	soil.hip.SHSU.2016.072.2016.11.07.day4	62.55	3	SHSU	2016.072	3	soil.hip
soil.hip.SHSU.2016.072.2016.11.08.day5	soil.hip.SHSU.2016.072.2016.11.08.day5	82	3	SHSU	2016.072	4	soil.hip
soil.hip.SHSU.2016.072.2016.11.09.day6	soil.hip.SHSU.2016.072.2016.11.09.day6	100.6	5	SHSU	2016.072	5	soil.hip
soil.hip.SHSU.2016.072.2016.11.10.day7	soil.hip.SHSU.2016.072.2016.11.10.day7	117.55	9	SHSU	2016.072	6	soil.hip
soil.hip.SHSU.2016.072.2016.11.11.day8	soil.hip.SHSU.2016.072.2016.11.11.day8	135.35	9	SHSU	2016.072	7	soil.hip
soil.hip.SHSU.2016.072.2016.11.12.day9	soil.hip.SHSU.2016.072.2016.11.12.day9	154	12	SHSU	2016.072	8	soil.hip
soil.hip.SHSU.2016.072.2016.11.13.day10	soil.hip.SHSU.2016.072.2016.11.13.day10	170.4	12	SHSU	2016.072	9	soil.hip
soil.hip.SHSU.2016.072.2016.11.14.day11	soil.hip.SHSU.2016.072.2016.11.14.day11	189.05	12	SHSU	2016.072	10	soil.hip
soil.hip.SHSU.2016.072.2016.11.15.day12	soil.hip.SHSU.2016.072.2016.11.15.day12	209.6	12	SHSU	2016.072	11	soil.hip
soil.hip.SHSU.206.072.2016.11.16.day13	soil.hip.SHSU.206.072.2016.11.16.day13	230.7	13	SHSU	2016.072	12	soil.hip
soil.hip.SHSU.2016.072.2016.11.17.day14	soil.hip.SHSU.2016.072.2016.11.17.day14	252.9	14	SHSU	2016.072	13	soil.hip
soil.hip.SHSU.2016.072.2016.11.18.day15	soil.hip.SHSU.2016.072.2016.11.18.day15	271.25	15	SHSU	2016.072	14	soil.hip
soil.hip.SHSU.2016.072.2016.11.19.day16	soil.hip.SHSU.2016.072.2016.11.19.day16	281	15	SHSU	2016.072	15	soil.hip
soil.hip.SHSU.2016.072.2016.11.20.day17	soil.hip.SHSU.2016.072.2016.11.20.day17	289.9	15	SHSU	2016.072	16	soil.hip
soil.hip.SHSU.2016.072.2016.11.21.day18	soil.hip.SHSU.2016.072.2016.11.21.day18	305.2	15	SHSU	2016.072	17	soil.hip
soil.hip.SHSU.2016.072.2016.11.22.day19	soil.hip.SHSU.2016.072.2016.11.22.day19	326.9	15	SHSU	2016.072	18	soil.hip
soil.hip.SHSU.2016.072.2016.11.23.day20	soil.hip.SHSU.2016.072.2016.11.23.day20	342.45	15	SHSU	2016.072	19	soil.hip
soil.hip.SHSU.2016.072.2016.11.24.day21	soil.hip.SHSU.2016.072.2016.11.24.day21	357.45	15	SHSU	2016.072	20	soil.hip
soil.hip.SHSU.2016.073.2016.11.04.day1	soil.hip.SHSU.2016.073.2016.11.04.day1	0	3	SHSU	2016.073	0	soil.hip
soil.hip.SHSU.2016.073.2016.11.05.day2	soil.hip.SHSU.2016.073.2016.11.05.day2	19.45	3	SHSU	2016.073	1	soil.hip
soil.hip.SHSU.2016.073.2016.11.06.day3	soil.hip.SHSU.2016.073.2016.11.06.day3	40.6	3	SHSU	2016.073	2	soil.hip
soil.hip.SHSU.2016.073.2016.11.07.day4	soil.hip.SHSU.2016.073.2016.11.07.day4	62.55	3	SHSU	2016.073	3	soil.hip
soil.hip.SHSU.2016.073.2016.11.08.day5	soil.hip.SHSU.2016.073.2016.11.08.day5	82	3	SHSU	2016.073	4	soil.hip
soil.hip.SHSU.2016.073.2016.11.09.day6	soil.hip.SHSU.2016.073.2016.11.09.day6	100.6	4	SHSU	2016.073	5	soil.hip
soil.hip.SHSU.2016.073.2016.11.10.day7	soil.hip.SHSU.2016.073.2016.11.10.day7	117.55	5	SHSU	2016.073	6	soil.hip
soil.hip.SHSU.2016.073.2016.11.11.day8	soil.hip.SHSU.2016.073.2016.11.11.day8	135.35	5	SHSU	2016.073	7	soil.hip
soil.hip.SHSU.2016.073.2016.11.12.day9	soil.hip.SHSU.2016.073.2016.11.12.day9	154	6	SHSU	2016.073	8	soil.hip
soil.hip.SHSU.2016.073.2016.11.13.day10	soil.hip.SHSU.2016.073.2016.11.13.day10	170.4	8	SHSU	2016.073	9	soil.hip
soil.hip.SHSU.2016.073.2016.11.14.day11	soil.hip.SHSU.2016.073.2016.11.14.day11	189.05	8	SHSU	2016.073	10	soil.hip
soil.hip.SHSU.2016.073.2016.11.15.day12	soil.hip.SHSU.2016.073.2016.11.15.day12	209.6	11	SHSU	2016.073	11	soil.hip
soil.hip.SHSU.2016.073.2016.11.16.day13	soil.hip.SHSU.2016.073.2016.11.16.day13	230.7	15	SHSU	2016.073	12	soil.hip
soil.hip.SHSU.2016.073.2016.11.17.day14	soil.hip.SHSU.2016.073.2016.11.17.day14	252.9	15	SHSU	2016.073	13	soil.hip
soil.hip.SHSU.2016.073.2016.11.18.day15	soil.hip.SHSU.2016.073.2016.11.18.day15	271.25	15	SHSU	2016.073	14	soil.hip
soil.hip.SHSU.2016.073.2016.11.19.day16	soil.hip.SHSU.2016.073.2016.11.19.day16	281	15	SHSU	2016.073	15	soil.hip
soil.hip.SHSU.2016.073.2016.11.20.day17	soil.hip.SHSU.2016.073.2016.11.20.day17	289.9	18	SHSU	2016.073	16	soil.hip
soil.hip.SHSU.2016.073.2016.11.21.day18	soil.hip.SHSU.2016.073.2016.11.21.day18	305.2	20	SHSU	2016.073	17	soil.hip
soil.hip.SHSU.2016.073.2016.11.22.day19	soil.hip.SHSU.2016.073.2016.11.22.day19	326.9	20	SHSU	2016.073	18	soil.hip
soil.hip.SHSU.2016.073.2016.11.23.day20	soil.hip.SHSU.2016.073.2016.11.23.day20	342.45	20	SHSU	2016.073	19	soil.hip
soil.hip.SHSU.2016.073.2016.11.24.day21	soil.hip.SHSU.2016.073.2016.11.24.day21	357.45	20	SHSU	2016.073	20	soil.hip
soil.hip.SHSU.2016.076.2016.11.22.day1	soil.hip.SHSU.2016.076.2016.11.22.day1	0	3	SHSU	2016.076	0	soil.hip
soil.hip.SHSU.2016.076.2016.11.23.day2	soil.hip.SHSU.2016.076.2016.11.23.day2	15.55	6	SHSU	2016.076	1	soil.hip
soil.hip.SHSU.2016.076.2016.11.24.day3	soil.hip.SHSU.2016.076.2016.11.24.day3	30.55	6	SHSU	2016.076	2	soil.hip
soil.hip.SHSU.2016.076.2016.11.25.day4	soil.hip.SHSU.2016.076.2016.11.25.day4	47.5	6	SHSU	2016.076	3	soil.hip
soil.hip.SHSU.2016.076.2016.11.26.day5	soil.hip.SHSU.2016.076.2016.11.26.day5	63.6	6	SHSU	2016.076	4	soil.hip
soil.hip.SHSU.2016.076.2016.11.27.day6	soil.hip.SHSU.2016.076.2016.11.27.day6	80.3	7	SHSU	2016.076	5	soil.hip
soil.hip.SHSU.2016.076.2016.11.28.day7	soil.hip.SHSU.2016.076.2016.11.28.day7	99.45	7	SHSU	2016.076	6	soil.hip
soil.hip.SHSU.2016.076.2016.11.29.day8	soil.hip.SHSU.2016.076.2016.11.29.day8	116.1	7	SHSU	2016.076	7	soil.hip
soil.hip.SHSU.2016.076.2016.11.30.day9	soil.hip.SHSU.2016.076.2016.11.30.day9	127.45	8	SHSU	2016.076	8	soil.hip
soil.hip.SHSU.2016.076.2016.12.01.day10	soil.hip.SHSU.2016.076.2016.12.01.day10	137.75	8	SHSU	2016.076	9	soil.hip
soil.hip.SHSU.2016.076.2016.12.02.day11	soil.hip.SHSU.2016.076.2016.12.02.day11	149.4	8	SHSU	2016.076	10	soil.hip
soil.hip.SHSU.2016.076.2016.12.03.day12	soil.hip.SHSU.2016.076.2016.12.03.day12	159.15	8	SHSU	2016.076	11	soil.hip
soil.hip.SHSU.2016.076.2016.12.04.day13	soil.hip.SHSU.2016.076.2016.12.04.day13	169.15	9	SHSU	2016.076	12	soil.hip
soil.hip.SHSU.2016.076.2016.12.05.day14	soil.hip.SHSU.2016.076.2016.12.05.day14	178.6	9	SHSU	2016.076	13	soil.hip
soil.hip.SHSU.2016.076.2016.12.06.day15	soil.hip.SHSU.2016.076.2016.12.06.day15	190.5	9	SHSU	2016.076	14	soil.hip
soil.hip.SHSU.2016.076.2016.12.07.day16	soil.hip.SHSU.2016.076.2016.12.07.day16	203	9	SHSU	2016.076	15	soil.hip
soil.hip.SHSU.2016.076.2016.12.08.day17	soil.hip.SHSU.2016.076.2016.12.08.day17	210.25	10	SHSU	2016.076	16	soil.hip
soil.hip.SHSU.2016.076.2016.12.09.day18	soil.hip.SHSU.2016.076.2016.12.09.day18	213.9	13	SHSU	2016.076	17	soil.hip
soil.hip.SHSU.2016.076.2016.12.10.day19	soil.hip.SHSU.2016.076.2016.12.10.day19	219.45	13	SHSU	2016.076	18	soil.hip
soil.hip.SHSU.2016.076.2016.12.11.day20	soil.hip.SHSU.2016.076.2016.12.11.day20	236.4	13	SHSU	2016.076	19	soil.hip
soil.hip.SHSU.2016.076.2016.12.12.day21	soil.hip.SHSU.2016.076.2016.12.12.day21	254.5	14	SHSU	2016.076	20	soil.hip
soil.hip.SHSU.2017.043.2017.11.30.day1	soil.hip.SHSU.2017.043.2017.11.30.day1	0	3	SHSU	2017.043	0	soil.hip
soil.hip.SHSU.2017.043.2017.12.01.day2	soil.hip.SHSU.2017.043.2017.12.01.day2	14.75	3	SHSU	2017.043	1	soil.hip
soil.hip.SHSU.2017.043.2017.12.02.day3	soil.hip.SHSU.2017.043.2017.12.02.day3	31.95	3	SHSU	2017.043	2	soil.hip
soil.hip.SHSU.2017.043.2017.12.03.day4	soil.hip.SHSU.2017.043.2017.12.03.day4	49.45	3	SHSU	2017.043	3	soil.hip
soil.hip.SHSU.2017.043.2017.12.04.day5	soil.hip.SHSU.2017.043.2017.12.04.day5	72.5	3	SHSU	2017.043	4	soil.hip
soil.hip.SHSU.2017.043.2017.12.05.day6	soil.hip.SHSU.2017.043.2017.12.05.day6	88.6	4	SHSU	2017.043	5	soil.hip
soil.hip.SHSU.2017.043.2017.12.06.day7	soil.hip.SHSU.2017.043.2017.12.06.day7	96.1	5	SHSU	2017.043	6	soil.hip
soil.hip.SHSU.2017.043.2017.12.07.day8	soil.hip.SHSU.2017.043.2017.12.07.day8	100.55	7	SHSU	2017.043	7	soil.hip
soil.hip.SHSU.2017.043.2017.12.08.day9	soil.hip.SHSU.2017.043.2017.12.08.day9	103.65	7	SHSU	2017.043	8	soil.hip
soil.hip.SHSU.2017.043.2017.12.09.day10	soil.hip.SHSU.2017.043.2017.12.09.day10	111.45	11	SHSU	2017.043	9	soil.hip
soil.hip.SHSU.2017.043.2017.12.10.day11	soil.hip.SHSU.2017.043.2017.12.10.day11	120.1	11	SHSU	2017.043	10	soil.hip
soil.hip.SHSU.2017.043.2017.12.11.day12	soil.hip.SHSU.2017.043.2017.12.11.day12	134.25	11	SHSU	2017.043	11	soil.hip
soil.hip.SHSU.2017.043.2017.12.12.day13	soil.hip.SHSU.2017.043.2017.12.12.day13	143.4	12	SHSU	2017.043	12	soil.hip
soil.hip.SHSU.2017.043.2017.12.13.day14	soil.hip.SHSU.2017.043.2017.12.13.day14	150.6	12	SHSU	2017.043	13	soil.hip
soil.hip.SHSU.2017.043.2017.12.14.day15	soil.hip.SHSU.2017.043.2017.12.14.day15	162.3	12	SHSU	2017.043	14	soil.hip
soil.hip.SHSU.2017.043.2017.12.15.day16	soil.hip.SHSU.2017.043.2017.12.15.day16	172.55	12	SHSU	2017.043	15	soil.hip
soil.hip.SHSU.2017.043.2017.12.16.day17	soil.hip.SHSU.2017.043.2017.12.16.day17	180.3	12	SHSU	2017.043	16	soil.hip
soil.hip.SHSU.2017.043.2017.12.17.day18	soil.hip.SHSU.2017.043.2017.12.17.day18	190.85	13	SHSU	2017.043	17	soil.hip
soil.hip.SHSU.2017.043.2017.12.18.day19	soil.hip.SHSU.2017.043.2017.12.18.day19	205	13	SHSU	2017.043	18	soil.hip
soil.hip.SHSU.2017.043.2017.12.19.day20	soil.hip.SHSU.2017.043.2017.12.19.day20	225.85	13	SHSU	2017.043	19	soil.hip
soil.hip.SHSU.2017.043.2017.12.20.day21	soil.hip.SHSU.2017.043.2017.12.20.day21	243.05	13	SHSU	2017.043	20	soil.hip
soil.hip.SHSU.2017.045.2017.12.12.day1	soil.hip.SHSU.2017.045.2017.12.12.day1	0	3	SHSU	2017.045	0	soil.hip
soil.hip.SHSU.2017.045.2017.12.13.day2	soil.hip.SHSU.2017.045.2017.12.13.day2	7.2	3	SHSU	2017.045	1	soil.hip
soil.hip.SHSU.2017.045.2017.12.14.day3	soil.hip.SHSU.2017.045.2017.12.14.day3	18.9	3	SHSU	2017.045	2	soil.hip
soil.hip.SHSU.2017.045.2017.12.15.day4	soil.hip.SHSU.2017.045.2017.12.15.day4	29.15	4	SHSU	2017.045	3	soil.hip
soil.hip.SHSU.2017.045.2017.12.16.day5	soil.hip.SHSU.2017.045.2017.12.16.day5	36.9	4	SHSU	2017.045	4	soil.hip
soil.hip.SHSU.2017.045.2017.12.17.day6	soil.hip.SHSU.2017.045.2017.12.17.day6	47.45	4	SHSU	2017.045	5	soil.hip
soil.hip.SHSU.2017.045.2017.12.18.day7	soil.hip.SHSU.2017.045.2017.12.18.day7	61.6	6	SHSU	2017.045	6	soil.hip
soil.hip.SHSU.2017.045.2017.12.19.day8	soil.hip.SHSU.2017.045.2017.12.19.day8	82.45	7	SHSU	2017.045	7	soil.hip
soil.hip.SHSU.2017.045.2017.12.20.day9	soil.hip.SHSU.2017.045.2017.12.20.day9	99.65	8	SHSU	2017.045	8	soil.hip
soil.hip.SHSU.2017.045.2017.12.21.day10	soil.hip.SHSU.2017.045.2017.12.21.day10	117.15	8	SHSU	2017.045	9	soil.hip
soil.hip.SHSU.2017.045.2017.12.22.day11	soil.hip.SHSU.2017.045.2017.12.22.day11	132.15	11	SHSU	2017.045	10	soil.hip
soil.hip.SHSU.2017.045.2017.12.23.day12	soil.hip.SHSU.2017.045.2017.12.23.day12	139.9	11	SHSU	2017.045	11	soil.hip
soil.hip.SHSU.2017.045.2017.12.24.day13	soil.hip.SHSU.2017.045.2017.12.24.day13	149.05	12	SHSU	2017.045	12	soil.hip
soil.hip.SHSU.2017.045.2017.12.25.day14	soil.hip.SHSU.2017.045.2017.12.25.day14	154.4	12	SHSU	2017.045	13	soil.hip
soil.hip.SHSU.2017.045.2017.12.26.day15	soil.hip.SHSU.2017.045.2017.12.26.day15	161.6	12	SHSU	2017.045	14	soil.hip
soil.hip.SHSU.2017.045.2017.12.27.day16	soil.hip.SHSU.2017.045.2017.12.27.day16	166.05	12	SHSU	2017.045	15	soil.hip
soil.hip.SHSU.2017.045.2017.12.28.day17	soil.hip.SHSU.2017.045.2017.12.28.day17	170.75	12	SHSU	2017.045	16	soil.hip
soil.hip.SHSU.2017.045.2017.12.29.day18	soil.hip.SHSU.2017.045.2017.12.29.day18	178.25	12	SHSU	2017.045	17	soil.hip
soil.hip.SHSU.2017.045.2017.12.30.day19	soil.hip.SHSU.2017.045.2017.12.30.day19	187.45	12	SHSU	2017.045	18	soil.hip
soil.hip.SHSU.2017.045.2017.12.31.day20	soil.hip.SHSU.2017.045.2017.12.31.day20	191.6	12	SHSU	2017.045	19	soil.hip
soil.hip.SHSU.2017.045.2017.01.01.day21	soil.hip.SHSU.2017.045.2017.01.01.day21	191.65	12	SHSU	2017.045	20	soil.hip
soil.hip.SHSU.2017.046.2017.12.19.day1	soil.hip.SHSU.2017.046.2017.12.19.day1	0	3	SHSU	2017.046	0	soil.hip
soil.hip.SHSU.2017.046.2017.12.20.day2	soil.hip.SHSU.2017.046.2017.12.20.day2	17.2	6	SHSU	2017.046	1	soil.hip
soil.hip.SHSU.2017.046.2017.12.21.day3	soil.hip.SHSU.2017.046.2017.12.21.day3	34.7	6	SHSU	2017.046	2	soil.hip
soil.hip.SHSU.2017.046.2017.12.22.day4	soil.hip.SHSU.2017.046.2017.12.22.day4	49.7	6	SHSU	2017.046	3	soil.hip
soil.hip.SHSU.2017.046.2017.12.23.day5	soil.hip.SHSU.2017.046.2017.12.23.day5	57.45	6	SHSU	2017.046	4	soil.hip
soil.hip.SHSU.2017.046.2017.12.24.day6	soil.hip.SHSU.2017.046.2017.12.24.day6	66.6	7	SHSU	2017.046	5	soil.hip
soil.hip.SHSU.2017.046.2017.12.25.day7	soil.hip.SHSU.2017.046.2017.12.25.day7	71.95	9	SHSU	2017.046	6	soil.hip
soil.hip.SHSU.2017.046.2017.12.26.day8	soil.hip.SHSU.2017.046.2017.12.26.day8	79.15	10	SHSU	2017.046	7	soil.hip
soil.hip.SHSU.2017.046.2017.12.27.day9	soil.hip.SHSU.2017.046.2017.12.27.day9	83.6	10	SHSU	2017.046	8	soil.hip
soil.hip.SHSU.2017.046.2017.12.28.day10	soil.hip.SHSU.2017.046.2017.12.28.day10	88.3	10	SHSU	2017.046	9	soil.hip
soil.hip.SHSU.2017.046.2017.12.29.day11	soil.hip.SHSU.2017.046.2017.12.29.day11	95.8	11	SHSU	2017.046	10	soil.hip
soil.hip.SHSU.2017.046.2017.12.30.day12	soil.hip.SHSU.2017.046.2017.12.30.day12	105	11	SHSU	2017.046	11	soil.hip
soil.hip.SHSU.2017.046.2017.12.31.day13	soil.hip.SHSU.2017.046.2017.12.31.day13	109.15	11	SHSU	2017.046	12	soil.hip
soil.hip.SHSU.2017.046.2017.01.01.day14	soil.hip.SHSU.2017.046.2017.01.01.day14	109.2	12	SHSU	2017.046	13	soil.hip
soil.hip.SHSU.2017.046.2018.01.02.day15	soil.hip.SHSU.2017.046.2018.01.02.day15	109.2	12	SHSU	2017.046	14	soil.hip
soil.hip.SHSU.2017.046.2018.01.03.day16	soil.hip.SHSU.2017.046.2018.01.03.day16	110.05	12	SHSU	2017.046	15	soil.hip
soil.hip.SHSU.2017.046.2018.01.04.day17	soil.hip.SHSU.2017.046.2018.01.04.day17	113.45	12	SHSU	2017.046	16	soil.hip
soil.hip.SHSU.2017.046.2018.01.05.day18	soil.hip.SHSU.2017.046.2018.01.05.day18	122.1	12	SHSU	2017.046	17	soil.hip
