SampleID	season	sample_site	add_0c	facility	decomp_stage	sample_type
soil.ctrl.SHSU.2017.046.2017.12.25.day7	winter	not_applicable	71.95	SHSU	active	soil_control
soil.ctrl.SHSU.2017.046.2017.12.26.day8	winter	not_applicable	79.15	SHSU	active	soil_control
soil.ctrl.SHSU.2017.046.2017.12.27.day9	winter	not_applicable	83.6	SHSU	active	soil_control
soil.ctrl.SHSU.2017.046.2017.12.28.day10	winter	not_applicable	88.3	SHSU	active	soil_control
soil.ctrl.SHSU.2017.046.2017.12.29.day11	winter	not_applicable	95.8	SHSU	active	soil_control
soil.ctrl.SHSU.2017.046.2017.12.30.day12	winter	not_applicable	105	SHSU	active	soil_control
soil.ctrl.SHSU.2017.046.2017.12.31.day13	winter	not_applicable	109.15	SHSU	active	soil_control
soil.ctrl.SHSU.2017.046.2018.01.02.day15	winter	not_applicable	109.2	SHSU	active	soil_control
soil.ctrl.SHSU.2017.046.2018.01.03.day16	winter	not_applicable	110.05	SHSU	active	soil_control
soil.ctrl.SHSU.2017.046.2018.01.04.day17	winter	not_applicable	113.45	SHSU	active	soil_control
soil.ctrl.SHSU.2017.046.2018.01.05.day18	winter	not_applicable	122.1	SHSU	active	soil_control
soil.ctrl.SHSU.2017.046.2018.01.06.day19	winter	not_applicable	130.75	SHSU	active	soil_control
soil.ctrl.SHSU.2017.046.2018.01.07.day20	winter	not_applicable	144.6	SHSU	active	soil_control
soil.ctrl.SHSU.2017.046.2018.01.08.day21	winter	not_applicable	156	SHSU	active	soil_control
soil.ctrl.SHSU.206.072.2016.11.16.day13	fall	not_applicable	230.7	SHSU	advanced	soil_control
soil.ctrl.SHSU2016.065.2016.09.03.day10	summer	not_applicable	250.2777778	SHSU	advanced	soil_control
soil.ctrl.SHSU2016.067.2016.09.19.day4	summer	not_applicable	89.75	SHSU	active	soil_control
soil.ctrl.UTK.K016.01.2016.04.05.day1	spring	not_applicable	0	UTK	early	soil_control
soil.ctrl.UTK.K016.01.2016.04.06.day2	spring	not_applicable	10.55555556	UTK	early	soil_control
soil.ctrl.UTK.K016.01.2016.04.07.day3	spring	not_applicable	23.05555556	UTK	early	soil_control
soil.ctrl.UTK.K016.01.2016.04.08.day4	spring	not_applicable	33.05555556	UTK	early	soil_control
soil.ctrl.UTK.K016.01.2016.04.09.day5	spring	not_applicable	40.55555556	UTK	early	soil_control
soil.ctrl.UTK.K016.01.2016.04.10.day6	spring	not_applicable	48.33333334	UTK	early	soil_control
soil.ctrl.UTK.K016.01.2016.04.11.day7	spring	not_applicable	62.50000001	UTK	active	soil_control
soil.ctrl.UTK.K016.01.2016.04.12.day8	spring	not_applicable	76.3888889	UTK	active	soil_control
soil.ctrl.UTK.K016.01.2016.04.13.day9	spring	not_applicable	90.27777779	UTK	active	soil_control
soil.ctrl.UTK.K016.01.2016.04.14.day10	spring	not_applicable	108.8888889	UTK	active	soil_control
soil.ctrl.UTK.K016.01.2016.04.15.day11	spring	not_applicable	126.6666667	UTK	active	soil_control
soil.ctrl.UTK.K016.01.2016.04.16.day12	spring	not_applicable	141.6666667	UTK	active	soil_control
soil.ctrl.UTK.K016.01.2016.04.17.day13	spring	not_applicable	157.7777778	UTK	active	soil_control
soil.ctrl.UTK.K016.01.2016.04.18.day14	spring	not_applicable	176.9444445	UTK	active	soil_control
soil.ctrl.UTK.K016.01.2016.04.19.day15	spring	not_applicable	197.5	UTK	active	soil_control
soil.ctrl.UTK.K016.01.2016.04.20.day16	spring	not_applicable	220.8333333	UTK	advanced	soil_control
soil.ctrl.UTK.K016.01.2016.04.21.day17	spring	not_applicable	242.2222222	UTK	advanced	soil_control
soil.ctrl.UTK.K016.01.2016.04.22.day18	spring	not_applicable	260	UTK	advanced	soil_control
soil.ctrl.UTK.K016.01.2016.04.23.day19	spring	not_applicable	276.1111111	UTK	advanced	soil_control
soil.ctrl.UTK.K016.01.2016.04.24.day20	spring	not_applicable	293.6111111	UTK	advanced	soil_control
soil.ctrl.UTK.K016.01.2016.04.25.day21	spring	not_applicable	313.8888889	UTK	advanced	soil_control
soil.ctrl.UTK.K016.02.2016.04.13.day1	spring	not_applicable	0	UTK	early	soil_control
soil.ctrl.UTK.K016.02.2016.04.14.day2	spring	not_applicable	18.61111111	UTK	early	soil_control
soil.ctrl.UTK.K016.02.2016.04.15.day3	spring	not_applicable	36.38888889	UTK	early	soil_control
soil.ctrl.UTK.K016.02.2016.04.16.day4	spring	not_applicable	51.38888889	UTK	active	soil_control
soil.ctrl.UTK.K016.02.2016.04.17.day5	spring	not_applicable	67.5	UTK	active	soil_control
soil.ctrl.UTK.K016.02.2016.04.18.day6	spring	not_applicable	86.66666667	UTK	active	soil_control
soil.ctrl.UTK.K016.02.2016.04.19.day7	spring	not_applicable	107.2222222	UTK	active	soil_control
soil.ctrl.UTK.K016.02.2016.04.20.day8	spring	not_applicable	130.5555556	UTK	active	soil_control
soil.ctrl.UTK.K016.02.2016.04.21.day9	spring	not_applicable	151.9444445	UTK	active	soil_control
soil.ctrl.UTK.K016.02.2016.04.22.day10	spring	not_applicable	169.7222222	UTK	active	soil_control
soil.ctrl.UTK.K016.02.2016.04.23.day11	spring	not_applicable	185.8333333	UTK	active	soil_control
soil.ctrl.UTK.K016.02.2016.04.24.day12	spring	not_applicable	203.3333333	UTK	advanced	soil_control
soil.ctrl.UTK.K016.02.2016.04.25.day13	spring	not_applicable	223.6111111	UTK	advanced	soil_control
soil.ctrl.UTK.K016.02.2016.04.26.day14	spring	not_applicable	245.5555556	UTK	advanced	soil_control
soil.ctrl.UTK.K016.02.2016.04.27.day15	spring	not_applicable	269.4444445	UTK	advanced	soil_control
soil.ctrl.UTK.K016.02.2016.04.28.day16	spring	not_applicable	292.2222222	UTK	advanced	soil_control
soil.ctrl.UTK.K016.02.2016.04.29.day17	spring	not_applicable	313.3333333	UTK	advanced	soil_control
soil.ctrl.UTK.K016.02.2016.04.30.day18	spring	not_applicable	332.7777778	UTK	advanced	soil_control
soil.ctrl.UTK.K016.02.2016.05.01.day19	spring	not_applicable	354.7222222	UTK	advanced	soil_control
soil.ctrl.UTK.K016.02.2016.05.02.day20	spring	not_applicable	375.8333333	UTK	advanced	soil_control
soil.ctrl.UTK.K016.02.2016.05.03.day21	spring	not_applicable	394.4444444	UTK	advanced	soil_control
soil.ctrl.UTK.K016.03.2016.05.06.day1	spring	not_applicable	0	UTK	early	soil_control
soil.ctrl.UTK.K016.03.2016.05.07.day2	spring	not_applicable	18.61111111	UTK	early	soil_control
soil.ctrl.UTK.K016.03.2016.05.08.day3	spring	not_applicable	41.38888889	UTK	early	soil_control
soil.ctrl.UTK.K016.03.2016.05.09.day4	spring	not_applicable	63.33333333	UTK	active	soil_control
soil.ctrl.UTK.K016.03.2016.05.10.day5	spring	not_applicable	86.11111111	UTK	active	soil_control
soil.ctrl.UTK.K016.03.2016.05.11.day6	spring	not_applicable	109.7222222	UTK	active	soil_control
soil.ctrl.UTK.K016.03.2016.05.12.day7	spring	not_applicable	133.3333333	UTK	active	soil_control
soil.ctrl.UTK.K016.03.2016.05.13.day8	spring	not_applicable	152.5	UTK	active	soil_control
soil.ctrl.UTK.K016.03.2016.05.14.day9	spring	not_applicable	168.6111111	UTK	active	soil_control
soil.ctrl.UTK.K016.03.2016.05.15.day10	spring	not_applicable	180.5555556	UTK	active	soil_control
soil.ctrl.UTK.K016.03.2016.05.16.day11	spring	not_applicable	193.8888889	UTK	active	soil_control
soil.ctrl.UTK.K016.03.2016.05.17.day12	spring	not_applicable	213.0555556	UTK	advanced	soil_control
soil.ctrl.UTK.K016.03.2016.05.18.day13	spring	not_applicable	231.3888889	UTK	advanced	soil_control
soil.ctrl.UTK.K016.03.2016.05.19.day14	spring	not_applicable	250.8333333	UTK	advanced	soil_control
soil.ctrl.UTK.K016.03.2016.05.20.day15	spring	not_applicable	268.8888889	UTK	advanced	soil_control
soil.ctrl.UTK.K016.03.2016.05.21.day16	spring	not_applicable	289.1666667	UTK	advanced	soil_control
soil.ctrl.UTK.K016.03.2016.05.22.day17	spring	not_applicable	308.0555556	UTK	advanced	soil_control
soil.ctrl.UTK.K016.03.2016.05.23.day18	spring	not_applicable	326.1111111	UTK	advanced	soil_control
soil.ctrl.UTK.K016.03.2016.05.24.day19	spring	not_applicable	345.2777778	UTK	advanced	soil_control
soil.ctrl.UTK.K016.03.2016.05.25.day20	spring	not_applicable	366.9444445	UTK	advanced	soil_control
soil.ctrl.UTK.K016.03.2016.05.26.day21	spring	not_applicable	390.2777778	UTK	advanced	soil_control
soil.ctrl.UTK.K016.04.2016.09.26.day1	fall	not_applicable	0	UTK	early	soil_control
soil.ctrl.UTK.K016.04.2016.09.27.day2	fall	not_applicable	21.3	UTK	early	soil_control
soil.ctrl.UTK.K016.04.2016.09.28.day3	fall	not_applicable	41.7	UTK	early	soil_control
soil.ctrl.UTK.K016.04.2016.09.29.day4	fall	not_applicable	60.4	UTK	active	soil_control
soil.ctrl.UTK.K016.04.2016.09.30.day5	fall	not_applicable	76.2	UTK	active	soil_control
soil.ctrl.UTK.K016.04.2016.10.01.day6	fall	not_applicable	92.6	UTK	active	soil_control
soil.ctrl.UTK.K016.04.2016.10.02.day7	fall	not_applicable	111.5	UTK	active	soil_control
soil.ctrl.UTK.K016.04.2016.10.03.day8	fall	not_applicable	130.7	UTK	active	soil_control
soil.ctrl.UTK.K016.04.2016.10.04.day9	fall	not_applicable	152.3	UTK	active	soil_control
soil.ctrl.UTK.K016.04.2016.10.05.day10	fall	not_applicable	173.7	UTK	active	soil_control
soil.ctrl.UTK.K016.04.2016.10.06.day11	fall	not_applicable	194.1	UTK	active	soil_control
soil.ctrl.UTK.K016.04.2016.10.07.day12	fall	not_applicable	214.5	UTK	advanced	soil_control
soil.ctrl.UTK.K016.04.2016.10.08.day13	fall	not_applicable	236.2	UTK	advanced	soil_control
soil.ctrl.UTK.K016.04.2016.10.09.day14	fall	not_applicable	253.1	UTK	advanced	soil_control
soil.ctrl.UTK.K016.04.2016.10.10.day15	fall	not_applicable	269.7	UTK	advanced	soil_control
soil.ctrl.UTK.K016.04.2016.10.11.day16	fall	not_applicable	286.1	UTK	advanced	soil_control
soil.ctrl.UTK.K016.04.2016.10.12.day17	fall	not_applicable	302.8	UTK	advanced	soil_control
soil.ctrl.UTK.K016.04.2016.10.13.day18	fall	not_applicable	320.1	UTK	advanced	soil_control
soil.ctrl.UTK.K016.04.2016.10.14.day19	fall	not_applicable	340.2	UTK	advanced	soil_control
soil.ctrl.UTK.K016.04.2016.10.15.day20	fall	not_applicable	361.3	UTK	advanced	soil_control
soil.ctrl.UTK.K016.04.2016.10.16.day21	fall	not_applicable	383	UTK	advanced	soil_control
soil.ctrl.UTK.K016.05.2016.09.26.day1	fall	not_applicable	0	UTK	early	soil_control
soil.ctrl.UTK.K016.05.2016.09.27.day2	fall	not_applicable	21.3	UTK	early	soil_control
soil.ctrl.UTK.K016.05.2016.09.28.day3	fall	not_applicable	41.7	UTK	early	soil_control
soil.ctrl.UTK.K016.05.2016.09.29.day4	fall	not_applicable	60.4	UTK	active	soil_control
soil.ctrl.UTK.K016.05.2016.09.30.day5	fall	not_applicable	76.2	UTK	active	soil_control
soil.ctrl.UTK.K016.05.2016.10.01.day6	fall	not_applicable	92.6	UTK	active	soil_control
soil.ctrl.UTK.K016.05.2016.10.02.day7	fall	not_applicable	111.5	UTK	active	soil_control
soil.ctrl.UTK.K016.05.2016.10.03.day8	fall	not_applicable	130.7	UTK	active	soil_control
soil.ctrl.UTK.K016.05.2016.10.04.day9	fall	not_applicable	152.3	UTK	active	soil_control
soil.ctrl.UTK.K016.05.2016.10.05.day10	fall	not_applicable	173.7	UTK	active	soil_control
soil.ctrl.UTK.K016.05.2016.10.06.day11	fall	not_applicable	194.1	UTK	active	soil_control
soil.ctrl.UTK.K016.05.2016.10.07.day12	fall	not_applicable	214.5	UTK	advanced	soil_control
soil.ctrl.UTK.K016.05.2016.10.08.day13	fall	not_applicable	236.2	UTK	advanced	soil_control
soil.ctrl.UTK.K016.05.2016.10.09.day14	fall	not_applicable	253.1	UTK	advanced	soil_control
soil.ctrl.UTK.K016.05.2016.10.10.day15	fall	not_applicable	269.7	UTK	advanced	soil_control
soil.ctrl.UTK.K016.05.2016.10.11.day16	fall	not_applicable	286.1	UTK	advanced	soil_control
soil.ctrl.UTK.K016.05.2016.10.12.day17	fall	not_applicable	302.8	UTK	advanced	soil_control
soil.ctrl.UTK.K016.05.2016.10.13.day18	fall	not_applicable	320.1	UTK	advanced	soil_control
soil.ctrl.UTK.K016.05.2016.10.14.day19	fall	not_applicable	340.2	UTK	advanced	soil_control
soil.ctrl.UTK.K016.05.2016.10.15.day20	fall	not_applicable	361.3	UTK	advanced	soil_control
soil.ctrl.UTK.K016.05.2016.10.16.day21	fall	not_applicable	383	UTK	advanced	soil_control
soil.ctrl.UTK.K016.06.2016.10.05.day1	fall	not_applicable	0	UTK	early	soil_control
soil.ctrl.UTK.K016.06.2016.10.06.day2	fall	not_applicable	20.4	UTK	early	soil_control
soil.ctrl.UTK.K016.06.2016.10.07.day3	fall	not_applicable	40.8	UTK	early	soil_control
soil.ctrl.UTK.K016.06.2016.10.08.day4	fall	not_applicable	62.5	UTK	active	soil_control
soil.ctrl.UTK.K016.06.2016.10.09.day5	fall	not_applicable	79.4	UTK	active	soil_control
soil.ctrl.UTK.K016.06.2016.10.10.day6	fall	not_applicable	96	UTK	active	soil_control
soil.ctrl.UTK.K016.06.2016.10.11.day7	fall	not_applicable	112.4	UTK	active	soil_control
soil.ctrl.UTK.K016.06.2016.10.12.day8	fall	not_applicable	129.1	UTK	active	soil_control
soil.ctrl.UTK.K016.06.2016.10.13.day9	fall	not_applicable	146.4	UTK	active	soil_control
soil.ctrl.UTK.K016.06.2016.10.14.day10	fall	not_applicable	166.5	UTK	active	soil_control
soil.ctrl.UTK.K016.06.2016.10.15.day11	fall	not_applicable	187.6	UTK	active	soil_control
soil.ctrl.UTK.K016.06.2016.10.16.day12	fall	not_applicable	209.3	UTK	advanced	soil_control
soil.ctrl.UTK.K016.06.2016.10.17.day13	fall	not_applicable	229.7	UTK	advanced	soil_control
soil.ctrl.UTK.K016.06.2016.10.18.day14	fall	not_applicable	252.1	UTK	advanced	soil_control
soil.ctrl.UTK.K016.06.2016.10.19.day15	fall	not_applicable	276	UTK	advanced	soil_control
soil.ctrl.UTK.K016.06.2016.10.20.day16	fall	not_applicable	299.7	UTK	advanced	soil_control
soil.ctrl.UTK.K016.06.2016.10.21.day17	fall	not_applicable	316.6	UTK	advanced	soil_control
soil.ctrl.UTK.K016.06.2016.10.22.day18	fall	not_applicable	328.2	UTK	advanced	soil_control
soil.ctrl.UTK.K016.06.2016.10.23.day19	fall	not_applicable	340	UTK	advanced	soil_control
soil.ctrl.UTK.K016.06.2016.10.24.day20	fall	not_applicable	357.1	UTK	advanced	soil_control
soil.ctrl.UTK.K016.06.2016.10.25.day21	fall	not_applicable	373.2	UTK	advanced	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.06.day1	winter	not_applicable	0	UTK	early	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.08.day2	winter	not_applicable	0	UTK	early	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.09.day3	winter	not_applicable	0	UTK	early	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.10.day4	winter	not_applicable	3.9	UTK	early	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.11.day5	winter	not_applicable	15.8	UTK	early	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.12.day6	winter	not_applicable	32.8	UTK	early	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.13.day7	winter	not_applicable	49.3	UTK	early	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.14.day8	winter	not_applicable	64.5	UTK	active	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.15.day9	winter	not_applicable	80.4	UTK	active	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.16.day10	winter	not_applicable	94.1	UTK	active	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.17.day11	winter	not_applicable	109.7	UTK	active	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.18.day12	winter	not_applicable	124.1	UTK	active	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.19.day13	winter	not_applicable	133.9	UTK	active	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.20.day14	winter	not_applicable	148.3	UTK	active	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.21.day15	winter	not_applicable	161	UTK	active	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.22.day16	winter	not_applicable	174.6	UTK	active	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.23.day17	winter	not_applicable	186.2	UTK	active	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.24.day18	winter	not_applicable	194.1	UTK	active	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.25.day19	winter	not_applicable	202.2	UTK	advanced	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.26.day20	winter	not_applicable	212.9	UTK	advanced	soil_control
soil.ctrl.UTK.K016.07.2017.Jan.27.day21	winter	not_applicable	215.9	UTK	advanced	soil_control
soil.ctrl.UTK.K016.08.2017.Jan.06.day1	winter	not_applicable	0	UTK	early	soil_control
soil.ctrl.UTK.K016.08.2017.Jan.08.day2	winter	not_applicable	0	UTK	early	soil_control
soil.ctrl.UTK.K016.08.2017.Jan.09.day3	winter	not_applicable	0	UTK	early	soil_control
soil.ctrl.UTK.K016.08.2017.Jan.10.day4	winter	not_applicable	3.9	UTK	early	soil_control
soil.ctrl.UTK.K016.08.2017.Jan.11.day5	winter	not_applicable	15.8	UTK	early	soil_control
soil.ctrl.UTK.K016.08.2017.Jan.12.day6	winter	not_applicable	32.8	UTK	early	soil_control
soil.ctrl.UTK.K016.08.2017.Jan.13.day7	winter	not_applicable	49.3	UTK	early	soil_control
soil.ctrl.UTK.K016.08.2017.Jan.14.day8	winter	not_applicable	64.5	UTK	active	soil_control
soil.ctrl.UTK.K016.08.2017.Jan.15.day9	winter	not_applicable	80.4	UTK	active	soil_control
soil.ctrl.UTK.K016.08.2017.Jan.16.day10	winter	not_applicable	94.1	UTK	active	soil_control
soil.ctrl.UTK.K016.08.2017.Jan.17.day11	winter	not_applicable	109.7	UTK	active	soil_control
soil.ctrl.UTK.K016.08.2017.Jan.18.day12	winter	not_applicable	124.1	UTK	active	soil_control
