SampleID	season	sample_site	add_0c	facility	decomp_stage	sample_type
skin.hip.CMU.17.12.2017.10.26.day17	fall	skin.hip	190.95	CMU	active	skin
skin.hip.CMU.17.12.2017.10.27.day18	fall	skin.hip	200.4	CMU	advanced	skin
skin.hip.CMU.17.12.2017.10.28.day19	fall	skin.hip	211.5	CMU	advanced	skin
skin.hip.CMU.17.12.2017.10.29.day20	fall	skin.hip	222.9	CMU	advanced	skin
skin.hip.CMU.17.12.2017.10.30.day21	fall	skin.hip	232.9	CMU	advanced	skin
skin.hip.CMU16.15.2016.12.day1	winter	skin.hip	0	CMU	early	skin
skin.hip.CMU16.15.2016.12.day10	winter	skin.hip	12.45	CMU	early	skin
skin.hip.CMU16.15.2016.12.day11	winter	skin.hip	12.45	CMU	early	skin
skin.hip.CMU16.15.2016.12.day12	winter	skin.hip	12.7	CMU	early	skin
skin.hip.CMU16.15.2016.12.day13	winter	skin.hip	17.15	CMU	early	skin
skin.hip.CMU16.15.2016.12.day14	winter	skin.hip	18.8	CMU	early	skin
skin.hip.CMU16.15.2016.12.day15	winter	skin.hip	18.8	CMU	early	skin
skin.hip.CMU16.15.2016.12.day16	winter	skin.hip	18.8	CMU	early	skin
skin.hip.CMU16.15.2016.12.day17	winter	skin.hip	18.8	CMU	early	skin
skin.hip.CMU16.15.2016.12.day18	winter	skin.hip	19.35	CMU	early	skin
skin.hip.CMU16.15.2016.12.day19	winter	skin.hip	19.35	CMU	early	skin
skin.hip.CMU16.15.2016.12.day2	winter	skin.hip	0	CMU	early	skin
skin.hip.CMU16.15.2016.12.day20	winter	skin.hip	19.35	CMU	early	skin
skin.hip.CMU16.15.2016.12.day3	winter	skin.hip	1.1	CMU	early	skin
skin.hip.CMU16.15.2016.12.day4	winter	skin.hip	5.8	CMU	early	skin
skin.hip.CMU16.15.2016.12.day5	winter	skin.hip	12.45	CMU	early	skin
skin.hip.CMU16.15.2016.12.day6	winter	skin.hip	12.45	CMU	early	skin
skin.hip.CMU16.15.2016.12.day7	winter	skin.hip	12.45	CMU	early	skin
skin.hip.CMU16.15.2016.12.day8	winter	skin.hip	12.45	CMU	early	skin
skin.hip.CMU16.15.2016.12.day9	winter	skin.hip	12.45	CMU	early	skin
skin.hip.CMU16.15.2017.01.day21	winter	skin.hip	19.35	CMU	early	skin
skin.hip.CMU17.01.2017.01.day1	winter	skin.hip	0	CMU	early	skin
skin.hip.CMU17.01.2017.01.day10	winter	skin.hip	12.25	CMU	early	skin
skin.hip.CMU17.01.2017.01.day11	winter	skin.hip	16.4	CMU	early	skin
skin.hip.CMU17.01.2017.01.day12	winter	skin.hip	20.3	CMU	early	skin
skin.hip.CMU17.01.2017.01.day13	winter	skin.hip	22.8	CMU	early	skin
skin.hip.CMU17.01.2017.01.day14	winter	skin.hip	24.75	CMU	early	skin
skin.hip.CMU17.01.2017.01.day15	winter	skin.hip	26.7	CMU	early	skin
skin.hip.CMU17.01.2017.01.day16	winter	skin.hip	26.7	CMU	early	skin
skin.hip.CMU17.01.2017.01.day17	winter	skin.hip	27.8	CMU	early	skin
skin.hip.CMU17.01.2017.01.day18	winter	skin.hip	28.65	CMU	early	skin
skin.hip.CMU17.01.2017.01.day19	winter	skin.hip	28.95	CMU	early	skin
skin.hip.CMU17.01.2017.01.day2	winter	skin.hip	0	CMU	early	skin
skin.hip.CMU17.01.2017.01.day20	winter	skin.hip	33.4	CMU	early	skin
skin.hip.CMU17.01.2017.01.day21	winter	skin.hip	33.65	CMU	early	skin
skin.hip.CMU17.01.2017.01.day22	winter	skin.hip	33.65	CMU	early	skin
skin.hip.CMU17.01.2017.01.day3	winter	skin.hip	0	CMU	early	skin
skin.hip.CMU17.01.2017.01.day4	winter	skin.hip	0	CMU	early	skin
skin.hip.CMU17.01.2017.01.day5	winter	skin.hip	0	CMU	early	skin
skin.hip.CMU17.01.2017.01.day6	winter	skin.hip	0	CMU	early	skin
skin.hip.CMU17.01.2017.01.day7	winter	skin.hip	0.85	CMU	early	skin
skin.hip.CMU17.01.2017.01.day8	winter	skin.hip	6.15	CMU	early	skin
skin.hip.CMU17.01.2017.01.day9	winter	skin.hip	8.65	CMU	early	skin
skin.hip.CMU17.04.2017.03.day1	winter	skin.hip	0	CMU	early	skin
skin.hip.CMU17.04.2017.03.day10	winter	skin.hip	127.45	CMU	active	skin
skin.hip.CMU17.04.2017.03.day11	winter	skin.hip	144.95	CMU	active	skin
skin.hip.CMU17.04.2017.03.day12	winter	skin.hip	162.45	CMU	active	skin
skin.hip.CMU17.04.2017.03.day13	winter	skin.hip	180.25	CMU	active	skin
skin.hip.CMU17.04.2017.03.day14	winter	skin.hip	191.65	CMU	active	skin
skin.hip.CMU17.04.2017.03.day15	winter	skin.hip	202.45	CMU	advanced	skin
skin.hip.CMU17.04.2017.03.day16	winter	skin.hip	213.25	CMU	advanced	skin
skin.hip.CMU17.04.2017.03.day17	winter	skin.hip	224.05	CMU	advanced	skin
skin.hip.CMU17.04.2017.03.day18	winter	skin.hip	235.2	CMU	advanced	skin
skin.hip.CMU17.04.2017.03.day19	winter	skin.hip	243.55	CMU	advanced	skin
skin.hip.CMU17.04.2017.03.day2	winter	skin.hip	12.5	CMU	early	skin
skin.hip.CMU17.04.2017.03.day20	winter	skin.hip	254.4	CMU	advanced	skin
skin.hip.CMU17.04.2017.03.day21	winter	skin.hip	267.15	CMU	advanced	skin
skin.hip.CMU17.04.2017.03.day3	winter	skin.hip	24.15	CMU	early	skin
skin.hip.CMU17.04.2017.03.day4	winter	skin.hip	34.15	CMU	early	skin
skin.hip.CMU17.04.2017.03.day5	winter	skin.hip	46.95	CMU	early	skin
skin.hip.CMU17.04.2017.03.day6	winter	skin.hip	61.65	CMU	active	skin
skin.hip.CMU17.04.2017.03.day7	winter	skin.hip	76.65	CMU	active	skin
skin.hip.CMU17.04.2017.03.day8	winter	skin.hip	92.2	CMU	active	skin
skin.hip.CMU17.04.2017.03.day9	winter	skin.hip	109.7	CMU	active	skin
skin.hip.SHSU.2016.007.2016.04.15.day1	spring	skin.hip	0	SHSU	early	skin
skin.hip.SHSU.2016.007.2016.04.16.day2	spring	skin.hip	23.33333333	SHSU	early	skin
skin.hip.SHSU.2016.007.2016.04.17.day3	spring	skin.hip	45.83333333	SHSU	early	skin
skin.hip.SHSU.2016.007.2016.04.18.day4	spring	skin.hip	67.5	SHSU	active	skin
skin.hip.SHSU.2016.007.2016.04.19.day5	spring	skin.hip	90.55555556	SHSU	active	skin
skin.hip.SHSU.2016.007.2016.04.20.day6	spring	skin.hip	111.6666667	SHSU	active	skin
skin.hip.SHSU.2016.007.2016.04.21.day7	spring	skin.hip	132.7777778	SHSU	active	skin
skin.hip.SHSU.2016.007.2016.04.22.day8	spring	skin.hip	153.8888889	SHSU	active	skin
skin.hip.SHSU.2016.007.2016.04.23.day9	spring	skin.hip	174.4444445	SHSU	active	skin
skin.hip.SHSU.2016.007.2016.04.24.day10	spring	skin.hip	194.7222222	SHSU	active	skin
skin.hip.SHSU.2016.007.2016.04.25.day11	spring	skin.hip	220.5555556	SHSU	advanced	skin
skin.hip.SHSU.2016.007.2016.04.26.day12	spring	skin.hip	247.2222222	SHSU	advanced	skin
skin.hip.SHSU.2016.007.2016.04.27.day13	spring	skin.hip	271.1111111	SHSU	advanced	skin
skin.hip.SHSU.2016.007.2016.04.28.day14	spring	skin.hip	296.3888889	SHSU	advanced	skin
skin.hip.SHSU.2016.007.2016.04.29.day15	spring	skin.hip	324.4444445	SHSU	advanced	skin
skin.hip.SHSU.2016.007.2016.04.30.day16	spring	skin.hip	350	SHSU	advanced	skin
skin.hip.SHSU.2016.007.2016.05.01.day17	spring	skin.hip	373.6111111	SHSU	advanced	skin
skin.hip.SHSU.2016.007.2016.05.02.day18	spring	skin.hip	391.6666667	SHSU	advanced	skin
skin.hip.SHSU.2016.007.2016.05.03.day19	spring	skin.hip	409.1666667	SHSU	advanced	skin
skin.hip.SHSU.2016.007.2016.05.04.day20	spring	skin.hip	428.6111111	SHSU	advanced	skin
skin.hip.SHSU.2016.007.2016.05.05.day21	spring	skin.hip	449.1666667	SHSU	advanced	skin
skin.hip.SHSU.2016.011.2016.04.15.day1	spring	skin.hip	0	SHSU	early	skin
skin.hip.SHSU.2016.011.2016.04.16.day2	spring	skin.hip	23.33333333	SHSU	early	skin
skin.hip.SHSU.2016.011.2016.04.17.day3	spring	skin.hip	45.83333333	SHSU	early	skin
skin.hip.SHSU.2016.011.2016.04.18.day4	spring	skin.hip	67.5	SHSU	active	skin
skin.hip.SHSU.2016.011.2016.04.19.day5	spring	skin.hip	90.55555556	SHSU	active	skin
skin.hip.SHSU.2016.011.2016.04.20.day6	spring	skin.hip	111.6666667	SHSU	active	skin
skin.hip.SHSU.2016.011.2016.04.21.day7	spring	skin.hip	132.7777778	SHSU	active	skin
skin.hip.SHSU.2016.011.2016.04.22.day8	spring	skin.hip	153.8888889	SHSU	active	skin
skin.hip.SHSU.2016.011.2016.04.23.day9	spring	skin.hip	174.4444445	SHSU	active	skin
skin.hip.SHSU.2016.011.2016.04.24.day10	spring	skin.hip	194.7222222	SHSU	active	skin
skin.hip.SHSU.2016.011.2016.04.25.day11	spring	skin.hip	220.5555556	SHSU	advanced	skin
skin.hip.SHSU.2016.011.2016.04.26.day12	spring	skin.hip	247.2222222	SHSU	advanced	skin
skin.hip.SHSU.2016.011.2016.04.27.day13	spring	skin.hip	271.1111111	SHSU	advanced	skin
skin.hip.SHSU.2016.011.2016.04.28.day14	spring	skin.hip	296.3888889	SHSU	advanced	skin
skin.hip.SHSU.2016.011.2016.04.29.day15	spring	skin.hip	324.4444445	SHSU	advanced	skin
skin.hip.SHSU.2016.011.2016.04.30.day16	spring	skin.hip	350	SHSU	advanced	skin
skin.hip.SHSU.2016.011.2016.05.01.day17	spring	skin.hip	373.6111111	SHSU	advanced	skin
skin.hip.SHSU.2016.011.2016.05.02.day18	spring	skin.hip	391.6666667	SHSU	advanced	skin
skin.hip.SHSU.2016.011.2016.05.03.day19	spring	skin.hip	409.1666667	SHSU	advanced	skin
skin.hip.SHSU.2016.011.2016.05.04.day20	spring	skin.hip	428.6111111	SHSU	advanced	skin
skin.hip.SHSU.2016.011.2016.05.05.day21	spring	skin.hip	449.1666667	SHSU	advanced	skin
skin.hip.SHSU.2016.024.2016.04.15.day1	spring	skin.hip	0	SHSU	early	skin
skin.hip.SHSU.2016.024.2016.04.16.day2	spring	skin.hip	23.33333333	SHSU	early	skin
skin.hip.SHSU.2016.024.2016.04.17.day3	spring	skin.hip	45.83333333	SHSU	early	skin
skin.hip.SHSU.2016.024.2016.04.18.day4	spring	skin.hip	67.5	SHSU	active	skin
skin.hip.SHSU.2016.024.2016.04.19.day5	spring	skin.hip	90.55555556	SHSU	active	skin
skin.hip.SHSU.2016.024.2016.04.20.day6	spring	skin.hip	111.6666667	SHSU	active	skin
skin.hip.SHSU.2016.024.2016.04.21.day7	spring	skin.hip	132.7777778	SHSU	active	skin
skin.hip.SHSU.2016.024.2016.04.22.day8	spring	skin.hip	153.8888889	SHSU	active	skin
skin.hip.SHSU.2016.024.2016.04.23.day9	spring	skin.hip	174.4444445	SHSU	active	skin
skin.hip.SHSU.2016.024.2016.04.24.day10	spring	skin.hip	194.7222222	SHSU	active	skin
skin.hip.SHSU.2016.024.2016.04.25.day11	spring	skin.hip	220.5555556	SHSU	advanced	skin
skin.hip.SHSU.2016.024.2016.04.26.day12	spring	skin.hip	247.2222222	SHSU	advanced	skin
skin.hip.SHSU.2016.024.2016.04.27.day13	spring	skin.hip	271.1111111	SHSU	advanced	skin
skin.hip.SHSU.2016.024.2016.04.28.day14	spring	skin.hip	296.3888889	SHSU	advanced	skin
skin.hip.SHSU.2016.024.2016.04.29.day15	spring	skin.hip	324.4444445	SHSU	advanced	skin
skin.hip.SHSU.2016.024.2016.04.30.day16	spring	skin.hip	350	SHSU	advanced	skin
skin.hip.SHSU.2016.024.2016.05.01.day17	spring	skin.hip	373.6111111	SHSU	advanced	skin
skin.hip.SHSU.2016.024.2016.05.02.day18	spring	skin.hip	391.6666667	SHSU	advanced	skin
skin.hip.SHSU.2016.024.2016.05.03.day19	spring	skin.hip	409.1666667	SHSU	advanced	skin
skin.hip.SHSU.2016.024.2016.05.04.day20	spring	skin.hip	428.6111111	SHSU	advanced	skin
skin.hip.SHSU.2016.024.2016.05.05.day21	spring	skin.hip	449.1666667	SHSU	advanced	skin
skin.hip.SHSU.2016.064.2016.08.25.day1	summer	skin.hip	0	SHSU	early	skin
skin.hip.SHSU.2016.064.2016.08.26.day2	summer	skin.hip	27.5	SHSU	early	skin
skin.hip.SHSU.2016.064.2016.08.27.day3	summer	skin.hip	55.27777778	SHSU	active	skin
skin.hip.SHSU.2016.064.2016.08.28.day4	summer	skin.hip	82.22222222	SHSU	active	skin
skin.hip.SHSU.2016.064.2016.08.29.day5	summer	skin.hip	109.4444444	SHSU	active	skin
skin.hip.SHSU.2016.064.2016.08.30.day6	summer	skin.hip	137.5	SHSU	active	skin
skin.hip.SHSU.2016.064.2016.08.31.day7	summer	skin.hip	166.3888889	SHSU	active	skin
skin.hip.SHSU.2016.064.2016.09.01.day8	summer	skin.hip	195.5555556	SHSU	active	skin
skin.hip.SHSU.2016.064.2016.09.02.day9	summer	skin.hip	223.0555556	SHSU	advanced	skin
skin.hip.SHSU.2016.064.2016.09.03.day10	summer	skin.hip	250.2777778	SHSU	advanced	skin
skin.hip.SHSU.2016.064.2016.09.04.day11	summer	skin.hip	278.0555556	SHSU	advanced	skin
skin.hip.SHSU.2016.064.2016.09.05.day12	summer	skin.hip	306.9444444	SHSU	advanced	skin
skin.hip.SHSU.2016.064.2016.09.06.day13	summer	skin.hip	335.5555556	SHSU	advanced	skin
skin.hip.SHSU.2016.064.2016.09.07.day14	summer	skin.hip	364.1666667	SHSU	advanced	skin
skin.hip.SHSU.2016.064.2016.09.08.day15	summer	skin.hip	393.6111111	SHSU	advanced	skin
skin.hip.SHSU.2016.064.2016.09.09.day16	summer	skin.hip	422.2222222	SHSU	advanced	skin
skin.hip.SHSU.2016.064.2016.09.11.day18	summer	skin.hip	476.1111111	SHSU	advanced	skin
skin.hip.SHSU.2016.064.2016.09.12.day19	summer	skin.hip	503.3333333	SHSU	advanced	skin
skin.hip.SHSU.2016.064.2016.09.13.day20	summer	skin.hip	530.8333333	SHSU	advanced	skin
skin.hip.SHSU.2016.064.2016.09.14.day21	summer	skin.hip	558.6111111	SHSU	advanced	skin
skin.hip.SHSU.2016.065.2016.08.25.day1	summer	skin.hip	0	SHSU	early	skin
skin.hip.SHSU.2016.065.2016.08.26.day2	summer	skin.hip	27.5	SHSU	early	skin
skin.hip.SHSU.2016.065.2016.08.27.day3	summer	skin.hip	55.27777778	SHSU	active	skin
skin.hip.SHSU.2016.065.2016.08.28.day4	summer	skin.hip	82.22222222	SHSU	active	skin
skin.hip.SHSU.2016.065.2016.08.29.day5	summer	skin.hip	109.4444444	SHSU	active	skin
skin.hip.SHSU.2016.065.2016.08.30.day6	summer	skin.hip	137.5	SHSU	active	skin
skin.hip.SHSU.2016.065.2016.08.31.day7	summer	skin.hip	166.3888889	SHSU	active	skin
skin.hip.SHSU.2016.065.2016.09.01.day8	summer	skin.hip	195.5555556	SHSU	active	skin
skin.hip.SHSU.2016.065.2016.09.02.day9	summer	skin.hip	223.0555556	SHSU	advanced	skin
skin.hip.SHSU.2016.065.2016.09.03.day10	summer	skin.hip	250.2777778	SHSU	advanced	skin
skin.hip.SHSU.2016.065.2016.09.04.day11	summer	skin.hip	278.0555556	SHSU	advanced	skin
skin.hip.SHSU.2016.065.2016.09.05.day12	summer	skin.hip	306.9444444	SHSU	advanced	skin
skin.hip.SHSU.2016.065.2016.09.06.day13	summer	skin.hip	335.5555556	SHSU	advanced	skin
skin.hip.SHSU.2016.065.2016.09.07.day14	summer	skin.hip	364.1666667	SHSU	advanced	skin
skin.hip.SHSU.2016.065.2016.09.08.day15	summer	skin.hip	393.6111111	SHSU	advanced	skin
skin.hip.SHSU.2016.065.2016.09.09.day16	summer	skin.hip	422.2222222	SHSU	advanced	skin
skin.hip.SHSU.2016.065.2016.09.10.day17	summer	skin.hip	449.4444444	SHSU	advanced	skin
skin.hip.SHSU.2016.065.2016.09.11.day18	summer	skin.hip	476.1111111	SHSU	advanced	skin
skin.hip.SHSU.2016.065.2016.09.12.day19	summer	skin.hip	503.3333333	SHSU	advanced	skin
skin.hip.SHSU.2016.065.2016.09.13.day20	summer	skin.hip	530.8333333	SHSU	advanced	skin
skin.hip.SHSU.2016.065.2016.09.14.day21	summer	skin.hip	558.6111111	SHSU	advanced	skin
skin.hip.SHSU.2016.067.2016.09.16.day1	summer	skin.hip	0	SHSU	early	skin
skin.hip.SHSU.2016.067.2016.09.18.day3	summer	skin.hip	58.9	SHSU	active	skin
skin.hip.SHSU.2016.067.2016.09.20.day5	summer	skin.hip	118.95	SHSU	active	skin
skin.hip.SHSU.2016.067.2016.09.21.day6	summer	skin.hip	146.15	SHSU	active	skin
skin.hip.SHSU.2016.067.2016.09.22.day7	summer	skin.hip	173.4	SHSU	active	skin
skin.hip.SHSU.2016.067.2016.09.23.day8	summer	skin.hip	201.45	SHSU	advanced	skin
skin.hip.SHSU.2016.067.2016.09.24.day9	summer	skin.hip	229.8	SHSU	advanced	skin
skin.hip.SHSU.2016.067.2016.09.25.day10	summer	skin.hip	256.45	SHSU	advanced	skin
skin.hip.SHSU.2016.067.2016.09.26.day11	summer	skin.hip	280.6	SHSU	advanced	skin
skin.hip.SHSU.2016.067.2016.09.27.day12	summer	skin.hip	303.65	SHSU	advanced	skin
skin.hip.SHSU.2016.067.2016.09.28.day13	summer	skin.hip	327	SHSU	advanced	skin
skin.hip.SHSU.2016.067.2016.09.29.day14	summer	skin.hip	348.1	SHSU	advanced	skin
skin.hip.SHSU.2016.067.2016.09.30.day15	summer	skin.hip	367.55	SHSU	advanced	skin
skin.hip.SHSU.2016.067.2016.10.02.day17	summer	skin.hip	410.3	SHSU	advanced	skin
skin.hip.SHSU.2016.067.2016.10.03.day18	summer	skin.hip	432.5	SHSU	advanced	skin
skin.hip.SHSU.2016.067.2016.10.04.day19	summer	skin.hip	457.5	SHSU	advanced	skin
skin.hip.SHSU.2016.067.2016.10.05.day20	summer	skin.hip	486.1	SHSU	advanced	skin
skin.hip.SHSU.2016.067.2016.10.06.day21	summer	skin.hip	513.85	SHSU	advanced	skin
skin.hip.SHSU.2016.072.2016.11.04.day1	fall	skin.hip	0	SHSU	early	skin
skin.hip.SHSU.2016.072.2016.11.05.day2	fall	skin.hip	19.45	SHSU	early	skin
skin.hip.SHSU.2016.072.2016.11.06.day3	fall	skin.hip	40.6	SHSU	early	skin
skin.hip.SHSU.2016.072.2016.11.07.day4	fall	skin.hip	62.55	SHSU	active	skin
skin.hip.SHSU.2016.072.2016.11.08.day5	fall	skin.hip	82	SHSU	active	skin
skin.hip.SHSU.2016.072.2016.11.09.day6	fall	skin.hip	100.6	SHSU	active	skin
skin.hip.SHSU.2016.072.2016.11.10.day7	fall	skin.hip	117.55	SHSU	active	skin
skin.hip.SHSU.2016.072.2016.11.11.day8	fall	skin.hip	135.35	SHSU	active	skin
skin.hip.SHSU.2016.072.2016.11.12.day9	fall	skin.hip	154	SHSU	active	skin
skin.hip.SHSU.2016.072.2016.11.13.day10	fall	skin.hip	170.4	SHSU	active	skin
skin.hip.SHSU.2016.072.2016.11.14.day11	fall	skin.hip	189.05	SHSU	active	skin
skin.hip.SHSU.2016.072.2016.11.15.day12	fall	skin.hip	209.6	SHSU	advanced	skin
skin.hip.SHSU.2016.072.2016.11.17.day14	fall	skin.hip	252.9	SHSU	advanced	skin
skin.hip.SHSU.2016.072.2016.11.18.day15	fall	skin.hip	271.25	SHSU	advanced	skin
skin.hip.SHSU.2016.072.2016.11.19.day16	fall	skin.hip	281	SHSU	advanced	skin
skin.hip.SHSU.2016.072.2016.11.20.day17	fall	skin.hip	289.9	SHSU	advanced	skin
skin.hip.SHSU.2016.072.2016.11.21.day18	fall	skin.hip	305.2	SHSU	advanced	skin
skin.hip.SHSU.2016.072.2016.11.22.day19	fall	skin.hip	326.9	SHSU	advanced	skin
skin.hip.SHSU.2016.072.2016.11.23.day20	fall	skin.hip	342.45	SHSU	advanced	skin
skin.hip.SHSU.2016.072.2016.11.24.day21	fall	skin.hip	357.45	SHSU	advanced	skin
skin.hip.SHSU.2016.073.2016.11.04.day1	fall	skin.hip	0	SHSU	early	skin
skin.hip.SHSU.2016.073.2016.11.05.day2	fall	skin.hip	19.45	SHSU	early	skin
skin.hip.SHSU.2016.073.2016.11.06.day3	fall	skin.hip	40.6	SHSU	early	skin
skin.hip.SHSU.2016.073.2016.11.07.day4	fall	skin.hip	62.55	SHSU	active	skin
skin.hip.SHSU.2016.073.2016.11.08.day5	fall	skin.hip	82	SHSU	active	skin
skin.hip.SHSU.2016.073.2016.11.09.day6	fall	skin.hip	100.6	SHSU	active	skin
skin.hip.SHSU.2016.073.2016.11.10.day7	fall	skin.hip	117.55	SHSU	active	skin
skin.hip.SHSU.2016.073.2016.11.11.day8	fall	skin.hip	135.35	SHSU	active	skin
skin.hip.SHSU.2016.073.2016.11.12.day9	fall	skin.hip	154	SHSU	active	skin
skin.hip.SHSU.2016.073.2016.11.13.day10	fall	skin.hip	170.4	SHSU	active	skin
skin.hip.SHSU.2016.073.2016.11.14.day11	fall	skin.hip	189.05	SHSU	active	skin
skin.hip.SHSU.2016.073.2016.11.15.day12	fall	skin.hip	209.6	SHSU	advanced	skin
skin.hip.SHSU.2016.073.2016.11.16.day13	fall	skin.hip	230.7	SHSU	advanced	skin
skin.hip.SHSU.2016.073.2016.11.17.day14	fall	skin.hip	252.9	SHSU	advanced	skin
skin.hip.SHSU.2016.073.2016.11.18.day15	fall	skin.hip	271.25	SHSU	advanced	skin
skin.hip.SHSU.2016.073.2016.11.19.day16	fall	skin.hip	281	SHSU	advanced	skin
skin.hip.SHSU.2016.073.2016.11.20.day17	fall	skin.hip	289.9	SHSU	advanced	skin
skin.hip.SHSU.2016.073.2016.11.21.day18	fall	skin.hip	305.2	SHSU	advanced	skin
skin.hip.SHSU.2016.073.2016.11.22.day19	fall	skin.hip	326.9	SHSU	advanced	skin
skin.hip.SHSU.2016.073.2016.11.23.day20	fall	skin.hip	342.45	SHSU	advanced	skin
skin.hip.SHSU.2016.073.2016.11.24.day21	fall	skin.hip	357.45	SHSU	advanced	skin
skin.hip.SHSU.2016.076.2016.11.22.day1	fall	skin.hip	0	SHSU	early	skin
skin.hip.SHSU.2016.076.2016.11.23.day2	fall	skin.hip	15.55	SHSU	early	skin
skin.hip.SHSU.2016.076.2016.11.24.day3	fall	skin.hip	30.55	SHSU	early	skin
skin.hip.SHSU.2016.076.2016.11.25.day4	fall	skin.hip	47.5	SHSU	early	skin
skin.hip.SHSU.2016.076.2016.11.26.day5	fall	skin.hip	63.6	SHSU	active	skin
skin.hip.SHSU.2016.076.2016.11.27.day6	fall	skin.hip	80.3	SHSU	active	skin
skin.hip.SHSU.2016.076.2016.11.28.day7	fall	skin.hip	99.45	SHSU	active	skin
skin.hip.SHSU.2016.076.2016.11.29.day8	fall	skin.hip	116.1	SHSU	active	skin
skin.hip.SHSU.2016.076.2016.11.30.day9	fall	skin.hip	127.45	SHSU	active	skin
skin.hip.SHSU.2016.076.2016.12.01.day10	fall	skin.hip	137.75	SHSU	active	skin
skin.hip.SHSU.2016.076.2016.12.02.day11	fall	skin.hip	149.4	SHSU	active	skin
skin.hip.SHSU.2016.076.2016.12.03.day12	fall	skin.hip	159.15	SHSU	active	skin
skin.hip.SHSU.2016.076.2016.12.04.day13	fall	skin.hip	169.15	SHSU	active	skin
skin.hip.SHSU.2016.076.2016.12.05.day14	fall	skin.hip	178.6	SHSU	active	skin
skin.hip.SHSU.2016.076.2016.12.06.day15	fall	skin.hip	190.5	SHSU	active	skin
skin.hip.SHSU.2016.076.2016.12.07.day16	fall	skin.hip	203	SHSU	advanced	skin
skin.hip.SHSU.2016.076.2016.12.08.day17	fall	skin.hip	210.25	SHSU	advanced	skin
skin.hip.SHSU.2016.076.2016.12.09.day18	fall	skin.hip	213.9	SHSU	advanced	skin
skin.hip.SHSU.2016.076.2016.12.10.day19	fall	skin.hip	219.45	SHSU	advanced	skin
skin.hip.SHSU.2016.076.2016.12.11.day20	fall	skin.hip	236.4	SHSU	advanced	skin
skin.hip.SHSU.2016.076.2016.12.12.day21	fall	skin.hip	254.5	SHSU	advanced	skin
skin.hip.SHSU.2017.043.2017.11.30.day1	winter	skin.hip	0	SHSU	early	skin
skin.hip.SHSU.2017.043.2017.12.01.day2	winter	skin.hip	14.75	SHSU	early	skin
skin.hip.SHSU.2017.043.2017.12.02.day3	winter	skin.hip	31.95	SHSU	early	skin
skin.hip.SHSU.2017.043.2017.12.03.day4	winter	skin.hip	49.45	SHSU	early	skin
skin.hip.SHSU.2017.043.2017.12.04.day5	winter	skin.hip	72.5	SHSU	active	skin
skin.hip.SHSU.2017.043.2017.12.05.day6	winter	skin.hip	88.6	SHSU	active	skin
skin.hip.SHSU.2017.043.2017.12.06.day7	winter	skin.hip	96.1	SHSU	active	skin
skin.hip.SHSU.2017.043.2017.12.07.day8	winter	skin.hip	100.55	SHSU	active	skin
skin.hip.SHSU.2017.043.2017.12.08.day9	winter	skin.hip	103.65	SHSU	active	skin
skin.hip.SHSU.2017.043.2017.12.09.day10	winter	skin.hip	111.45	SHSU	active	skin
skin.hip.SHSU.2017.043.2017.12.10.day11	winter	skin.hip	120.1	SHSU	active	skin
skin.hip.SHSU.2017.043.2017.12.11.day12	winter	skin.hip	134.25	SHSU	active	skin
skin.hip.SHSU.2017.043.2017.12.12.day13	winter	skin.hip	143.4	SHSU	active	skin
skin.hip.SHSU.2017.043.2017.12.13.day14	winter	skin.hip	150.6	SHSU	active	skin
skin.hip.SHSU.2017.043.2017.12.14.day15	winter	skin.hip	162.3	SHSU	active	skin
skin.hip.SHSU.2017.043.2017.12.15.day16	winter	skin.hip	172.55	SHSU	active	skin
skin.hip.SHSU.2017.043.2017.12.16.day17	winter	skin.hip	180.3	SHSU	active	skin
skin.hip.SHSU.2017.043.2017.12.17.day18	winter	skin.hip	190.85	SHSU	active	skin
skin.hip.SHSU.2017.043.2017.12.18.day19	winter	skin.hip	205	SHSU	advanced	skin
skin.hip.SHSU.2017.043.2017.12.19.day20	winter	skin.hip	225.85	SHSU	advanced	skin
skin.hip.SHSU.2017.043.2017.12.20.day21	winter	skin.hip	243.05	SHSU	advanced	skin
skin.hip.SHSU.2017.045.2017.01.01.day21	winter	skin.hip	191.65	SHSU	active	skin
skin.hip.SHSU.2017.045.2017.12.12.day1	winter	skin.hip	0	SHSU	early	skin
skin.hip.SHSU.2017.045.2017.12.13.day2	winter	skin.hip	7.2	SHSU	early	skin
skin.hip.SHSU.2017.045.2017.12.14.day3	winter	skin.hip	18.9	SHSU	early	skin
skin.hip.SHSU.2017.045.2017.12.15.day4	winter	skin.hip	29.15	SHSU	early	skin
skin.hip.SHSU.2017.045.2017.12.16.day5	winter	skin.hip	36.9	SHSU	early	skin
